"Status","Year","Profession_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for International Development","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for International Development","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Home Office (incl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Home Office (incl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Public Health England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Public Health England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Home Office (incl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Home Office (incl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
