"Status","Year","Profession_of_post","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Digital, Data and Technology","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Department for Transport","40","40","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Ministry of Defence","50","40","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2021","Finance","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","Department for Education","[c]","[c]","[c]","[c]"
