"Status","Year","Age","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","20-29","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","No function","90","80","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","70","70","28000","27570"
"Leaver CS","2021","20-29","Unknown","Analysis","80","80","23710","21170"
"Leaver CS","2021","20-29","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Communications","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Digital, Data & Technology","60","50","29800","26050"
"Leaver CS","2021","20-29","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Legal","60","60","28220","25480"
"Leaver CS","2021","20-29","Unknown","No function","1040","1020","23370","21590"
"Leaver CS","2021","20-29","Unknown","Project Delivery","50","50","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Property","60","50","24480","24500"
"Leaver CS","2021","20-29","Unknown","Security","30","30","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","800","720","26960","27570"
"Leaver CS","2021","30-39","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","No function","100","90","29670","26360"
"Leaver CS","2021","30-39","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Unknown","110","100","27580","27570"
"Leaver CS","2021","30-39","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Communications","30","30","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Digital, Data & Technology","60","50","47810","45000"
"Leaver CS","2021","30-39","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Human Resources","30","30","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Legal","60","60","44410","50000"
"Leaver CS","2021","30-39","Declared non-disabled","No function","910","850","33870","29510"
"Leaver CS","2021","30-39","Declared non-disabled","Project Delivery","80","70","40930","38790"
"Leaver CS","2021","30-39","Declared non-disabled","Property","30","30","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Unknown","890","790","30430","27570"
"Leaver CS","2021","30-39","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","No function","120","110","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Unknown","70","60","32070","29290"
"Leaver CS","2021","30-39","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Legal","40","40","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","No function","520","500","32820","30500"
"Leaver CS","2021","30-39","Unknown","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","620","560","30660","28170"
"Leaver CS","2021","40-49","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","No function","110","100","28380","25710"
"Leaver CS","2021","40-49","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Unknown","180","150","28250","26780"
"Leaver CS","2021","40-49","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Human Resources","40","30","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Legal","40","30","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","No function","630","570","38570","32700"
"Leaver CS","2021","40-49","Declared non-disabled","Project Delivery","50","50","42980","41000"
"Leaver CS","2021","40-49","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Unknown","910","790","32290","27570"
"Leaver CS","2021","40-49","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","No function","100","80","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Unknown","90","80","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","No function","320","300","34900","26470"
"Leaver CS","2021","40-49","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Unknown","560","500","33490","28230"
"Leaver CS","2021","50-59","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","No function","220","200","30610","26130"
"Leaver CS","2021","50-59","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Unknown","570","500","30790","27570"
"Leaver CS","2021","50-59","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Commercial","30","30","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Finance","40","40","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Human Resources","40","40","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Legal","80","70","58700","55610"
"Leaver CS","2021","50-59","Declared non-disabled","No function","850","780","37920","28590"
"Leaver CS","2021","50-59","Declared non-disabled","Project Delivery","110","100","47730","40860"
"Leaver CS","2021","50-59","Declared non-disabled","Property","80","70","34560","30660"
