"Status","Year","Ethnicity","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Declared disabled","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Insolvency Service","40","40","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Ministry of Defence (excl. agencies)","100","90","34440","33200"
"In post","2021","Unknown","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Scottish Prison Service","130","120","32280","33650"
"In post","2021","Unknown","Declared disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","United Kingdom Statistics Authority","40","30","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Animal and Plant Health Agency","50","50","31240","25710"
"In post","2021","Unknown","Declared non-disabled","Cabinet Office (excl. agencies)","160","160","61320","54700"
"In post","2021","Unknown","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Crown Prosecution Service","310","280","42160","34480"
"In post","2021","Unknown","Declared non-disabled","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Defence Equipment and Support","150","150","33480","32190"
"In post","2021","Unknown","Declared non-disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","60","60","51020","53380"
"In post","2021","Unknown","Declared non-disabled","Department for Education (excl. agencies)","160","150","46470","45540"
"In post","2021","Unknown","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","80","70","45740","43140"
"In post","2021","Unknown","Declared non-disabled","Department for International Trade","110","110","44970","38540"
"In post","2021","Unknown","Declared non-disabled","Department for Transport (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Department for Work and Pensions (excl. agencies)","2950","2610","27030","27570"
"In post","2021","Unknown","Declared non-disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Driver and Vehicle Licensing Agency","90","80","30420","21590"
"In post","2021","Unknown","Declared non-disabled","Driver and Vehicle Standards Agency","40","40","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Education and Skills Funding Agency","90","80","42350","39320"
"In post","2021","Unknown","Declared non-disabled","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","80","80","48780","51380"
"In post","2021","Unknown","Declared non-disabled","Forestry and Land Scotland","40","40","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Health and Safety Executive","240","220","43490","41480"
"In post","2021","Unknown","Declared non-disabled","HM Courts and Tribunals Service","250","210","24370","21310"
"In post","2021","Unknown","Declared non-disabled","HM Land Registry","60","50","32590","32790"
"In post","2021","Unknown","Declared non-disabled","HM Prison and Probation Service","1170","1080","30450","30400"
"In post","2021","Unknown","Declared non-disabled","HM Revenue and Customs (excl. agencies)","560","490","30650","28130"
"In post","2021","Unknown","Declared non-disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Insolvency Service","210","200","32780","31000"
"In post","2021","Unknown","Declared non-disabled","Institute for Apprenticeships and Technical Education","30","30","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Legal Aid Agency","40","40","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Met Office","260","240","39510","39650"
"In post","2021","Unknown","Declared non-disabled","Ministry of Defence (excl. agencies)","490","470","32470","30620"
"In post","2021","Unknown","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Ministry of Justice (excl. agencies)","100","90","38140","33930"
"In post","2021","Unknown","Declared non-disabled","National Crime Agency","70","60","42440","40210"
"In post","2021","Unknown","Declared non-disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Public Health England","70","60","43160","34980"
"In post","2021","Unknown","Declared non-disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Rural Payments Agency","720","690","24680","21050"
"In post","2021","Unknown","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Submarine Delivery Agency","30","30","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","The National Archives","60","60","33790","34770"
"In post","2021","Unknown","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","UK Intellectual Property Office","110","100","43170","40940"
"In post","2021","Unknown","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","United Kingdom Statistics Authority","90","80","30940","29540"
"In post","2021","Unknown","Declared non-disabled","Valuation Office Agency","200","170","34140","30000"
"In post","2021","Unknown","Declared non-disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Transport (excl. agencies)","650","630","43010","38650"
"In post","2021","Unknown","Undeclared","Department for Work and Pensions (excl. agencies)","80","70","27790","27570"
"In post","2021","Unknown","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Food Standards Agency","50","40","[c]","[c]"
"In post","2021","Unknown","Undeclared","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
