"Status","Year","Function_of_post","Region_ITL1","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Counter Fraud","South West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","South West (England)","Undeclared","50","50","39200","32930"
"In post","2022","Counter Fraud","South West (England)","Unknown","80","80","32530","27570"
"In post","2022","Counter Fraud","South West (England)","White","620","560","32180","27570"
"In post","2022","Counter Fraud","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Wales","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Wales","Black","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Wales","Undeclared","50","40","27650","27190"
"In post","2022","Counter Fraud","Wales","Unknown","120","110","29090","27570"
"In post","2022","Counter Fraud","Wales","White","840","770","29370","27570"
"In post","2022","Counter Fraud","West Midlands (England)","Asian","220","210","29000","27570"
"In post","2022","Counter Fraud","West Midlands (England)","Black","60","50","28740","27570"
"In post","2022","Counter Fraud","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","West Midlands (England)","Undeclared","80","70","31110","27570"
"In post","2022","Counter Fraud","West Midlands (England)","Unknown","160","160","32230","28920"
"In post","2022","Counter Fraud","West Midlands (England)","White","750","670","31850","27570"
"In post","2022","Counter Fraud","Yorkshire and The Humber","Asian","140","130","29300","27570"
"In post","2022","Counter Fraud","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Yorkshire and The Humber","Undeclared","70","60","33250","28920"
"In post","2022","Counter Fraud","Yorkshire and The Humber","Unknown","190","190","30970","27570"
"In post","2022","Counter Fraud","Yorkshire and The Humber","White","980","900","32480","28870"
"In post","2022","Debt","East Midlands (England)","Asian","50","50","24310","25580"
"In post","2022","Debt","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Debt","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Debt","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Debt","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","East Midlands (England)","Unknown","110","100","21680","21250"
"In post","2022","Debt","East Midlands (England)","White","290","250","22860","21260"
"In post","2022","Debt","East of England","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Debt","East of England","Black","[c]","[c]","[c]","[c]"
"In post","2022","Debt","East of England","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Debt","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Debt","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","East of England","White","100","90","25100","24250"
"In post","2022","Debt","London","Asian","120","100","28440","26400"
"In post","2022","Debt","London","Black","90","80","28920","26400"
"In post","2022","Debt","London","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Debt","London","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Debt","London","Undeclared","40","30","[c]","[c]"
"In post","2022","Debt","London","Unknown","90","80","28590","26400"
"In post","2022","Debt","London","White","150","140","32710","26400"
"In post","2022","Debt","North East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Debt","North East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Debt","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Debt","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Debt","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","North East (England)","Unknown","230","220","21990","21250"
"In post","2022","Debt","North East (England)","White","690","600","22770","21260"
"In post","2022","Debt","North West (England)","Asian","40","40","[c]","[c]"
"In post","2022","Debt","North West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Debt","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Debt","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Debt","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","North West (England)","Unknown","120","110","22500","21250"
"In post","2022","Debt","North West (England)","White","520","470","24080","21260"
"In post","2022","Debt","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Northern Ireland","White","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Scotland","Undeclared","30","30","[c]","[c]"
"In post","2022","Debt","Scotland","Unknown","340","310","22260","21250"
"In post","2022","Debt","Scotland","White","930","820","23700","21260"
"In post","2022","Debt","South East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Debt","South East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Debt","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Debt","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Debt","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","South East (England)","White","50","40","29300","28920"
"In post","2022","Debt","South West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Debt","South West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Debt","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Debt","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Debt","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","South West (England)","White","140","120","22790","21260"
"In post","2022","Debt","Unknown","Asian","50","40","[c]","[c]"
"In post","2022","Debt","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Wales","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Wales","Black","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Wales","Unknown","100","90","23190","21250"
"In post","2022","Debt","Wales","White","320","300","24070","21260"
"In post","2022","Debt","West Midlands (England)","Asian","200","180","21980","21250"
"In post","2022","Debt","West Midlands (England)","Black","30","30","[c]","[c]"
"In post","2022","Debt","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Debt","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Debt","West Midlands (England)","Undeclared","40","30","[c]","[c]"
"In post","2022","Debt","West Midlands (England)","Unknown","100","90","22370","21250"
"In post","2022","Debt","West Midlands (England)","White","460","400","23620","21260"
"In post","2022","Debt","Yorkshire and The Humber","Asian","220","190","22150","21260"
"In post","2022","Debt","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Yorkshire and The Humber","Undeclared","40","30","[c]","[c]"
"In post","2022","Debt","Yorkshire and The Humber","Unknown","150","140","22320","21250"
"In post","2022","Debt","Yorkshire and The Humber","White","530","450","24530","21260"
"In post","2022","Digital, Data & Technology","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","East Midlands (England)","Undeclared","40","30","[c]","[c]"
"In post","2022","Digital, Data & Technology","East Midlands (England)","Unknown","60","60","36540","33080"
"In post","2022","Digital, Data & Technology","East Midlands (England)","White","320","310","36650","33350"
"In post","2022","Digital, Data & Technology","East of England","Asian","30","30","[c]","[c]"
"In post","2022","Digital, Data & Technology","East of England","Black","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","East of England","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","East of England","Undeclared","60","60","35490","35620"
"In post","2022","Digital, Data & Technology","East of England","Unknown","90","80","35750","33370"
"In post","2022","Digital, Data & Technology","East of England","White","610","590","35650","33420"
"In post","2022","Digital, Data & Technology","London","Asian","620","620","45840","41480"
"In post","2022","Digital, Data & Technology","London","Black","330","330","41750","39470"
"In post","2022","Digital, Data & Technology","London","Mixed","130","130","46340","42930"
"In post","2022","Digital, Data & Technology","London","Other ethnicity","60","60","47380","41350"
"In post","2022","Digital, Data & Technology","London","Undeclared","160","160","50570","53130"
"In post","2022","Digital, Data & Technology","London","Unknown","690","680","48380","44500"
"In post","2022","Digital, Data & Technology","London","White","2310","2260","50620","51730"
"In post","2022","Digital, Data & Technology","North East (England)","Asian","80","80","42730","40520"
"In post","2022","Digital, Data & Technology","North East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","North East (England)","Undeclared","120","110","42910","40520"
"In post","2022","Digital, Data & Technology","North East (England)","Unknown","350","340","40750","37270"
"In post","2022","Digital, Data & Technology","North East (England)","White","1750","1670","41730","37710"
"In post","2022","Digital, Data & Technology","North West (England)","Asian","150","150","39460","36000"
"In post","2022","Digital, Data & Technology","North West (England)","Black","90","90","37580","33590"
"In post","2022","Digital, Data & Technology","North West (England)","Mixed","40","40","[c]","[c]"
"In post","2022","Digital, Data & Technology","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","North West (England)","Undeclared","140","130","41790","36890"
"In post","2022","Digital, Data & Technology","North West (England)","Unknown","330","320","39880","35310"
"In post","2022","Digital, Data & Technology","North West (England)","White","2160","2080","41680","36780"
"In post","2022","Digital, Data & Technology","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
