"Status","Year","Ethnicity","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","60-64","Science and Engineering","40","40","[c]","[c]"
"In post","2021","Unknown","60-64","Security","40","30","[c]","[c]"
"In post","2021","Unknown","60-64","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","60-64","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","60-64","Tax","200","160","32450","28130"
"In post","2021","Unknown","60-64","Unknown","630","540","31900","27570"
"In post","2021","Unknown","60-64","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Legal","40","30","[c]","[c]"
"In post","2021","Unknown","65+","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Operational Delivery","540","400","25440","21440"
"In post","2021","Unknown","65+","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Other","70","60","35600","32680"
"In post","2021","Unknown","65+","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Property","40","40","[c]","[c]"
"In post","2021","Unknown","65+","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Tax","60","40","33860","34380"
"In post","2021","Unknown","65+","Unknown","150","120","33910","24800"
"In post","2021","Unknown","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","16-19","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","16-19","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","16-19","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","White","16-19","Economics","[c]","[c]","[c]","[c]"
"In post","2021","White","16-19","Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","16-19","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","White","16-19","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","White","16-19","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","White","16-19","Operational Delivery","210","200","21550","21430"
"In post","2021","White","16-19","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","White","16-19","Other","[c]","[c]","[c]","[c]"
"In post","2021","White","16-19","Policy","[c]","[c]","[c]","[c]"
"In post","2021","White","16-19","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","16-19","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","16-19","Science and Engineering","70","70","18180","17780"
"In post","2021","White","16-19","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","16-19","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","White","16-19","Tax","50","40","[c]","[c]"
"In post","2021","White","16-19","Unknown","220","220","22050","21010"
"In post","2021","White","20-29","Commercial","570","570","30450","29550"
"In post","2021","White","20-29","Communications","490","480","34300","33120"
"In post","2021","White","20-29","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","20-29","Counter Fraud","40","40","[c]","[c]"
"In post","2021","White","20-29","Digital, Data and Technology","1050","1050","33310","31810"
"In post","2021","White","20-29","Economics","670","670","38170","34200"
"In post","2021","White","20-29","Finance","700","690","32720","30100"
"In post","2021","White","20-29","Human Resources","740","740","31230","29060"
"In post","2021","White","20-29","Intelligence Analysis","380","380","31980","29250"
"In post","2021","White","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","White","20-29","International Trade","210","210","38290","38040"
"In post","2021","White","20-29","Knowledge and Information Management","210","210","27870","26670"
"In post","2021","White","20-29","Legal","740","740","34890","31810"
"In post","2021","White","20-29","Medicine","100","90","28930","27420"
"In post","2021","White","20-29","Operational Delivery","16610","16280","25480","24880"
"In post","2021","White","20-29","Operational Research","250","250","34200","32600"
"In post","2021","White","20-29","Other","1480","1450","27140","25170"
"In post","2021","White","20-29","Planning","[c]","[c]","[c]","[c]"
"In post","2021","White","20-29","Policy","4500","4480","38910","35430"
"In post","2021","White","20-29","Project Delivery","1430","1420","32420","31600"
"In post","2021","White","20-29","Property","390","390","28280","26670"
"In post","2021","White","20-29","Psychology","270","270","27880","27380"
"In post","2021","White","20-29","Science and Engineering","2000","1980","28910","28650"
"In post","2021","White","20-29","Security","670","670","26520","25680"
"In post","2021","White","20-29","Social Research","320","320","36430","34930"
"In post","2021","White","20-29","Statistics","430","430","35250","33260"
"In post","2021","White","20-29","Tax","1470","1440","29330","25560"
"In post","2021","White","20-29","Unknown","9680","9530","27850","27570"
"In post","2021","White","20-29","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","White","30-39","Commercial","950","910","38300","36750"
"In post","2021","White","30-39","Communications","790","750","43040","40050"
"In post","2021","White","30-39","Corporate Finance","30","30","[c]","[c]"
"In post","2021","White","30-39","Counter Fraud","120","110","35240","34020"
"In post","2021","White","30-39","Digital, Data and Technology","2030","1980","40470","38200"
"In post","2021","White","30-39","Economics","350","330","57900","57970"
"In post","2021","White","30-39","Finance","1270","1210","41740","38630"
"In post","2021","White","30-39","Human Resources","1240","1160","37550","33300"
"In post","2021","White","30-39","Inspector of Education and Training","70","70","61030","51360"
"In post","2021","White","30-39","Intelligence Analysis","670","650","34330","30980"
"In post","2021","White","30-39","Internal Audit","100","90","41040","39200"
"In post","2021","White","30-39","International Trade","230","230","51140","51970"
"In post","2021","White","30-39","Knowledge and Information Management","330","320","36510","35070"
"In post","2021","White","30-39","Legal","1940","1850","47040","50520"
"In post","2021","White","30-39","Medicine","340","310","43050","37890"
"In post","2021","White","30-39","Operational Delivery","25390","23720","28460","25830"
"In post","2021","White","30-39","Operational Research","270","260","45930","46080"
"In post","2021","White","30-39","Other","2410","2300","32540","27830"
"In post","2021","White","30-39","Planning","50","40","[c]","[c]"
"In post","2021","White","30-39","Planning Inspectors","40","30","[c]","[c]"
"In post","2021","White","30-39","Policy","5470","5310","49670","52400"
"In post","2021","White","30-39","Project Delivery","2660","2570","40780","38630"
"In post","2021","White","30-39","Property","700","680","36040","33300"
"In post","2021","White","30-39","Psychology","470","440","35290","31180"
"In post","2021","White","30-39","Science and Engineering","2180","2110","38450","37450"
"In post","2021","White","30-39","Security","1070","1050","32300","30890"
"In post","2021","White","30-39","Social Research","270","260","43970","43280"
"In post","2021","White","30-39","Statistics","430","410","45640","43290"
"In post","2021","White","30-39","Tax","2360","2280","35390","31810"
"In post","2021","White","30-39","Unknown","14310","13300","31590","27570"
"In post","2021","White","30-39","Veterinarian","70","70","40240","37480"
"In post","2021","White","40-49","Commercial","990","950","43590","40580"
"In post","2021","White","40-49","Communications","760","710","45160","41000"
"In post","2021","White","40-49","Corporate Finance","40","40","[c]","[c]"
"In post","2021","White","40-49","Counter Fraud","150","140","38290","36060"
"In post","2021","White","40-49","Digital, Data and Technology","2510","2450","44930","41320"
"In post","2021","White","40-49","Economics","150","140","67250","65160"
"In post","2021","White","40-49","Finance","1710","1630","44320","40480"
"In post","2021","White","40-49","Human Resources","1640","1550","42230","38630"
"In post","2021","White","40-49","Inspector of Education and Training","240","240","66140","70500"
"In post","2021","White","40-49","Intelligence Analysis","640","610","35160","30980"
"In post","2021","White","40-49","Internal Audit","130","130","46430","43280"
"In post","2021","White","40-49","International Trade","140","130","53490","51970"
"In post","2021","White","40-49","Knowledge and Information Management","440","410","40260","37470"
"In post","2021","White","40-49","Legal","2380","2180","51150","52490"
"In post","2021","White","40-49","Medicine","470","420","53650","44500"
"In post","2021","White","40-49","Operational Delivery","28420","26390","30660","27250"
"In post","2021","White","40-49","Operational Research","180","170","50540","47140"
"In post","2021","White","40-49","Other","3340","3200","34010","26910"
"In post","2021","White","40-49","Planning","50","50","[c]","[c]"
"In post","2021","White","40-49","Planning Inspectors","80","80","54960","58810"
"In post","2021","White","40-49","Policy","4600","4390","54340","53870"
"In post","2021","White","40-49","Project Delivery","3190","3090","45400","40580"
"In post","2021","White","40-49","Property","1140","1100","37900","33300"
"In post","2021","White","40-49","Psychology","250","230","44820","46160"
"In post","2021","White","40-49","Science and Engineering","2380","2260","43540","41900"
"In post","2021","White","40-49","Security","1270","1260","33180","33000"
"In post","2021","White","40-49","Social Research","190","170","49140","47000"
"In post","2021","White","40-49","Statistics","310","300","50730","50090"
"In post","2021","White","40-49","Tax","2020","1920","37070","31810"
"In post","2021","White","40-49","Unknown","20450","18660","32120","27570"
"In post","2021","White","40-49","Veterinarian","130","130","44050","38390"
"In post","2021","White","50-59","Commercial","1190","1170","44970","41600"
"In post","2021","White","50-59","Communications","550","530","42100","37390"
"In post","2021","White","50-59","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","50-59","Counter Fraud","220","210","40210","38090"
"In post","2021","White","50-59","Digital, Data and Technology","2470","2410","44240","40580"
"In post","2021","White","50-59","Economics","100","100","66190","66330"
"In post","2021","White","50-59","Finance","2140","2030","41440","37410"
"In post","2021","White","50-59","Human Resources","1930","1850","41180","37410"
"In post","2021","White","50-59","Inspector of Education and Training","350","340","67620","74730"
"In post","2021","White","50-59","Intelligence Analysis","670","650","34640","31690"
"In post","2021","White","50-59","Internal Audit","260","250","49150","45470"
"In post","2021","White","50-59","International Trade","150","150","52550","51970"
"In post","2021","White","50-59","Knowledge and Information Management","600","580","38190","34990"
"In post","2021","White","50-59","Legal","2480","2320","51290","52490"
"In post","2021","White","50-59","Medicine","550","510","62390","45750"
"In post","2021","White","50-59","Operational Delivery","38370","35350","30600","27370"
"In post","2021","White","50-59","Operational Research","160","150","51020","47420"
"In post","2021","White","50-59","Other","5980","5790","30520","25880"
"In post","2021","White","50-59","Planning","40","40","[c]","[c]"
"In post","2021","White","50-59","Planning Inspectors","110","100","58940","58810"
"In post","2021","White","50-59","Policy","3960","3860","51960","50080"
"In post","2021","White","50-59","Project Delivery","3840","3740","45630","40720"
"In post","2021","White","50-59","Property","2020","1970","38170","33620"
"In post","2021","White","50-59","Psychology","120","110","38320","30450"
"In post","2021","White","50-59","Science and Engineering","2920","2830","42500","41130"
"In post","2021","White","50-59","Security","2490","2460","32730","31390"
"In post","2021","White","50-59","Social Research","110","110","49870","47000"
"In post","2021","White","50-59","Statistics","230","220","49640","49120"
"In post","2021","White","50-59","Tax","3050","2890","38350","35000"
"In post","2021","White","50-59","Unknown","30070","27400","30670","27570"
"In post","2021","White","50-59","Veterinarian","80","80","51340","51760"
"In post","2021","White","60-64","Commercial","250","220","44120","40980"
"In post","2021","White","60-64","Communications","100","100","38480","35000"
"In post","2021","White","60-64","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","60-64","Counter Fraud","60","50","37620","35810"
"In post","2021","White","60-64","Digital, Data and Technology","550","480","42170","38450"
"In post","2021","White","60-64","Economics","[c]","[c]","[c]","[c]"
"In post","2021","White","60-64","Finance","450","380","37510","31880"
"In post","2021","White","60-64","Human Resources","390","330","37460","33300"
"In post","2021","White","60-64","Inspector of Education and Training","90","80","68680","74730"
"In post","2021","White","60-64","Intelligence Analysis","140","120","34770","31870"
"In post","2021","White","60-64","Internal Audit","50","50","42930","43140"
"In post","2021","White","60-64","International Trade","[c]","[c]","[c]","[c]"
