"Status","Year","Responsibility_level","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","SEO/HEO","Medicine","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Medicine","Black","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Medicine","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Medicine","Unknown","110","90","39210","39030"
"In post","2022","SEO/HEO","Medicine","White","580","530","40210","39030"
"In post","2022","SEO/HEO","Operational Delivery","Asian","2450","2350","37000","35200"
"In post","2022","SEO/HEO","Operational Delivery","Black","1110","1080","37660","36300"
"In post","2022","SEO/HEO","Operational Delivery","Mixed","630","610","37500","36310"
"In post","2022","SEO/HEO","Operational Delivery","Other ethnicity","210","200","38520","36650"
"In post","2022","SEO/HEO","Operational Delivery","Undeclared","1710","1620","37350","35920"
"In post","2022","SEO/HEO","Operational Delivery","Unknown","3600","3450","36440","34500"
"In post","2022","SEO/HEO","Operational Delivery","White","28530","27140","36960","35510"
"In post","2022","SEO/HEO","Operational Research","Asian","40","30","[c]","[c]"
"In post","2022","SEO/HEO","Operational Research","Black","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Operational Research","Unknown","70","70","36270","36800"
"In post","2022","SEO/HEO","Operational Research","White","380","370","37160","38070"
"In post","2022","SEO/HEO","Other","Asian","320","310","36670","35200"
"In post","2022","SEO/HEO","Other","Black","180","180","36630","35600"
"In post","2022","SEO/HEO","Other","Mixed","90","90","34740","33770"
"In post","2022","SEO/HEO","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Other","Undeclared","320","300","36540","36260"
"In post","2022","SEO/HEO","Other","Unknown","650","620","38510","38690"
"In post","2022","SEO/HEO","Other","White","5120","4920","35870","34770"
"In post","2022","SEO/HEO","Planning","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Planning","Black","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Planning","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Planning","White","90","90","39220","39100"
"In post","2022","SEO/HEO","Planning Inspectors","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Planning Inspectors","Black","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Planning Inspectors","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Planning Inspectors","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Planning Inspectors","White","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Policy","Asian","1250","1230","37170","36650"
"In post","2022","SEO/HEO","Policy","Black","670","660","37000","36580"
"In post","2022","SEO/HEO","Policy","Mixed","500","490","36890","36340"
"In post","2022","SEO/HEO","Policy","Other ethnicity","140","130","37370","36650"
"In post","2022","SEO/HEO","Policy","Undeclared","510","500","37940","37570"
"In post","2022","SEO/HEO","Policy","Unknown","1810","1770","36850","36500"
"In post","2022","SEO/HEO","Policy","White","9600","9330","37240","36780"
"In post","2022","SEO/HEO","Project Delivery","Asian","530","520","37750","37610"
"In post","2022","SEO/HEO","Project Delivery","Black","330","330","37540","37610"
"In post","2022","SEO/HEO","Project Delivery","Mixed","160","150","37350","37230"
"In post","2022","SEO/HEO","Project Delivery","Other ethnicity","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Project Delivery","Undeclared","380","360","38470","40000"
"In post","2022","SEO/HEO","Project Delivery","Unknown","810","790","37160","37450"
"In post","2022","SEO/HEO","Project Delivery","White","6160","5880","37180","37590"
"In post","2022","SEO/HEO","Property","Asian","140","130","38070","37590"
"In post","2022","SEO/HEO","Property","Black","80","80","38580","37220"
"In post","2022","SEO/HEO","Property","Mixed","50","40","[c]","[c]"
"In post","2022","SEO/HEO","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Property","Undeclared","260","240","38960","38000"
"In post","2022","SEO/HEO","Property","Unknown","330","330","37050","36010"
"In post","2022","SEO/HEO","Property","White","2560","2460","37680","36460"
"In post","2022","SEO/HEO","Psychology","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Psychology","Black","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Psychology","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Psychology","Unknown","90","80","34870","31180"
"In post","2022","SEO/HEO","Psychology","White","730","700","37330","33120"
"In post","2022","SEO/HEO","Science and Engineering","Asian","350","340","37210","37640"
"In post","2022","SEO/HEO","Science and Engineering","Black","170","160","37490","38630"
"In post","2022","SEO/HEO","Science and Engineering","Mixed","120","120","35900","36700"
"In post","2022","SEO/HEO","Science and Engineering","Other ethnicity","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Science and Engineering","Undeclared","540","520","38230","38110"
"In post","2022","SEO/HEO","Science and Engineering","Unknown","400","390","36100","36460"
"In post","2022","SEO/HEO","Science and Engineering","White","5220","5000","37150","38070"
"In post","2022","SEO/HEO","Security","Asian","100","100","38490","37640"
"In post","2022","SEO/HEO","Security","Black","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Security","Mixed","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Security","Undeclared","120","110","40140","38130"
"In post","2022","SEO/HEO","Security","Unknown","170","170","38580","36840"
"In post","2022","SEO/HEO","Security","White","1450","1410","39430","37590"
"In post","2022","SEO/HEO","Social Research","Asian","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Social Research","Black","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Social Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Social Research","Unknown","90","90","36690","38340"
"In post","2022","SEO/HEO","Social Research","White","690","660","36430","37490"
"In post","2022","SEO/HEO","Statistics","Asian","100","100","38580","38340"
"In post","2022","SEO/HEO","Statistics","Black","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Statistics","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Statistics","Unknown","140","140","36870","36840"
"In post","2022","SEO/HEO","Statistics","White","920","890","37220","37610"
"In post","2022","SEO/HEO","Tax","Asian","870","850","36360","33370"
"In post","2022","SEO/HEO","Tax","Black","260","260","37590","37930"
"In post","2022","SEO/HEO","Tax","Mixed","140","130","35970","33370"
"In post","2022","SEO/HEO","Tax","Other ethnicity","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Tax","Undeclared","380","360","36900","35980"
"In post","2022","SEO/HEO","Tax","Unknown","1450","1400","35280","33370"
"In post","2022","SEO/HEO","Tax","White","5170","4910","36140","33370"
"In post","2022","SEO/HEO","Unknown","Asian","570","560","37010","36130"
"In post","2022","SEO/HEO","Unknown","Black","280","270","37700","37610"
"In post","2022","SEO/HEO","Unknown","Mixed","190","190","37220","36130"
"In post","2022","SEO/HEO","Unknown","Other ethnicity","50","50","38220","36650"
"In post","2022","SEO/HEO","Unknown","Undeclared","250","240","37910","36700"
"In post","2022","SEO/HEO","Unknown","Unknown","3960","3910","34050","32000"
"In post","2022","SEO/HEO","Unknown","White","7340","7110","38370","37300"
"In post","2022","SEO/HEO","Veterinarian","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Veterinarian","Black","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Veterinarian","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Veterinarian","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Veterinarian","Unknown","40","30","[c]","[c]"
"In post","2022","SEO/HEO","Veterinarian","White","190","180","39960","37530"
"In post","2022","Unknown","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","White","160","150","39390","38200"
"In post","2022","Unknown","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","White","70","70","49060","41960"
"In post","2022","Unknown","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","White","30","30","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","White","30","30","[c]","[c]"
"In post","2022","Unknown","Legal","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Delivery","Asian","750","700","29320","27980"
"In post","2022","Unknown","Operational Delivery","Black","1170","1130","31520","28690"
"In post","2022","Unknown","Operational Delivery","Mixed","530","500","30640","28200"
"In post","2022","Unknown","Operational Delivery","Other ethnicity","100","100","31220","29080"
"In post","2022","Unknown","Operational Delivery","Undeclared","470","430","32180","32090"
"In post","2022","Unknown","Operational Delivery","Unknown","3620","3260","28250","26310"
"In post","2022","Unknown","Operational Delivery","White","12820","11920","30440","28200"
"In post","2022","Unknown","Operational Research","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Research","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Research","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","Unknown","1780","1770","37400","34160"
"In post","2022","Unknown","Other","White","130","120","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Unknown","30","30","[c]","[c]"
"In post","2022","Unknown","Policy","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","White","420","410","45500","41920"
"In post","2022","Unknown","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Other ethnicity","[c]","[c]","[c]","[c]"
