"Status","Year","Sexual_orientation","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","LGBO","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northern Ireland","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northern Ireland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northern Ireland","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northern Ireland","No function","80","80","28220","26590"
"In post","2022","LGBO","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northumberland, and Tyne and Wear","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northumberland, and Tyne and Wear","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northumberland, and Tyne and Wear","Communications","70","70","30010","26820"
"In post","2022","LGBO","Northumberland, and Tyne and Wear","Counter Fraud","30","30","[c]","[c]"
"In post","2022","LGBO","Northumberland, and Tyne and Wear","Debt","40","40","[c]","[c]"
"In post","2022","LGBO","Northumberland, and Tyne and Wear","Digital, Data & Technology","80","80","39610","35240"
"In post","2022","LGBO","Northumberland, and Tyne and Wear","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northumberland, and Tyne and Wear","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northumberland, and Tyne and Wear","Human Resources","60","60","33100","31990"
"In post","2022","LGBO","Northumberland, and Tyne and Wear","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northumberland, and Tyne and Wear","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northumberland, and Tyne and Wear","No function","490","460","27150","22080"
"In post","2022","LGBO","Northumberland, and Tyne and Wear","Project Delivery","50","40","[c]","[c]"
"In post","2022","LGBO","Northumberland, and Tyne and Wear","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northumberland, and Tyne and Wear","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - East and North East","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - East and North East","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - East and North East","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - East and North East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - East and North East","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - East and North East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - East and North East","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - East and North East","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - East and North East","No function","110","110","32350","31060"
"In post","2022","LGBO","Outer London - East and North East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - East and North East","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - East and North East","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - South","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - South","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - South","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - South","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - South","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - South","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - South","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - South","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - South","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - South","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - South","No function","130","120","36840","31060"
"In post","2022","LGBO","Outer London - South","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - South","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - South","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - South","Unknown","140","130","43500","36940"
"In post","2022","LGBO","Outer London - West and North West","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - West and North West","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - West and North West","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - West and North West","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - West and North West","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - West and North West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - West and North West","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - West and North West","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - West and North West","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - West and North West","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - West and North West","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - West and North West","No function","210","200","34240","31060"
"In post","2022","LGBO","Outer London - West and North West","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - West and North West","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - West and North West","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - West and North West","Unknown","50","50","30160","28950"
"In post","2022","LGBO","Overseas","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Overseas","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Overseas","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Overseas","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Overseas","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Overseas","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Overseas","No function","110","110","52660","53470"
"In post","2022","LGBO","Overseas","Project Delivery","30","30","[c]","[c]"
"In post","2022","LGBO","Overseas","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Overseas","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Shropshire and Staffordshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Shropshire and Staffordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Shropshire and Staffordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Shropshire and Staffordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Shropshire and Staffordshire","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Shropshire and Staffordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Shropshire and Staffordshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Shropshire and Staffordshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Shropshire and Staffordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Shropshire and Staffordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Shropshire and Staffordshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Shropshire and Staffordshire","No function","260","250","27270","25860"
"In post","2022","LGBO","Shropshire and Staffordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Shropshire and Staffordshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Shropshire and Staffordshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","South Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","South Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","South Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","South Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","South Yorkshire","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","South Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","South Yorkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","South Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","South Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","South Yorkshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","South Yorkshire","No function","210","200","31260","27570"
"In post","2022","LGBO","South Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","South Yorkshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","South Yorkshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","South Yorkshire","Unknown","120","120","30070","25310"
"In post","2022","LGBO","Southern Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Southern Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Southern Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Southern Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Southern Scotland","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Southern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Southern Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Southern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Southern Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Southern Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Southern Scotland","No function","80","70","26490","26820"
"In post","2022","LGBO","Southern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Southern Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Southern Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Surrey, East and West Sussex","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Surrey, East and West Sussex","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Surrey, East and West Sussex","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Surrey, East and West Sussex","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Surrey, East and West Sussex","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Surrey, East and West Sussex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Surrey, East and West Sussex","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Surrey, East and West Sussex","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Surrey, East and West Sussex","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Surrey, East and West Sussex","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Surrey, East and West Sussex","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Surrey, East and West Sussex","No function","390","370","30110","27570"
"In post","2022","LGBO","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Surrey, East and West Sussex","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Surrey, East and West Sussex","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Surrey, East and West Sussex","Unknown","40","40","[c]","[c]"
"In post","2022","LGBO","Tees Valley and Durham","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Tees Valley and Durham","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Tees Valley and Durham","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Tees Valley and Durham","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Tees Valley and Durham","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Tees Valley and Durham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Tees Valley and Durham","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Tees Valley and Durham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Tees Valley and Durham","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Tees Valley and Durham","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Tees Valley and Durham","No function","290","280","29010","27570"
"In post","2022","LGBO","Tees Valley and Durham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Tees Valley and Durham","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Tees Valley and Durham","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Tees Valley and Durham","Unknown","40","30","[c]","[c]"
"In post","2022","LGBO","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","No function","40","40","[c]","[c]"
"In post","2022","LGBO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Central Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Central Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Central Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Central Scotland","Counter Fraud","40","40","[c]","[c]"
"In post","2022","LGBO","West Central Scotland","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Central Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Central Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Central Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Central Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Central Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Central Scotland","No function","360","350","28200","26820"
"In post","2022","LGBO","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Central Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Central Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Central Scotland","Unknown","320","320","34650","31260"
"In post","2022","LGBO","West Midlands","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Midlands","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Midlands","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Midlands","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Midlands","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Midlands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Midlands","Finance","[c]","[c]","[c]","[c]"
