"Status","Year","Sexual_orientation","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Heterosexual / straight","20-29","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","20-29","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","20-29","Digital, Data and Technology","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","20-29","Economics","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","20-29","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","20-29","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","20-29","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","20-29","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","20-29","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","20-29","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","20-29","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","20-29","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","20-29","Operational Delivery","1040","1020","23490","21950"
"Leaver CS","2021","Heterosexual / straight","20-29","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","20-29","Other","90","90","25160","23320"
"Leaver CS","2021","Heterosexual / straight","20-29","Policy","80","80","34260","33300"
"Leaver CS","2021","Heterosexual / straight","20-29","Project Delivery","60","50","28670","26490"
"Leaver CS","2021","Heterosexual / straight","20-29","Property","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","20-29","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","20-29","Science and Engineering","170","160","23440","23180"
"Leaver CS","2021","Heterosexual / straight","20-29","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","20-29","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","20-29","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","20-29","Unknown","590","570","24980","21770"
"Leaver CS","2021","Heterosexual / straight","30-39","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","30-39","Communications","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","30-39","Digital, Data and Technology","50","50","44910","41970"
"Leaver CS","2021","Heterosexual / straight","30-39","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","30-39","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","30-39","Human Resources","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","30-39","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","30-39","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","30-39","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","30-39","Legal","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","30-39","Medicine","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","30-39","Operational Delivery","800","740","28290","24110"
"Leaver CS","2021","Heterosexual / straight","30-39","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","30-39","Other","110","100","29380","27180"
"Leaver CS","2021","Heterosexual / straight","30-39","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","30-39","Policy","100","100","44450","40510"
"Leaver CS","2021","Heterosexual / straight","30-39","Project Delivery","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","30-39","Psychology","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","30-39","Science and Engineering","90","80","34890","35690"
"Leaver CS","2021","Heterosexual / straight","30-39","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","30-39","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","30-39","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","30-39","Unknown","430","400","30370","27570"
"Leaver CS","2021","Heterosexual / straight","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Human Resources","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Legal","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Medicine","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Operational Delivery","540","500","30130","25630"
"Leaver CS","2021","Heterosexual / straight","40-49","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Other","120","110","32100","29930"
"Leaver CS","2021","Heterosexual / straight","40-49","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Policy","80","80","55640","53760"
"Leaver CS","2021","Heterosexual / straight","40-49","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Science and Engineering","60","60","38630","39400"
"Leaver CS","2021","Heterosexual / straight","40-49","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","40-49","Unknown","390","350","31260","26890"
"Leaver CS","2021","Heterosexual / straight","40-49","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","50-59","Commercial","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","50-59","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","50-59","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","50-59","Digital, Data and Technology","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","50-59","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","50-59","Finance","50","50","46190","41280"
"Leaver CS","2021","Heterosexual / straight","50-59","Human Resources","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","50-59","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","50-59","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","50-59","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","50-59","Legal","60","50","56770","55610"
"Leaver CS","2021","Heterosexual / straight","50-59","Medicine","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","50-59","Operational Delivery","880","800","31450","26380"
"Leaver CS","2021","Heterosexual / straight","50-59","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","50-59","Other","200","200","31130","26930"
"Leaver CS","2021","Heterosexual / straight","50-59","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","50-59","Policy","70","60","48740","44780"
"Leaver CS","2021","Heterosexual / straight","50-59","Project Delivery","70","70","49540","40580"
"Leaver CS","2021","Heterosexual / straight","50-59","Property","60","60","35380","32110"
"Leaver CS","2021","Heterosexual / straight","50-59","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","50-59","Science and Engineering","70","70","41990","41400"
"Leaver CS","2021","Heterosexual / straight","50-59","Security","80","70","33820","38120"
"Leaver CS","2021","Heterosexual / straight","50-59","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","50-59","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","50-59","Unknown","780","690","31700","27570"
"Leaver CS","2021","Heterosexual / straight","50-59","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","Digital, Data and Technology","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","Finance","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","Human Resources","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","Legal","50","40","57720","55610"
"Leaver CS","2021","Heterosexual / straight","60-64","Medicine","30","20","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","Operational Delivery","650","530","31380","26380"
"Leaver CS","2021","Heterosexual / straight","60-64","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","Other","200","190","30920","26930"
"Leaver CS","2021","Heterosexual / straight","60-64","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","Policy","50","50","50430","42130"
"Leaver CS","2021","Heterosexual / straight","60-64","Project Delivery","50","50","48520","41060"
"Leaver CS","2021","Heterosexual / straight","60-64","Property","60","50","37400","33300"
"Leaver CS","2021","Heterosexual / straight","60-64","Science and Engineering","50","50","38100","35550"
"Leaver CS","2021","Heterosexual / straight","60-64","Security","60","60","31620","34040"
"Leaver CS","2021","Heterosexual / straight","60-64","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","60-64","Unknown","680","550","31250","27570"
"Leaver CS","2021","Heterosexual / straight","60-64","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","65+","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","65+","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","65+","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","65+","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","65+","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","65+","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","65+","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","65+","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","65+","Knowledge and Information Management","[c]","[c]","[c]","[c]"
