"Status","Year","Function_of_post","Ethnicity","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Analysis","Undeclared","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","White","Declared non-disabled","100","90","41540","34870"
"Leaver CS","2021","Analysis","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","White","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Commercial","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","80","80","62490","60500"
"Leaver CS","2021","Commercial","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","White","Declared non-disabled","120","110","44580","39920"
"Leaver CS","2021","Commercial","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","70","60","37980","36970"
"Leaver CS","2021","Communications","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","White","Declared non-disabled","110","110","38990","32700"
"Leaver CS","2021","Communications","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Unknown","120","120","41720","38550"
"Leaver CS","2021","Digital, Data & Technology","White","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Declared non-disabled","160","150","43340","38700"
"Leaver CS","2021","Digital, Data & Technology","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Finance","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","White","Declared non-disabled","120","110","42740","39520"
"Leaver CS","2021","Finance","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","Unknown","90","80","24950","21050"
"Leaver CS","2021","Grants Management","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Mixed","Unknown","[c]","[c]","[c]","[c]"
