"Status","Year","Region_ITL3","Age","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Aberdeen City and Aberdeenshire","20-29","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","20-29","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","20-29","No function","120","110","26350","25000"
"In post","2022","Aberdeen City and Aberdeenshire","20-29","Security","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","20-29","Unknown","100","90","29270","28980"
"In post","2022","Aberdeen City and Aberdeenshire","30-39","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","30-39","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","30-39","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","30-39","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","30-39","No function","210","190","32960","27570"
"In post","2022","Aberdeen City and Aberdeenshire","30-39","Property","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","30-39","Security","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","30-39","Unknown","180","180","33650","31540"
"In post","2022","Aberdeen City and Aberdeenshire","40-49","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","40-49","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","40-49","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","40-49","No function","220","210","41690","29550"
"In post","2022","Aberdeen City and Aberdeenshire","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","40-49","Property","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","40-49","Security","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","40-49","Unknown","170","160","39200","36130"
"In post","2022","Aberdeen City and Aberdeenshire","50-59","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","50-59","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","50-59","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","50-59","No function","330","310","39700","30450"
"In post","2022","Aberdeen City and Aberdeenshire","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","50-59","Property","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","50-59","Security","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","50-59","Unknown","210","200","38900","33360"
"In post","2022","Aberdeen City and Aberdeenshire","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","60-64","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","60-64","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","60-64","No function","90","70","33630","27570"
"In post","2022","Aberdeen City and Aberdeenshire","60-64","Property","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","60-64","Security","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","60-64","Unknown","60","50","37100","36130"
"In post","2022","Aberdeen City and Aberdeenshire","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","65+","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","65+","No function","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","65+","Security","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","20-29","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","20-29","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","20-29","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","20-29","No function","100","100","22230","21260"
"In post","2022","Angus and Dundee City","20-29","Unknown","190","190","24970","23230"
"In post","2022","Angus and Dundee City","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","30-39","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","30-39","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","30-39","No function","230","210","24680","21260"
"In post","2022","Angus and Dundee City","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","30-39","Unknown","280","270","28300","27230"
"In post","2022","Angus and Dundee City","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","40-49","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","40-49","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","40-49","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","40-49","No function","230","210","24210","21260"
"In post","2022","Angus and Dundee City","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","40-49","Property","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","40-49","Unknown","250","240","31060","27230"
"In post","2022","Angus and Dundee City","50-59","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","50-59","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","50-59","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","50-59","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","50-59","No function","310","280","24980","21260"
"In post","2022","Angus and Dundee City","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","50-59","Property","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","50-59","Unknown","200","190","32750","27230"
"In post","2022","Angus and Dundee City","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","60-64","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","60-64","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","60-64","No function","110","80","24560","21260"
"In post","2022","Angus and Dundee City","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","60-64","Unknown","50","40","[c]","[c]"
"In post","2022","Angus and Dundee City","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","65+","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","65+","No function","30","30","[c]","[c]"
"In post","2022","Angus and Dundee City","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","20-29","Security","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","30-39","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","30-39","No function","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","30-39","Security","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","40-49","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","40-49","No function","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","40-49","Property","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","40-49","Security","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","50-59","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","50-59","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","50-59","Property","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","50-59","Security","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","50-59","Unknown","50","50","26640","22130"
"In post","2022","Antrim and Newtownabbey","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","60-64","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","60-64","Property","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","60-64","Security","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","20-29","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","20-29","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","20-29","No function","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","20-29","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","30-39","No function","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","30-39","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","40-49","No function","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","40-49","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","50-59","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","50-59","No function","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","50-59","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","50-59","Security","50","50","21980","20560"
"In post","2022","Ards and North Down","50-59","Unknown","40","30","[c]","[c]"
"In post","2022","Ards and North Down","60-64","No function","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","60-64","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","60-64","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","65+","No function","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","65+","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","20-29","No function","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","30-39","No function","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","40-49","No function","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","40-49","Property","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","50-59","No function","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","50-59","Property","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","60-64","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","20-29","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","20-29","No function","100","100","29710","31060"
"In post","2022","Barking & Dagenham and Havering","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","30-39","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","30-39","No function","110","100","31730","31060"
"In post","2022","Barking & Dagenham and Havering","30-39","Property","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","40-49","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","40-49","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","40-49","No function","130","120","31930","31060"
"In post","2022","Barking & Dagenham and Havering","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","50-59","Finance","[c]","[c]","[c]","[c]"
