"Status","Year","Disability","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","HM Prison and Probation Service","40-49","1550","1480","33190","31650"
"In post","2022","Undeclared","HM Prison and Probation Service","50-59","2740","2590","32650","31650"
"In post","2022","Undeclared","HM Prison and Probation Service","60-64","780","570","29670","31650"
"In post","2022","Undeclared","HM Prison and Probation Service","65+","240","170","29420","27060"
"In post","2022","Undeclared","HM Revenue and Customs (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs (excl. agencies)","20-29","290","290","29920","26820"
"In post","2022","Undeclared","HM Revenue and Customs (excl. agencies)","30-39","550","540","35010","33370"
"In post","2022","Undeclared","HM Revenue and Customs (excl. agencies)","40-49","750","720","36660","33370"
"In post","2022","Undeclared","HM Revenue and Customs (excl. agencies)","50-59","1150","1060","36100","33370"
"In post","2022","Undeclared","HM Revenue and Customs (excl. agencies)","60-64","320","250","34490","28920"
"In post","2022","Undeclared","HM Revenue and Customs (excl. agencies)","65+","90","60","30760","28920"
"In post","2022","Undeclared","HM Treasury (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury (excl. agencies)","20-29","190","190","39060","33210"
"In post","2022","Undeclared","HM Treasury (excl. agencies)","30-39","100","100","52800","52850"
"In post","2022","Undeclared","HM Treasury (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Home Office","20-29","40","40","[c]","[c]"
"In post","2022","Undeclared","Home Office","30-39","240","230","35000","29080"
"In post","2022","Undeclared","Home Office","40-49","490","470","34120","30820"
"In post","2022","Undeclared","Home Office","50-59","700","660","32920","29080"
"In post","2022","Undeclared","Home Office","60-64","150","120","31070","27370"
"In post","2022","Undeclared","Home Office","65+","40","30","[c]","[c]"
"In post","2022","Undeclared","Institute for Apprenticeships and Technical Education","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Institute for Apprenticeships and Technical Education","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Institute for Apprenticeships and Technical Education","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Institute for Apprenticeships and Technical Education","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal Aid Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal Aid Agency","30-39","30","30","[c]","[c]"
"In post","2022","Undeclared","Legal Aid Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal Aid Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal Aid Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal Aid Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Maritime and Coastguard Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Maritime and Coastguard Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Maritime and Coastguard Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Maritime and Coastguard Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Maritime and Coastguard Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Maritime and Coastguard Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","20-29","120","120","30450","28890"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","30-39","360","350","35760","33300"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","40-49","560","550","34910","33300"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","50-59","1260","1230","32510","29200"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","60-64","430","400","30400","26670"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","65+","150","130","28530","25000"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","20-29","40","30","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","30-39","110","110","44630","41750"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","40-49","120","120","44170","41100"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","50-59","160","150","43030","41100"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","60-64","40","30","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Infrastructure Commission","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Infrastructure Commission","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Infrastructure Commission","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Infrastructure Commission","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Records of Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Records of Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Records of Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Savings and Investments","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Savings and Investments","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Savings and Investments","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Savings and Investments","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Budget Responsibility","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Budget Responsibility","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Scottish Charity Regulator","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Scottish Charity Regulator","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectorate","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectorate","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectorate","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectorate","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectorate","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Registers of Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Registers of Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Registers of Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Registers of Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Registers of Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Registers of Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Rural Payments Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Rural Payments Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Rural Payments Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Rural Payments Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Rural Payments Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Rural Payments Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Fiscal Commission","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government (excl. agencies)","30-39","50","50","42910","39660"
"In post","2022","Undeclared","Scottish Government (excl. agencies)","40-49","40","40","[c]","[c]"
"In post","2022","Undeclared","Scottish Government (excl. agencies)","50-59","30","30","[c]","[c]"
"In post","2022","Undeclared","Scottish Government (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Housing Regulator","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Housing Regulator","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Prison Service","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Prison Service","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Prison Service","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Prison Service","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Public Pensions Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Public Pensions Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Serious Fraud Office","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Serious Fraud Office","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Serious Fraud Office","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Serious Fraud Office","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Serious Fraud Office","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Security Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Security Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Security Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Security Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Security Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Standards and Testing Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Standards and Testing Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Submarine Delivery Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Submarine Delivery Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Submarine Delivery Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Submarine Delivery Agency","50-59","50","50","[c]","[c]"
"In post","2022","Undeclared","Submarine Delivery Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Submarine Delivery Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Teaching Regulation Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Teaching Regulation Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The Insolvency Service","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The Insolvency Service","30-39","[c]","[c]","[c]","[c]"
