"Status","Year","Responsibility_level","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","SCS","Operational Delivery","Department of Health and Social Care (excl. agencies)","30","30","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","HM Courts and Tribunals Service","40","40","[c]","[c]"
"In post","2021","SCS","Operational Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","HM Prison and Probation Service","60","60","98440","100730"
"In post","2021","SCS","Operational Delivery","HM Revenue and Customs (excl. agencies)","50","50","[c]","[c]"
"In post","2021","SCS","Operational Delivery","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Home Office (incl. agencies)","70","70","88770","82030"
"In post","2021","SCS","Operational Delivery","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Public Health England","70","60","98470","97920"
"In post","2021","SCS","Operational Delivery","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Welsh Government (excl. agencies)","40","40","[c]","[c]"
"In post","2021","SCS","Operational Research","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Research","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Research","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Research","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Research","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Research","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Research","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Research","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","Defence Equipment and Support","30","30","[c]","[c]"
"In post","2021","SCS","Other","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","Foreign, Commonwealth and Development Office (excl. agencies)","70","70","83740","78030"
"In post","2021","SCS","Other","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","Medicines and Healthcare Products Regulatory Agency","30","30","[c]","[c]"
"In post","2021","SCS","Other","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Planning","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Planning","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Planning","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Planning","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Planning Inspectors","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Department for Business, Energy and Industrial Strategy (excl. agencies)","260","250","81790","74250"
"In post","2021","SCS","Policy","Department for Digital, Culture, Media and Sport","80","70","85240","75500"
"In post","2021","SCS","Policy","Department for Education (excl. agencies)","160","150","84430","74600"
"In post","2021","SCS","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","130","120","82540","76280"
"In post","2021","SCS","Policy","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Department for Transport (excl. agencies)","50","50","[c]","[c]"
"In post","2021","SCS","Policy","Department of Health and Social Care (excl. agencies)","130","130","88590","78840"
"In post","2021","SCS","Policy","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Foreign, Commonwealth and Development Office (excl. agencies)","360","360","87310","78000"
"In post","2021","SCS","Policy","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","HM Revenue and Customs (excl. agencies)","60","60","85180","78420"
"In post","2021","SCS","Policy","HM Treasury (excl. agencies)","120","110","83300","77000"
"In post","2021","SCS","Policy","Home Office (incl. agencies)","110","110","88180","81150"
"In post","2021","SCS","Policy","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Ministry of Defence (excl. agencies)","50","50","82980","76480"
"In post","2021","SCS","Policy","Ministry of Housing, Communities and Local Government (excl. agencies)","90","90","85700","76700"
"In post","2021","SCS","Policy","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"In post","2021","SCS","Policy","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Welsh Government (excl. agencies)","70","70","89650","80930"
"In post","2021","SCS","Project Delivery","Competition and Markets Authority","60","60","110090","102030"
"In post","2021","SCS","Project Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Project Delivery","Defence Equipment and Support","40","40","[c]","[c]"
"In post","2021","SCS","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Project Delivery","Department for Transport (excl. agencies)","60","50","92980","84990"
"In post","2021","SCS","Project Delivery","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Project Delivery","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Project Delivery","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Project Delivery","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
