"Status","Year","Sexual_orientation","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Chinese","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Unknown","Chinese","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Department for Work and Pensions (excl. agencies)","180","160","27030","27570"
"In post","2021","Unknown","Mixed","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","HM Prison and Probation Service","50","50","33720","31650"
"In post","2021","Unknown","Mixed","HM Revenue and Customs (excl. agencies)","90","80","32910","31640"
"In post","2021","Unknown","Mixed","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Met Office","30","30","[c]","[c]"
"In post","2021","Unknown","Mixed","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Work and Pensions (excl. agencies)","80","70","27750","27570"
"In post","2021","Unknown","Other ethnicity","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","HM Prison and Probation Service","30","30","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Defence Science and Technology Laboratory","220","220","41790","37360"
"In post","2021","Unknown","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Work and Pensions (excl. agencies)","1990","1690","27270","27570"
"In post","2021","Unknown","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Driver and Vehicle Standards Agency","80","80","27410","26700"
"In post","2021","Unknown","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
