"Status","Year","Sexual_orientation","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice","20-29","640","630","27360","25700"
"In post","2022","Undeclared","Ministry of Justice","30-39","1290","1220","30650","28550"
"In post","2022","Undeclared","Ministry of Justice","40-49","1580","1490","32830","31180"
"In post","2022","Undeclared","Ministry of Justice","50-59","2410","2250","33100","31650"
"In post","2022","Undeclared","Ministry of Justice","60-64","660","550","29830","27380"
"In post","2022","Undeclared","Ministry of Justice","65+","210","160","28990","24180"
"In post","2022","Undeclared","National Crime Agency","20-29","70","70","34060","32770"
"In post","2022","Undeclared","National Crime Agency","30-39","90","90","39490","36410"
"In post","2022","Undeclared","National Crime Agency","40-49","70","70","42320","40170"
"In post","2022","Undeclared","National Crime Agency","50-59","110","110","41510","40210"
"In post","2022","Undeclared","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","50-59","30","30","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","30-39","30","30","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Wales","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Wales","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","20-29","140","140","29640","27230"
"In post","2022","Undeclared","Scottish Government","30-39","240","230","39300","36130"
"In post","2022","Undeclared","Scottish Government","40-49","210","200","44970","40130"
"In post","2022","Undeclared","Scottish Government","50-59","220","210","45780","40290"
"In post","2022","Undeclared","Scottish Government","60-64","50","40","42460","36240"
"In post","2022","Undeclared","Scottish Government","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The National Archives","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The National Archives","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The National Archives","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The National Archives","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The National Archives","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The National Archives","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The National Archives","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","20-29","70","70","30480","30710"
"In post","2022","Undeclared","UK Statistics Authority","30-39","50","50","35620","36840"
"In post","2022","Undeclared","UK Statistics Authority","40-49","40","40","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","50-59","60","50","34120","30760"
"In post","2022","Undeclared","UK Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","20-29","40","40","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","30-39","110","100","38640","38160"
"In post","2022","Undeclared","Welsh Government","40-49","200","190","43700","38160"
"In post","2022","Undeclared","Welsh Government","50-59","250","240","46430","47470"
"In post","2022","Undeclared","Welsh Government","60-64","60","50","44580","38160"
"In post","2022","Undeclared","Welsh Government","65+","40","30","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","20-29","120","120","31660","26970"
"In post","2022","Unknown","Attorney General's Departments","30-39","270","260","46630","50500"
"In post","2022","Unknown","Attorney General's Departments","40-49","660","590","50130","54140"
"In post","2022","Unknown","Attorney General's Departments","50-59","790","720","48900","55610"
"In post","2022","Unknown","Attorney General's Departments","60-64","170","140","48450","55610"
"In post","2022","Unknown","Attorney General's Departments","65+","50","40","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","20-29","2060","2060","32570","29250"
"In post","2022","Unknown","Cabinet Office","30-39","880","870","51080","54700"
"In post","2022","Unknown","Cabinet Office","40-49","760","750","63550","61710"
"In post","2022","Unknown","Cabinet Office","50-59","570","570","66450","61710"
"In post","2022","Unknown","Cabinet Office","60-64","90","80","55010","54700"
"In post","2022","Unknown","Cabinet Office","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","20-29","40","40","[c]","[c]"
"In post","2022","Unknown","Charity Commission","30-39","40","40","[c]","[c]"
"In post","2022","Unknown","Charity Commission","40-49","60","50","40160","37910"
"In post","2022","Unknown","Charity Commission","50-59","40","40","[c]","[c]"
"In post","2022","Unknown","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","20-29","520","520","31980","30410"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","30-39","550","530","36960","33640"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","40-49","470","440","39200","36530"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","50-59","420","400","36460","31200"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","60-64","110","90","32130","24980"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","65+","50","40","37070","26990"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","20-29","60","60","38310","34020"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","30-39","70","70","49610","51730"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Education","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Education","20-29","290","290","35590","32940"
"In post","2022","Unknown","Department for Education","30-39","320","300","45040","45250"
"In post","2022","Unknown","Department for Education","40-49","330","320","48350","49860"
"In post","2022","Unknown","Department for Education","50-59","240","230","45580","41720"
"In post","2022","Unknown","Department for Education","60-64","50","50","43060","40300"
"In post","2022","Unknown","Department for Education","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","20-29","630","620","28130","24920"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","30-39","690","650","33530","29790"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","40-49","770","710","33490","29180"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","50-59","530","500","34240","29240"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","60-64","150","140","32170","26520"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","65+","60","40","30080","26520"
"In post","2022","Unknown","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","20-29","310","310","38260","37320"
"In post","2022","Unknown","Department for International Trade","30-39","240","240","49160","51710"
"In post","2022","Unknown","Department for International Trade","40-49","110","110","54410","53750"
"In post","2022","Unknown","Department for International Trade","50-59","90","90","45530","39460"
"In post","2022","Unknown","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","20-29","170","170","35910","33210"
