"Status","Year","Function_of_post","Ethnicity","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","SEO/HEO","360","350","38070","37450"
"In post","2022","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","AA/AO","50","40","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","EO","120","110","27750","28650"
"In post","2022","Unknown","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","SEO/HEO","80","80","38160","36650"
"In post","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","AA/AO","620","580","22260","21680"
"In post","2022","Unknown","Undeclared","EO","1150","1060","27810","27370"
"In post","2022","Unknown","Undeclared","G6/G7","420","410","62290","61440"
"In post","2022","Unknown","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","SEO/HEO","1150","1110","37920","37320"
"In post","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","AA/AO","2350","2260","22320","21680"
"In post","2022","Unknown","Unknown","EO","2970","2830","27410","27230"
"In post","2022","Unknown","Unknown","G6/G7","1280","1240","61580","58550"
"In post","2022","Unknown","Unknown","SCS","110","110","93500","84850"
"In post","2022","Unknown","Unknown","SEO/HEO","2670","2610","38240","37450"
"In post","2022","Unknown","Unknown","Unknown","1800","1800","37350","34160"
"In post","2022","Unknown","White","AA/AO","13890","12870","21990","21680"
"In post","2022","Unknown","White","EO","15700","14720","27350","26670"
"In post","2022","Unknown","White","G6/G7","7640","7350","62320","61440"
"In post","2022","Unknown","White","SCS","830","810","89180","83230"
"In post","2022","Unknown","White","SEO/HEO","17790","17130","38140","37510"
"In post","2022","Unknown","White","Unknown","190","180","40520","35700"
"Leaver CS","2021","Analysis","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Black","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","White","AA/AO","50","50","[c]","[c]"
"Leaver CS","2021","Analysis","White","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","White","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","Analysis","White","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","White","SEO/HEO","60","50","35270","35010"
"Leaver CS","2021","Commercial","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Black","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","White","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","White","G6/G7","40","30","[c]","[c]"
"Leaver CS","2021","Commercial","White","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","White","SEO/HEO","70","70","37380","37000"
"Leaver CS","2021","Commercial","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Black","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2021","Communications","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","White","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","White","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","White","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","White","SEO/HEO","70","70","35020","33300"
"Leaver CS","2021","Counter Fraud","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Black","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","White","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","White","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","White","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","White","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","White","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","White","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","SCS","[c]","[c]","[c]","[c]"
