"Status","Year","Disability","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Rail and Road","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Rail and Road","20-29","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Rail and Road","30-39","90","90","49730","50810"
"In post","2022","Declared non-disabled","Office of Rail and Road","40-49","90","80","58550","56540"
"In post","2022","Declared non-disabled","Office of Rail and Road","50-59","80","80","60760","61010"
"In post","2022","Declared non-disabled","Office of Rail and Road","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Rail and Road","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Government","16-19","40","40","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Government","20-29","2150","2120","29170","27230"
"In post","2022","Declared non-disabled","Scottish Government","30-39","2950","2850","37590","34600"
"In post","2022","Declared non-disabled","Scottish Government","40-49","2950","2810","44530","39660"
"In post","2022","Declared non-disabled","Scottish Government","50-59","3020","2910","43490","37710"
"In post","2022","Declared non-disabled","Scottish Government","60-64","680","610","40160","36130"
"In post","2022","Declared non-disabled","Scottish Government","65+","200","160","36330","30040"
"In post","2022","Declared non-disabled","The National Archives","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","The National Archives","20-29","60","60","27940","25690"
"In post","2022","Declared non-disabled","The National Archives","30-39","90","90","34810","34260"
"In post","2022","Declared non-disabled","The National Archives","40-49","110","110","42230","39700"
"In post","2022","Declared non-disabled","The National Archives","50-59","70","70","39770","36720"
"In post","2022","Declared non-disabled","The National Archives","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","The National Archives","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","20-29","100","100","37080","33350"
"In post","2022","Declared non-disabled","UK Export Finance","30-39","90","90","53460","51250"
"In post","2022","Declared non-disabled","UK Export Finance","40-49","110","110","59010","52900"
"In post","2022","Declared non-disabled","UK Export Finance","50-59","90","90","60360","52500"
"In post","2022","Declared non-disabled","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Statistics Authority","20-29","500","490","31050","30710"
"In post","2022","Declared non-disabled","UK Statistics Authority","30-39","660","620","38160","36840"
"In post","2022","Declared non-disabled","UK Statistics Authority","40-49","630","580","39880","36840"
"In post","2022","Declared non-disabled","UK Statistics Authority","50-59","710","630","35870","30810"
"In post","2022","Declared non-disabled","UK Statistics Authority","60-64","260","190","28430","23470"
"In post","2022","Declared non-disabled","UK Statistics Authority","65+","150","100","24610","20350"
"In post","2022","Declared non-disabled","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","65+","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","20-29","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","30-39","50","40","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","40-49","80","70","61780","55420"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","50-59","50","50","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government","20-29","430","420","28680","25860"
"In post","2022","Declared non-disabled","Welsh Government","30-39","1070","1020","38380","38160"
"In post","2022","Declared non-disabled","Welsh Government","40-49","1550","1480","44920","41980"
"In post","2022","Declared non-disabled","Welsh Government","50-59","1480","1420","45750","44200"
"In post","2022","Declared non-disabled","Welsh Government","60-64","360","310","44670","38160"
"In post","2022","Declared non-disabled","Welsh Government","65+","160","120","40770","38160"
"In post","2022","Undeclared","Attorney General's Departments","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","30-39","40","40","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","40-49","50","50","57800","63730"
"In post","2022","Undeclared","Attorney General's Departments","50-59","40","40","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","20-29","70","70","39880","36610"
"In post","2022","Undeclared","Cabinet Office","30-39","90","90","44040","40600"
"In post","2022","Undeclared","Cabinet Office","40-49","80","70","48430","42250"
"In post","2022","Undeclared","Cabinet Office","50-59","70","70","44780","40250"
"In post","2022","Undeclared","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chancellor's other departments","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","20-29","90","90","40400","37820"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","30-39","140","140","47520","49340"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","40-49","100","100","47150","44170"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","50-59","100","100","43840","37680"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","60-64","30","30","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","20-29","30","30","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","30-39","40","40","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","20-29","50","40","[c]","[c]"
"In post","2022","Undeclared","Department for Education","30-39","110","110","44010","40780"
"In post","2022","Undeclared","Department for Education","40-49","80","80","46270","41460"
"In post","2022","Undeclared","Department for Education","50-59","100","100","44630","39790"
"In post","2022","Undeclared","Department for Education","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","20-29","90","90","32200","31230"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","30-39","110","100","38540","36590"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","40-49","120","120","40550","37240"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","50-59","160","150","37580","33840"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","60-64","30","30","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
