"Status","Year","Responsibility_level","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","SEO/HEO","Medicine","Female","50","40","38210","37890"
"Leaver CS","2021","SEO/HEO","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Operational Delivery","Female","390","350","35490","33840"
"Leaver CS","2021","SEO/HEO","Operational Delivery","Male","460","420","39390","38160"
"Leaver CS","2021","SEO/HEO","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Other","Female","140","130","35870","36960"
"Leaver CS","2021","SEO/HEO","Other","Male","170","160","35280","34340"
"Leaver CS","2021","SEO/HEO","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Policy","Female","140","130","36650","36720"
"Leaver CS","2021","SEO/HEO","Policy","Male","150","150","36770","36790"
"Leaver CS","2021","SEO/HEO","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Project Delivery","Female","90","80","34850","33630"
"Leaver CS","2021","SEO/HEO","Project Delivery","Male","130","130","38320","39250"
"Leaver CS","2021","SEO/HEO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Property","Female","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Property","Male","110","100","38360","37210"
"Leaver CS","2021","SEO/HEO","Psychology","Female","50","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Science and Engineering","Female","120","110","35830","35160"
"Leaver CS","2021","SEO/HEO","Science and Engineering","Male","220","200","36150","36330"
"Leaver CS","2021","SEO/HEO","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Security","Male","30","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Female","1080","920","35460","34290"
"Leaver CS","2021","SEO/HEO","Unknown","Male","1070","930","36480","35110"
"Leaver CS","2021","SEO/HEO","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Female","450","390","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Male","160","140","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Male","160","160","36220","33270"
"Leaver CS","2021","Unknown","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","280","260","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Male","140","130","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Counter Fraud","Female","50","30","21780","21260"
"Leaver CS","2022","AA/AO","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Digital, Data and Technology","Female","40","30","[c]","[c]"
"Leaver CS","2022","AA/AO","Digital, Data and Technology","Male","60","60","21220","21220"
"Leaver CS","2022","AA/AO","Economics","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Economics","Male","40","40","[c]","[c]"
"Leaver CS","2022","AA/AO","Finance","Female","50","40","21750","21460"
"Leaver CS","2022","AA/AO","Finance","Male","30","30","[c]","[c]"
"Leaver CS","2022","AA/AO","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Human Resources","Female","80","70","21630","21260"
"Leaver CS","2022","AA/AO","Human Resources","Male","40","30","[c]","[c]"
"Leaver CS","2022","AA/AO","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Medicine","Female","50","50","22830","23280"
"Leaver CS","2022","AA/AO","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Operational Delivery","Female","5760","4920","21220","21260"
"Leaver CS","2022","AA/AO","Operational Delivery","Male","5090","4740","21480","21260"
"Leaver CS","2022","AA/AO","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Other","Female","630","560","21260","21260"
"Leaver CS","2022","AA/AO","Other","Male","540","520","21010","20970"
"Leaver CS","2022","AA/AO","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Policy","Female","60","60","[c]","[c]"
"Leaver CS","2022","AA/AO","Policy","Male","40","30","[c]","[c]"
"Leaver CS","2022","AA/AO","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Property","Female","40","40","[c]","[c]"
"Leaver CS","2022","AA/AO","Property","Male","50","50","[c]","[c]"
"Leaver CS","2022","AA/AO","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Science and Engineering","Female","70","70","20590","20020"
"Leaver CS","2022","AA/AO","Science and Engineering","Male","120","110","20580","20770"
"Leaver CS","2022","AA/AO","Security","Female","80","80","26350","22630"
"Leaver CS","2022","AA/AO","Security","Male","430","420","29100","25680"
"Leaver CS","2022","AA/AO","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Female","2260","1810","21780","21260"
"Leaver CS","2022","AA/AO","Unknown","Male","1490","1360","22570","21260"
"Leaver CS","2022","AA/AO","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Commercial","Female","40","30","[c]","[c]"
"Leaver CS","2022","EO","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Communications","Female","50","40","[c]","[c]"
"Leaver CS","2022","EO","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Counter Fraud","Female","70","50","27740","27570"
"Leaver CS","2022","EO","Counter Fraud","Male","60","50","27810","27570"
"Leaver CS","2022","EO","Digital, Data and Technology","Female","90","70","27330","26700"
"Leaver CS","2022","EO","Digital, Data and Technology","Male","140","130","27260","27130"
"Leaver CS","2022","EO","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Finance","Female","80","60","26320","26670"
"Leaver CS","2022","EO","Finance","Male","60","60","26010","26670"
"Leaver CS","2022","EO","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Female","100","80","25920","26670"
"Leaver CS","2022","EO","Human Resources","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","EO","Intelligence Analysis","Female","40","30","[c]","[c]"
"Leaver CS","2022","EO","Intelligence Analysis","Male","50","40","[c]","[c]"
"Leaver CS","2022","EO","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Knowledge and Information Management","Female","110","90","25780","25080"
"Leaver CS","2022","EO","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Medicine","Female","60","50","31010","31530"
"Leaver CS","2022","EO","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Operational Delivery","Female","3530","3030","27780","27570"
"Leaver CS","2022","EO","Operational Delivery","Male","2610","2380","28330","27570"
"Leaver CS","2022","EO","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Other","Female","370","330","26500","27570"
"Leaver CS","2022","EO","Other","Male","410","390","26600","26930"
"Leaver CS","2022","EO","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Policy","Female","130","110","27080","27760"
"Leaver CS","2022","EO","Policy","Male","80","70","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","Female","50","40","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","Male","40","40","[c]","[c]"
"Leaver CS","2022","EO","Property","Female","40","30","[c]","[c]"
"Leaver CS","2022","EO","Property","Male","50","40","[c]","[c]"
"Leaver CS","2022","EO","Psychology","Female","30","30","[c]","[c]"
"Leaver CS","2022","EO","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Science and Engineering","Female","70","60","25410","24920"
"Leaver CS","2022","EO","Science and Engineering","Male","140","140","24460","25390"
"Leaver CS","2022","EO","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Security","Male","60","50","37220","43920"
"Leaver CS","2022","EO","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Female","1000","840","28020","27570"
"Leaver CS","2022","EO","Unknown","Male","790","720","28160","27570"
"Leaver CS","2022","EO","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Male","40","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data and Technology","Female","100","90","57950","56100"
"Leaver CS","2022","G6/G7","Digital, Data and Technology","Male","260","250","60060","59140"
"Leaver CS","2022","G6/G7","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Female","60","50","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Male","60","60","58730","57360"
"Leaver CS","2022","G6/G7","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Female","70","60","58370","57660"
"Leaver CS","2022","G6/G7","Human Resources","Male","40","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Inspector of Education and Training","Female","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Knowledge and Information Management","Female","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Knowledge and Information Management","Male","30","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","Female","190","160","58940","55610"
"Leaver CS","2022","G6/G7","Legal","Male","150","140","58820","55610"
"Leaver CS","2022","G6/G7","Medicine","Female","40","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Medicine","Male","30","20","[c]","[c]"
"Leaver CS","2022","G6/G7","Operational Delivery","Female","470","430","57760","54760"
"Leaver CS","2022","G6/G7","Operational Delivery","Male","330","310","60020","59650"
"Leaver CS","2022","G6/G7","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Other","Female","60","50","59760","57060"
"Leaver CS","2022","G6/G7","Other","Male","90","80","63540","61000"
"Leaver CS","2022","G6/G7","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Policy","Female","240","200","58340","56750"
"Leaver CS","2022","G6/G7","Policy","Male","270","240","58920","57230"
"Leaver CS","2022","G6/G7","Project Delivery","Female","80","70","58060","56360"
"Leaver CS","2022","G6/G7","Project Delivery","Male","90","90","59540","58120"
"Leaver CS","2022","G6/G7","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Property","Male","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Science and Engineering","Female","120","100","57610","53220"
