"Status","Year","Sex","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Female","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared non-disabled","Planning Inspectorate","260","230","41160","40720"
"In post","2022","Female","Declared non-disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared non-disabled","Registers of Scotland","300","290","35110","30840"
"In post","2022","Female","Declared non-disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared non-disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared non-disabled","Rural Payments Agency","1320","1170","25670","21300"
"In post","2022","Female","Declared non-disabled","Scottish Courts and Tribunals Service","390","370","28090","23780"
"In post","2022","Female","Declared non-disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared non-disabled","Scottish Forestry","90","80","32130","31060"
"In post","2022","Female","Declared non-disabled","Scottish Government (excl. agencies)","2810","2650","44400","39660"
"In post","2022","Female","Declared non-disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared non-disabled","Scottish Prison Service","40","40","[c]","[c]"
"In post","2022","Female","Declared non-disabled","Scottish Public Pensions Agency","70","60","31360","29510"
"In post","2022","Female","Declared non-disabled","Serious Fraud Office","130","120","43570","40000"
"In post","2022","Female","Declared non-disabled","Social Security Scotland","750","730","31020","27940"
"In post","2022","Female","Declared non-disabled","Standards and Testing Agency","60","50","44330","42420"
"In post","2022","Female","Declared non-disabled","Student Awards Agency for Scotland","50","50","[c]","[c]"
"In post","2022","Female","Declared non-disabled","Submarine Delivery Agency","420","400","37920","34800"
"In post","2022","Female","Declared non-disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared non-disabled","The Insolvency Service","620","570","33040","29850"
"In post","2022","Female","Declared non-disabled","The National Archives","200","190","36310","34360"
"In post","2022","Female","Declared non-disabled","Transport Scotland","130","130","42650","39660"
"In post","2022","Female","Declared non-disabled","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared non-disabled","UK Export Finance","190","180","48180","43000"
"In post","2022","Female","Declared non-disabled","UK Health Security Agency","2510","2290","38400","32330"
"In post","2022","Female","Declared non-disabled","UK Hydrographic Office","190","180","34810","33290"
"In post","2022","Female","Declared non-disabled","UK Space Agency","60","60","43170","40050"
"In post","2022","Female","Declared non-disabled","UK Statistics Authority","1730","1520","34070","30710"
"In post","2022","Female","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared non-disabled","Valuation Office Agency","1320","1200","34740","31630"
"In post","2022","Female","Declared non-disabled","Vehicle Certification Agency","60","60","29050","26710"
"In post","2022","Female","Declared non-disabled","Veterinary Medicines Directorate","90","80","37090","33510"
"In post","2022","Female","Declared non-disabled","Water Services Regulation Authority","110","110","53830","46000"
"In post","2022","Female","Declared non-disabled","Welsh Government (excl. agencies)","3040","2810","41030","38160"
"In post","2022","Female","Declared non-disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared non-disabled","Wilton Park","60","50","34460","30700"
"In post","2022","Female","Undeclared","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Animal and Plant Health Agency","70","70","29510","26360"
"In post","2022","Female","Undeclared","Cabinet Office (excl. agencies)","150","140","42330","37300"
"In post","2022","Female","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Criminal Injuries Compensation Authority","30","30","[c]","[c]"
"In post","2022","Female","Undeclared","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Crown Office and Procurator Fiscal Service","50","40","[c]","[c]"
"In post","2022","Female","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Defence Equipment and Support","230","220","35640","33310"
"In post","2022","Female","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","140","130","47920","52730"
"In post","2022","Female","Undeclared","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"In post","2022","Female","Undeclared","Department for Education (excl. agencies)","140","140","44110","39790"
"In post","2022","Female","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","170","160","41050","37070"
"In post","2022","Female","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","80","80","45290","48200"
"In post","2022","Female","Undeclared","Department for Transport (excl. agencies)","100","90","45480","42470"
"In post","2022","Female","Undeclared","Department for Work and Pensions (excl. agencies)","2430","2160","27260","27570"
"In post","2022","Female","Undeclared","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Driver and Vehicle Licensing Agency","230","200","24510","21840"
"In post","2022","Female","Undeclared","Driver and Vehicle Standards Agency","70","60","30380","26780"
"In post","2022","Female","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Food Standards Agency","160","160","37670","37350"
"In post","2022","Female","Undeclared","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","120","110","46810","39580"
"In post","2022","Female","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Government Legal Department","80","70","55080","53630"
"In post","2022","Female","Undeclared","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Health and Safety Executive","70","60","39190","35910"
"In post","2022","Female","Undeclared","HM Courts and Tribunals Service","760","670","25990","21490"
"In post","2022","Female","Undeclared","HM Land Registry","150","130","32670","27130"
"In post","2022","Female","Undeclared","HM Prison and Probation Service","2660","2410","30470","28760"
"In post","2022","Female","Undeclared","HM Revenue and Customs (excl. agencies)","1380","1220","33350","32680"
"In post","2022","Female","Undeclared","HM Treasury (excl. agencies)","150","150","42920","37900"
"In post","2022","Female","Undeclared","Home Office","730","650","32850","28990"
"In post","2022","Female","Undeclared","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Legal Aid Agency","50","40","27660","25120"
"In post","2022","Female","Undeclared","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Ministry of Defence (excl. agencies)","1090","1040","31670","26670"
"In post","2022","Female","Undeclared","Ministry of Justice (excl. agencies)","260","250","41220","41100"
"In post","2022","Female","Undeclared","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Office of the Public Guardian","50","40","24540","21080"
"In post","2022","Female","Undeclared","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Scottish Government (excl. agencies)","90","80","43230","39660"
"In post","2022","Female","Undeclared","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Social Security Scotland","30","30","[c]","[c]"
"In post","2022","Female","Undeclared","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Submarine Delivery Agency","30","30","[c]","[c]"
"In post","2022","Female","Undeclared","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","UK Health Security Agency","50","40","[c]","[c]"
"In post","2022","Female","Undeclared","UK Hydrographic Office","30","30","[c]","[c]"
"In post","2022","Female","Undeclared","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","UK Statistics Authority","80","70","29170","24750"
"In post","2022","Female","Undeclared","Valuation Office Agency","130","120","32540","29560"
