"Status","Year","Profession_of_post","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Operational Delivery","Grants Management","Female","50","40","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Grants Management","Male","40","40","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Legal","Female","140","130","26910","23470"
"Leaver CS","2021","Operational Delivery","Legal","Male","90","80","28770","22820"
"Leaver CS","2021","Operational Delivery","No function","Female","3500","3070","25500","21590"
"Leaver CS","2021","Operational Delivery","No function","Male","3560","3250","30040","25420"
"Leaver CS","2021","Operational Delivery","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Property","Female","40","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Female","380","310","28990","25150"
"Leaver CS","2021","Operational Delivery","Unknown","Male","320","280","28590","26000"
"Leaver CS","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","No function","Female","60","60","36150","30150"
"Leaver CS","2021","Other","No function","Male","70","60","44450","34850"
"Leaver CS","2021","Other","Project Delivery","Female","50","40","[c]","[c]"
"Leaver CS","2021","Other","Project Delivery","Male","90","80","31610","25340"
"Leaver CS","2021","Other","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Female","440","400","26220","21580"
"Leaver CS","2021","Other","Unknown","Male","680","660","30240","29930"
"Leaver CS","2021","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","No function","Female","240","230","41320","35420"
"Leaver CS","2021","Policy","No function","Male","270","260","47470","40050"
"Leaver CS","2021","Policy","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Female","150","140","45430","40580"
"Leaver CS","2021","Policy","Unknown","Male","120","110","47800","41010"
"Leaver CS","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","Female","170","150","36130","32430"
"Leaver CS","2021","Project Delivery","Project Delivery","Male","210","200","43320","39960"
"Leaver CS","2021","Project Delivery","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","Female","140","120","29750","26000"
"Leaver CS","2021","Property","Property","Male","270","240","32870","29690"
"Leaver CS","2021","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","No function","Female","90","80","[c]","[c]"
"Leaver CS","2021","Psychology","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","No function","Female","270","250","31180","27900"
"Leaver CS","2021","Science and Engineering","No function","Male","220","210","32490","28650"
"Leaver CS","2021","Science and Engineering","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Project Delivery","Male","140","130","35710","33990"
"Leaver CS","2021","Science and Engineering","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Male","100","90","30970","26020"
"Leaver CS","2021","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","Female","50","50","30590","27090"
"Leaver CS","2021","Security","Security","Male","330","320","30120","26610"
"Leaver CS","2021","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Male","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Female","240","210","37740","28890"
"Leaver CS","2021","Unknown","No function","Male","220","200","46940","33730"
"Leaver CS","2021","Unknown","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Male","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","6840","5440","27450","26890"
"Leaver CS","2021","Unknown","Unknown","Male","4560","4010","30120","27570"
"Leaver CS","2021","Unknown","Unknown","Unknown","70","60","46360","40020"
"Leaver CS","2021","Veterinarian","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Commercial","Female","160","120","36320","34800"
"Leaver CS","2022","Commercial","Commercial","Male","160","130","41230","37850"
"Leaver CS","2022","Commercial","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Communications","Female","190","160","38820","34770"
"Leaver CS","2022","Communications","Communications","Male","130","110","39410","36780"
