"Status","Year","Parent_department","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Office of Qualifications and Examinations Regulation","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Unknown","Unknown","60","50","49340","46660"
"In post","2022","Office of Rail and Road","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Heterosexual / straight","Declared non-disabled","200","190","53240","52500"
"In post","2022","Office of Rail and Road","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Undeclared","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Office of Rail and Road","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Unknown","Declared non-disabled","70","70","59670","60020"
"In post","2022","Office of the Secretary of State for Scotland","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Heterosexual / straight","Declared non-disabled","40","30","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Unknown","Unknown","50","40","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Heterosexual / straight","Declared disabled","1260","1200","37600","34600"
"In post","2022","Scottish Government","Heterosexual / straight","Declared non-disabled","9220","8850","39740","34600"
"In post","2022","Scottish Government","Heterosexual / straight","Undeclared","220","210","39760","36130"
"In post","2022","Scottish Government","Heterosexual / straight","Unknown","3070","2890","39830","35000"
"In post","2022","Scottish Government","LGBO","Declared disabled","270","260","34860","31540"
"In post","2022","Scottish Government","LGBO","Declared non-disabled","630","620","36860","31540"
"In post","2022","Scottish Government","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","LGBO","Unknown","200","190","36850","35000"
"In post","2022","Scottish Government","Undeclared","Declared disabled","110","100","38210","34600"
"In post","2022","Scottish Government","Undeclared","Declared non-disabled","480","460","40810","36390"
"In post","2022","Scottish Government","Undeclared","Undeclared","120","110","42010","37710"
"In post","2022","Scottish Government","Undeclared","Unknown","170","160","41390","36130"
"In post","2022","Scottish Government","Unknown","Declared disabled","340","310","34060","35000"
"In post","2022","Scottish Government","Unknown","Declared non-disabled","1650","1550","37680","32040"
"In post","2022","Scottish Government","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Unknown","Unknown","7560","7120","33120","30450"
"In post","2022","The National Archives","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Heterosexual / straight","Declared non-disabled","200","190","38460","34770"
"In post","2022","The National Archives","Heterosexual / straight","Unknown","40","40","[c]","[c]"
"In post","2022","The National Archives","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","LGBO","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","The National Archives","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Undeclared","Declared non-disabled","50","50","[c]","[c]"
"In post","2022","The National Archives","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Unknown","Declared non-disabled","90","80","35080","34770"
"In post","2022","The National Archives","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Unknown","Unknown","120","120","35780","31310"
"In post","2022","UK Export Finance","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Heterosexual / straight","Declared non-disabled","370","370","52210","47300"
"In post","2022","UK Export Finance","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Heterosexual / straight","Declared disabled","430","380","33130","30710"
"In post","2022","UK Statistics Authority","Heterosexual / straight","Declared non-disabled","2310","2060","35050","30810"
"In post","2022","UK Statistics Authority","Heterosexual / straight","Undeclared","90","70","28020","23880"
"In post","2022","UK Statistics Authority","Heterosexual / straight","Unknown","1140","1020","32740","30710"
"In post","2022","UK Statistics Authority","LGBO","Declared disabled","70","60","34460","31320"
"In post","2022","UK Statistics Authority","LGBO","Declared non-disabled","120","110","35480","31320"
"In post","2022","UK Statistics Authority","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","LGBO","Unknown","90","90","33140","30210"
"In post","2022","UK Statistics Authority","Undeclared","Declared disabled","40","30","[c]","[c]"
"In post","2022","UK Statistics Authority","Undeclared","Declared non-disabled","120","110","34980","33710"
"In post","2022","UK Statistics Authority","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Undeclared","Unknown","70","60","32930","30710"
"In post","2022","UK Statistics Authority","Unknown","Declared disabled","60","50","32680","30710"
"In post","2022","UK Statistics Authority","Unknown","Declared non-disabled","390","340","35500","31860"
"In post","2022","UK Statistics Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Unknown","Unknown","930","830","32000","30210"
"In post","2022","UK Supreme Court","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Heterosexual / straight","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","UK Supreme Court","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Heterosexual / straight","Declared non-disabled","150","150","54780","49810"
"In post","2022","Water Services Regulation Authority","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Unknown","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Unknown","Unknown","30","30","[c]","[c]"
"In post","2022","Welsh Government","Heterosexual / straight","Declared disabled","270","250","38930","38160"
"In post","2022","Welsh Government","Heterosexual / straight","Declared non-disabled","4320","4080","42190","38160"
"In post","2022","Welsh Government","Heterosexual / straight","Undeclared","60","50","37060","38160"
