"Status","Year","Region_ITL1","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","South East (England)","Vehicle Certification Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Vehicle Certification Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Vehicle Certification Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Vehicle Certification Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Veterinary Medicines Directorate","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Veterinary Medicines Directorate","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Veterinary Medicines Directorate","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Veterinary Medicines Directorate","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Veterinary Medicines Directorate","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Veterinary Medicines Directorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Veterinary Medicines Directorate","White","120","120","43120","39510"
"In post","2021","South East (England)","Wilton Park","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Wilton Park","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Wilton Park","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Wilton Park","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Wilton Park","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Wilton Park","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Wilton Park","White","80","70","33860","28680"
"In post","2021","South West (England)","Advisory, Conciliation and Arbitration Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Advisory, Conciliation and Arbitration Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Advisory, Conciliation and Arbitration Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Advisory, Conciliation and Arbitration Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Advisory, Conciliation and Arbitration Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Advisory, Conciliation and Arbitration Service","White","40","40","[c]","[c]"
"In post","2021","South West (England)","Animal and Plant Health Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Animal and Plant Health Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Animal and Plant Health Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Animal and Plant Health Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Animal and Plant Health Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Animal and Plant Health Agency","Undeclared","30","30","[c]","[c]"
"In post","2021","South West (England)","Animal and Plant Health Agency","Unknown","50","50","28620","25430"
"In post","2021","South West (England)","Animal and Plant Health Agency","White","320","300","29180","24920"
"In post","2021","South West (England)","Cabinet Office (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Cabinet Office (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Cabinet Office (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Cabinet Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Cabinet Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Cabinet Office (excl. agencies)","Unknown","110","110","60780","53320"
"In post","2021","South West (England)","Cabinet Office (excl. agencies)","White","70","70","44480","38650"
"In post","2021","South West (England)","Centre for Environment, Fisheries and Aquaculture Science","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Centre for Environment, Fisheries and Aquaculture Science","Black","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Centre for Environment, Fisheries and Aquaculture Science","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Centre for Environment, Fisheries and Aquaculture Science","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Centre for Environment, Fisheries and Aquaculture Science","White","130","120","32660","29270"
"In post","2021","South West (England)","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Charity Commission","Black","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Charity Commission","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Charity Commission","White","50","50","35880","30450"
"In post","2021","South West (England)","Crown Commercial Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Crown Commercial Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Crown Commercial Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Crown Commercial Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Crown Commercial Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Crown Commercial Service","White","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Crown Prosecution Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Crown Prosecution Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Crown Prosecution Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Crown Prosecution Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Crown Prosecution Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Crown Prosecution Service","White","250","240","39820","34480"
"In post","2021","South West (England)","Defence Equipment and Support","Asian","260","250","35860","33200"
"In post","2021","South West (England)","Defence Equipment and Support","Black","190","190","33350","32680"
"In post","2021","South West (England)","Defence Equipment and Support","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Defence Equipment and Support","Mixed","130","130","35220","32060"
"In post","2021","South West (England)","Defence Equipment and Support","Other ethnicity","40","40","[c]","[c]"
"In post","2021","South West (England)","Defence Equipment and Support","Undeclared","510","500","40580","40010"
"In post","2021","South West (England)","Defence Equipment and Support","Unknown","520","500","33240","30420"
"In post","2021","South West (England)","Defence Equipment and Support","White","7000","6740","38200","35650"
"In post","2021","South West (England)","Defence Science and Technology Laboratory","Asian","30","30","[c]","[c]"
"In post","2021","South West (England)","Defence Science and Technology Laboratory","Black","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Defence Science and Technology Laboratory","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Defence Science and Technology Laboratory","Mixed","30","30","[c]","[c]"
"In post","2021","South West (England)","Defence Science and Technology Laboratory","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Defence Science and Technology Laboratory","Undeclared","240","230","40660","37360"
"In post","2021","South West (England)","Defence Science and Technology Laboratory","Unknown","180","180","34300","28660"
"In post","2021","South West (England)","Defence Science and Technology Laboratory","White","2160","2080","40260","37360"
"In post","2021","South West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","White","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Digital, Culture, Media and Sport","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Digital, Culture, Media and Sport","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Digital, Culture, Media and Sport","White","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Education (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Education (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Education (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Education (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Education (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
