"Status","Year","Region_ITL1","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","East Midlands (England)","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Mixed","Debt","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Mixed","No function","310","290","28500","26590"
"In post","2022","East Midlands (England)","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","No function","50","50","30810","27570"
"In post","2022","East Midlands (England)","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Counter Fraud","40","40","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Digital, Data & Technology","40","30","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","No function","600","550","31150","27570"
"In post","2022","East Midlands (England)","Undeclared","Project Delivery","40","40","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Property","40","40","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Unknown","80","80","30230","27370"
"In post","2022","East Midlands (England)","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Communications","180","180","28940","26820"
"In post","2022","East Midlands (England)","Unknown","Counter Fraud","120","110","32050","27570"
"In post","2022","East Midlands (England)","Unknown","Debt","110","100","21680","21250"
"In post","2022","East Midlands (England)","Unknown","Digital, Data & Technology","60","60","36540","33080"
"In post","2022","East Midlands (England)","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Grants Management","50","50","23360","21300"
"In post","2022","East Midlands (England)","Unknown","Human Resources","60","60","34050","33080"
"In post","2022","East Midlands (England)","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Legal","60","50","36990","33370"
"In post","2022","East Midlands (England)","Unknown","No function","1910","1780","27470","25480"
"In post","2022","East Midlands (England)","Unknown","Project Delivery","40","40","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Property","80","70","28020","25000"
"In post","2022","East Midlands (England)","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Unknown","120","110","29810","24880"
"In post","2022","East Midlands (England)","White","Analysis","60","50","37530","33840"
"In post","2022","East Midlands (England)","White","Commercial","80","80","39920","38320"
"In post","2022","East Midlands (England)","White","Communications","340","330","31460","26820"
"In post","2022","East Midlands (England)","White","Counter Fraud","650","600","33660","31990"
"In post","2022","East Midlands (England)","White","Debt","290","250","22860","21260"
"In post","2022","East Midlands (England)","White","Digital, Data & Technology","320","310","36650","33350"
"In post","2022","East Midlands (England)","White","Finance","210","200","36800","33370"
"In post","2022","East Midlands (England)","White","Grants Management","40","30","[c]","[c]"
"In post","2022","East Midlands (England)","White","Human Resources","430","410","37770","33370"
"In post","2022","East Midlands (England)","White","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","White","Legal","400","360","40020","38000"
"In post","2022","East Midlands (England)","White","No function","11160","10290","30030","27570"
"In post","2022","East Midlands (England)","White","Project Delivery","470","450","39310","37320"
"In post","2022","East Midlands (England)","White","Property","380","360","38040","33500"
"In post","2022","East Midlands (England)","White","Security","200","190","30400","28670"
"In post","2022","East Midlands (England)","White","Unknown","1110","1060","27850","22750"
"In post","2022","East of England","Asian","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Asian","Debt","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Asian","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2022","East of England","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Asian","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Asian","Legal","40","40","[c]","[c]"
"In post","2022","East of England","Asian","No function","660","610","31120","28140"
"In post","2022","East of England","Asian","Project Delivery","30","30","[c]","[c]"
"In post","2022","East of England","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Asian","Unknown","290","250","27420","24880"
"In post","2022","East of England","Black","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Black","Debt","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Black","No function","470","450","30380","29290"
"In post","2022","East of England","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Black","Property","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Black","Security","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Black","Unknown","70","70","28080","26670"
"In post","2022","East of England","Mixed","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","Debt","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","No function","320","310","30340","28200"
"In post","2022","East of England","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","Unknown","40","30","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","No function","90","90","32520","29290"
"In post","2022","East of England","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Counter Fraud","40","40","[c]","[c]"
"In post","2022","East of England","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Digital, Data & Technology","60","60","35490","35620"
"In post","2022","East of England","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","No function","530","490","31170","29230"
"In post","2022","East of England","Undeclared","Project Delivery","50","50","38460","36340"
"In post","2022","East of England","Undeclared","Property","60","60","36080","33090"
"In post","2022","East of England","Undeclared","Security","60","60","33890","33300"
"In post","2022","East of England","Undeclared","Unknown","200","180","29260","27370"
"In post","2022","East of England","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Commercial","50","40","[c]","[c]"
