"Status","Year","Function_of_post","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Other ethnicity","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Department for Work and Pensions (excl. agencies)","460","420","29040","27570"
"In post","2021","Unknown","Other ethnicity","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Home Office (incl. agencies)","210","200","32080","28670"
"In post","2021","Unknown","Other ethnicity","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","40","40","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Ministry of Defence (excl. agencies)","80","70","33580","26670"
"In post","2021","Unknown","Other ethnicity","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Work and Pensions (excl. agencies)","4340","3830","27530","27570"
"In post","2021","Unknown","Undeclared","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Home Office (incl. agencies)","2130","1970","33070","28990"
"In post","2021","Unknown","Undeclared","Medicines and Healthcare Products Regulatory Agency","30","30","[c]","[c]"
"In post","2021","Unknown","Undeclared","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Ministry of Defence (excl. agencies)","990","960","31940","29200"
"In post","2021","Unknown","Undeclared","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Scottish Government (excl. agencies)","140","130","45300","42190"
"In post","2021","Unknown","Undeclared","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Welsh Government (excl. agencies)","230","220","42700","37410"
"In post","2021","Unknown","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Charity Commission","60","60","31500","29160"
"In post","2021","Unknown","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Department for Education (excl. agencies)","70","70","50780","41280"
"In post","2021","Unknown","Unknown","Department for Work and Pensions (excl. agencies)","5980","5500","27900","27570"
"In post","2021","Unknown","Unknown","Department of Health and Social Care (excl. agencies)","50","50","[c]","[c]"
"In post","2021","Unknown","Unknown","Disclosure Scotland","90","80","25670","22230"
"In post","2021","Unknown","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Education Scotland","100","100","51310","52480"
"In post","2021","Unknown","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Food Standards Scotland","90","90","33640","30650"
"In post","2021","Unknown","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Home Office (incl. agencies)","1720","1680","31880","25770"
"In post","2021","Unknown","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Ministry of Defence (excl. agencies)","1530","1450","34740","31000"
"In post","2021","Unknown","Unknown","National Records of Scotland","80","80","32810","26160"
"In post","2021","Unknown","Unknown","Office for Budget Responsibility","40","30","[c]","[c]"
"In post","2021","Unknown","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Royal Fleet Auxiliary","1830","1830","37620","34460"
"In post","2021","Unknown","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","40","40","[c]","[c]"
"In post","2021","Unknown","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Scottish Government (excl. agencies)","1320","1270","39950","34600"
"In post","2021","Unknown","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Scottish Public Pensions Agency","60","60","29880","24110"
"In post","2021","Unknown","Unknown","Social Security Scotland","210","200","29780","26160"
"In post","2021","Unknown","Unknown","Student Awards Agency for Scotland","120","120","25580","22230"
"In post","2021","Unknown","Unknown","Transport Scotland","100","90","42020","42190"
"In post","2021","Unknown","Unknown","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Welsh Government (excl. agencies)","120","110","37080","28850"
"In post","2021","Unknown","Unknown","Welsh Revenue Authority","40","40","[c]","[c]"
"In post","2021","Unknown","White","Accountant in Bankruptcy","90","80","32680","29190"
"In post","2021","Unknown","White","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Charity Commission","180","170","32630","29160"
"In post","2021","Unknown","White","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Crown Prosecution Service","30","30","[c]","[c]"
"In post","2021","Unknown","White","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Defence Equipment and Support","110","100","38040","35280"
"In post","2021","Unknown","White","Department for Education (excl. agencies)","380","370","53280","49860"
"In post","2021","Unknown","White","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Department for Work and Pensions (excl. agencies)","67210","59760","27520","27570"
"In post","2021","Unknown","White","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Disclosure Scotland","210","200","29390","24910"
"In post","2021","Unknown","White","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Education Scotland","210","200","58580","66290"
"In post","2021","Unknown","White","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Food Standards Scotland","140","140","35940","30650"
"In post","2021","Unknown","White","Foreign, Commonwealth and Development Office (excl. agencies)","210","210","53130","52510"
"In post","2021","Unknown","White","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Government Property Agency","40","40","[c]","[c]"
"In post","2021","Unknown","White","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Home Office (incl. agencies)","24070","22290","31930","26620"
"In post","2021","Unknown","White","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Medicines and Healthcare Products Regulatory Agency","650","620","52820","53100"
"In post","2021","Unknown","White","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Ministry of Defence (excl. agencies)","14760","14190","29950","26670"
"In post","2021","Unknown","White","National Records of Scotland","340","320","34840","32140"
"In post","2021","Unknown","White","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Office of the Scottish Charity Regulator","40","40","[c]","[c]"
"In post","2021","Unknown","White","Revenue Scotland","40","40","[c]","[c]"
"In post","2021","Unknown","White","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Scotland Office (incl. Office of the Advocate General for Scotland)","60","60","51250","52480"
"In post","2021","Unknown","White","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Scottish Government (excl. agencies)","6170","5900","43770","39660"
"In post","2021","Unknown","White","Scottish Housing Regulator","40","40","[c]","[c]"
"In post","2021","Unknown","White","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Scottish Public Pensions Agency","220","200","29600","26160"
"In post","2021","Unknown","White","Social Security Scotland","880","850","31960","27150"
"In post","2021","Unknown","White","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Student Awards Agency for Scotland","110","110","34190","30650"
"In post","2021","Unknown","White","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Transport Scotland","380","370","45130","42190"
"In post","2021","Unknown","White","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Veterinary Medicines Directorate","110","110","43930","40260"
"In post","2021","Unknown","White","Welsh Government (excl. agencies)","5200","4910","41080","37410"
"In post","2021","Unknown","White","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Asian","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Asian","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Asian","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
