"Status","Year","Profession_of_post","Disability","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Tax","Declared non-disabled","Female","510","490","22790","20140"
"New entrant CS","2021","Tax","Declared non-disabled","Male","470","460","23240","20140"
"New entrant CS","2021","Tax","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Unknown","Female","1050","1020","22020","20140"
"New entrant CS","2021","Tax","Unknown","Male","1080","1070","22550","20140"
"New entrant CS","2021","Unknown","Declared disabled","Female","1310","1260","27220","27570"
"New entrant CS","2021","Unknown","Declared disabled","Male","920","920","27080","27570"
"New entrant CS","2021","Unknown","Declared non-disabled","Female","8170","7960","27360","27570"
"New entrant CS","2021","Unknown","Declared non-disabled","Male","5850","5820","27600","27570"
"New entrant CS","2021","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Female","410","400","27870","27570"
"New entrant CS","2021","Unknown","Undeclared","Male","320","310","28210","27570"
"New entrant CS","2021","Unknown","Unknown","Female","2590","2510","31880","28000"
"New entrant CS","2021","Unknown","Unknown","Male","1880","1860","34410","28000"
"New entrant CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared non-disabled","Female","210","210","30870","29180"
"New entrant CS","2022","Commercial","Declared non-disabled","Male","160","160","32170","29960"
"New entrant CS","2022","Commercial","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Female","220","190","34670","32790"
"New entrant CS","2022","Commercial","Unknown","Male","160","130","33990","30420"
"New entrant CS","2022","Communications","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared non-disabled","Female","170","160","37300","33150"
"New entrant CS","2022","Communications","Declared non-disabled","Male","100","100","36720","33080"
"New entrant CS","2022","Communications","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Female","190","170","35290","33500"
"New entrant CS","2022","Communications","Unknown","Male","110","90","34490","31680"
"New entrant CS","2022","Corporate Finance","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared disabled","Female","50","50","26910","27570"
"New entrant CS","2022","Counter Fraud","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","Female","310","290","25840","27570"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","Male","230","220","26760","27570"
"New entrant CS","2022","Counter Fraud","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Female","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Male","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Declared disabled","Female","70","70","36170","33520"
"New entrant CS","2022","Digital, Data and Technology","Declared disabled","Male","100","100","37380","33080"
"New entrant CS","2022","Digital, Data and Technology","Declared non-disabled","Female","500","490","36080","33370"
"New entrant CS","2022","Digital, Data and Technology","Declared non-disabled","Male","930","930","38720","35900"
"New entrant CS","2022","Digital, Data and Technology","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Undeclared","Male","60","60","37400","34530"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Female","410","390","37960","35050"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Male","700","670","39830","36050"
"New entrant CS","2022","Economics","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Declared non-disabled","Female","90","90","32720","30990"
"New entrant CS","2022","Economics","Declared non-disabled","Male","140","140","36210","31800"
"New entrant CS","2022","Economics","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","Female","50","40","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","Male","80","80","33130","31800"
"New entrant CS","2022","Finance","Declared disabled","Female","30","30","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","Male","30","30","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","Female","310","300","34470","31080"
"New entrant CS","2022","Finance","Declared non-disabled","Male","260","260","35670","33000"
"New entrant CS","2022","Finance","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Female","290","250","35130","32790"
"New entrant CS","2022","Finance","Unknown","Male","260","240","35050","30820"
"New entrant CS","2022","Geography","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Declared non-disabled","Male","30","30","[c]","[c]"
"New entrant CS","2022","Geography","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Female","60","60","32210","29600"
"New entrant CS","2022","Human Resources","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","Female","460","440","32990","29480"
"New entrant CS","2022","Human Resources","Declared non-disabled","Male","140","140","34200","30450"
"New entrant CS","2022","Human Resources","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Female","270","260","33400","28650"
"New entrant CS","2022","Human Resources","Unknown","Male","140","130","35890","29520"
"New entrant CS","2022","Inspector of Education and Training","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Declared non-disabled","Female","120","120","56290","46360"
"New entrant CS","2022","Inspector of Education and Training","Declared non-disabled","Male","40","40","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Declared non-disabled","Female","40","40","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Declared non-disabled","Male","60","60","30810","28700"
"New entrant CS","2022","Intelligence Analysis","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Unknown","Female","40","40","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Unknown","Male","60","60","29190","28700"
"New entrant CS","2022","Internal Audit","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared non-disabled","Female","50","50","[c]","[c]"
"New entrant CS","2022","International Trade","Declared non-disabled","Male","50","50","[c]","[c]"
"New entrant CS","2022","International Trade","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Unknown","Female","60","60","[c]","[c]"
"New entrant CS","2022","International Trade","Unknown","Male","40","40","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared non-disabled","Female","100","90","30850","28590"
"New entrant CS","2022","Knowledge and Information Management","Declared non-disabled","Male","60","60","32020","29200"
"New entrant CS","2022","Knowledge and Information Management","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","Female","50","50","42720","41750"
"New entrant CS","2022","Legal","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared non-disabled","Female","420","400","42860","43920"
"New entrant CS","2022","Legal","Declared non-disabled","Male","220","210","45550","43920"
"New entrant CS","2022","Legal","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Female","130","120","39090","34260"
"New entrant CS","2022","Legal","Unknown","Male","80","80","35710","34260"
"New entrant CS","2022","Medicine","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Declared non-disabled","Female","110","90","48890","39030"
"New entrant CS","2022","Medicine","Declared non-disabled","Male","50","50","57860","45840"
"New entrant CS","2022","Medicine","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Female","120","100","45160","39030"
"New entrant CS","2022","Medicine","Unknown","Male","50","30","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Declared disabled","Female","1980","1870","26980","24920"
"New entrant CS","2022","Operational Delivery","Declared disabled","Male","1070","1040","26630","24800"
"New entrant CS","2022","Operational Delivery","Declared non-disabled","Female","12000","11470","25840","23170"
"New entrant CS","2022","Operational Delivery","Declared non-disabled","Male","7610","7450","26390","24430"
"New entrant CS","2022","Operational Delivery","Undeclared","Female","580","550","26680","24900"
"New entrant CS","2022","Operational Delivery","Undeclared","Male","390","370","27510","26130"
"New entrant CS","2022","Operational Delivery","Unknown","Female","7670","7190","26050","24090"
"New entrant CS","2022","Operational Delivery","Unknown","Male","5530","5280","26920","24880"
"New entrant CS","2022","Operational Research","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Declared non-disabled","Female","50","40","[c]","[c]"
"New entrant CS","2022","Operational Research","Declared non-disabled","Male","40","40","[c]","[c]"
"New entrant CS","2022","Operational Research","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Declared disabled","Female","120","110","25580","21260"
"New entrant CS","2022","Other","Declared disabled","Male","90","90","28050","22230"
"New entrant CS","2022","Other","Declared non-disabled","Female","800","780","26780","23570"
"New entrant CS","2022","Other","Declared non-disabled","Male","710","710","29240","25050"
"New entrant CS","2022","Other","Undeclared","Female","40","40","[c]","[c]"
"New entrant CS","2022","Other","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Female","400","380","25760","21640"
"New entrant CS","2022","Other","Unknown","Male","450","450","26100","21260"
"New entrant CS","2022","Planning","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Declared disabled","Female","210","200","35580","32790"
"New entrant CS","2022","Policy","Declared disabled","Male","130","120","34970","32560"
"New entrant CS","2022","Policy","Declared non-disabled","Female","1190","1180","36920","34020"
"New entrant CS","2022","Policy","Declared non-disabled","Male","940","930","37290","34020"
"New entrant CS","2022","Policy","Undeclared","Female","90","90","34690","33790"
"New entrant CS","2022","Policy","Undeclared","Male","90","90","35150","33210"
"New entrant CS","2022","Policy","Unknown","Female","740","700","35360","32790"
"New entrant CS","2022","Policy","Unknown","Male","520","500","37030","34020"
"New entrant CS","2022","Project Delivery","Declared disabled","Female","50","50","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared disabled","Male","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared non-disabled","Female","360","350","35130","33000"
"New entrant CS","2022","Project Delivery","Declared non-disabled","Male","350","350","38490","36900"
"New entrant CS","2022","Project Delivery","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Female","200","200","37220","35050"
"New entrant CS","2022","Project Delivery","Unknown","Male","190","190","40170","37920"
"New entrant CS","2022","Property","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared non-disabled","Female","160","150","33150","28500"
"New entrant CS","2022","Property","Declared non-disabled","Male","220","220","37010","33000"
"New entrant CS","2022","Property","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Female","150","150","32240","26350"
"New entrant CS","2022","Property","Unknown","Male","190","190","35330","30450"
"New entrant CS","2022","Psychology","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Declared non-disabled","Female","120","120","26940","27700"
"New entrant CS","2022","Psychology","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Unknown","Female","40","40","[c]","[c]"
"New entrant CS","2022","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Declared disabled","Female","70","60","30170","28590"
"New entrant CS","2022","Science and Engineering","Declared disabled","Male","50","50","31560","31500"
"New entrant CS","2022","Science and Engineering","Declared non-disabled","Female","540","510","31500","29180"
"New entrant CS","2022","Science and Engineering","Declared non-disabled","Male","700","690","32500","29230"
"New entrant CS","2022","Science and Engineering","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Unknown","Female","80","70","35190","30380"
"New entrant CS","2022","Science and Engineering","Unknown","Male","210","210","31530","30180"
"New entrant CS","2022","Security","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Declared non-disabled","Female","70","70","28610","25000"
"New entrant CS","2022","Security","Declared non-disabled","Male","200","200","29610","25470"
"New entrant CS","2022","Security","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Female","60","60","27400","24470"
"New entrant CS","2022","Security","Unknown","Male","280","280","27520","25000"
"New entrant CS","2022","Social Research","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","Declared non-disabled","Female","130","130","34680","30710"
"New entrant CS","2022","Social Research","Declared non-disabled","Male","50","50","34910","31210"
"New entrant CS","2022","Social Research","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","Unknown","Female","60","60","33780","33650"
"New entrant CS","2022","Social Research","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","Declared non-disabled","Female","80","80","31460","30710"
"New entrant CS","2022","Statistics","Declared non-disabled","Male","120","110","34310","31990"
"New entrant CS","2022","Statistics","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","Unknown","Female","60","60","29090","28080"
"New entrant CS","2022","Statistics","Unknown","Male","70","60","30400","28310"
"New entrant CS","2022","Tax","Declared disabled","Female","70","60","28260","26590"
"New entrant CS","2022","Tax","Declared disabled","Male","80","80","27310","26590"
"New entrant CS","2022","Tax","Declared non-disabled","Female","740","720","27250","26590"
"New entrant CS","2022","Tax","Declared non-disabled","Male","770","770","27950","26590"
"New entrant CS","2022","Tax","Undeclared","Female","30","30","[c]","[c]"
"New entrant CS","2022","Tax","Undeclared","Male","30","30","[c]","[c]"
"New entrant CS","2022","Tax","Unknown","Female","390","370","26340","26590"
"New entrant CS","2022","Tax","Unknown","Male","430","430","27360","26590"
"New entrant CS","2022","Unknown","Declared disabled","Female","280","270","29680","27500"
"New entrant CS","2022","Unknown","Declared disabled","Male","210","210","31280","27230"
"New entrant CS","2022","Unknown","Declared non-disabled","Female","1980","1920","31640","27570"
"New entrant CS","2022","Unknown","Declared non-disabled","Male","1470","1460","33330","27570"
"New entrant CS","2022","Unknown","Undeclared","Female","80","80","30850","29970"
"New entrant CS","2022","Unknown","Undeclared","Male","90","90","31470","27830"
"New entrant CS","2022","Unknown","Unknown","Female","2250","2150","32050","28000"
"New entrant CS","2022","Unknown","Unknown","Male","1700","1660","34490","28000"
"New entrant CS","2022","Veterinarian","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","Unknown","Male","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Cabinet Office (excl agencies) reported profession information for only 60 out of a total 9,930 employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
