"Status","Year","Organisation","Disability","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Health and Safety Executive","Declared non-disabled","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared non-disabled","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared non-disabled","East Wales","70","70","40860","43830"
"In post","2021","Health and Safety Executive","Declared non-disabled","Eastern Scotland","40","40","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared non-disabled","Essex","30","30","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared non-disabled","Hampshire and Isle of Wight","30","30","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared non-disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared non-disabled","Inner London - East","110","110","47850","45610"
"In post","2021","Health and Safety Executive","Declared non-disabled","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared non-disabled","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared non-disabled","Merseyside","650","620","41140","36320"
"In post","2021","Health and Safety Executive","Declared non-disabled","North Eastern Scotland","90","80","79170","90670"
"In post","2021","Health and Safety Executive","Declared non-disabled","North Yorkshire","160","150","35040","32270"
"In post","2021","Health and Safety Executive","Declared non-disabled","Northumberland and Tyne and Wear","60","60","42640","45100"
"In post","2021","Health and Safety Executive","Declared non-disabled","South Yorkshire","40","40","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared non-disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared non-disabled","West Central Scotland","50","50","44810","45100"
"In post","2021","Health and Safety Executive","Declared non-disabled","West Midlands","60","60","43770","44370"
"In post","2021","Health and Safety Executive","Declared non-disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Declared non-disabled","West Yorkshire","70","70","46170","46320"
"In post","2021","Health and Safety Executive","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Undeclared","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Undeclared","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Undeclared","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Undeclared","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Undeclared","Merseyside","60","60","42810","42110"
"In post","2021","Health and Safety Executive","Undeclared","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Bedfordshire and Hertfordshire","30","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","40","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Derbyshire and Nottinghamshire","50","40","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Dorset and Somerset","30","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","East Anglia","70","60","23380","19570"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","East Wales","60","60","21390","19830"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Essex","30","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","70","60","22120","20100"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Greater Manchester","140","120","23090","20650"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Hampshire and Isle of Wight","50","50","23110","20650"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Herefordshire, Worcestershire and Warwickshire","30","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Inner London - East","60","50","27520","23500"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Inner London - West","260","250","29920","26410"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Kent","50","40","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Lancashire","40","40","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Leicestershire, Rutland and Northamptonshire","130","120","21550","19830"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Merseyside","80","70","21920","20650"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Northumberland and Tyne and Wear","70","60","22800","20100"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Outer London - East and North East","40","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Outer London - South","50","40","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Outer London - West and North West","40","40","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Shropshire and Staffordshire","100","90","21420","18880"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","South Yorkshire","40","40","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Surrey, East and West Sussex","50","40","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Tees Valley and Durham","40","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","West Central Scotland","40","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","West Midlands","150","130","21640","20650"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","West Wales and The Valleys","70","60","21940","20100"
"In post","2021","HM Courts and Tribunals Service","Declared disabled","West Yorkshire","90","80","22670","20100"
"In post","2021","HM Courts and Tribunals Service","Declared non-disabled","Bedfordshire and Hertfordshire","250","220","24070","21310"
"In post","2021","HM Courts and Tribunals Service","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","230","200","24910","22080"
"In post","2021","HM Courts and Tribunals Service","Declared non-disabled","Cheshire","90","80","26700","20100"
"In post","2021","HM Courts and Tribunals Service","Declared non-disabled","Cornwall and Isles of Scilly","60","50","23270","20100"
"In post","2021","HM Courts and Tribunals Service","Declared non-disabled","Cumbria","70","60","24160","20800"
"In post","2021","HM Courts and Tribunals Service","Declared non-disabled","Derbyshire and Nottinghamshire","310","270","24250","20100"
"In post","2021","HM Courts and Tribunals Service","Declared non-disabled","Devon","150","120","22280","20100"
"In post","2021","HM Courts and Tribunals Service","Declared non-disabled","Dorset and Somerset","170","150","22910","20100"
"In post","2021","HM Courts and Tribunals Service","Declared non-disabled","East Anglia","370","330","23110","20100"
"In post","2021","HM Courts and Tribunals Service","Declared non-disabled","East Wales","360","330","24170","20100"
"In post","2021","HM Courts and Tribunals Service","Declared non-disabled","East Yorkshire and Northern Lincolnshire","110","90","22340","20100"
"In post","2021","HM Courts and Tribunals Service","Declared non-disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared non-disabled","Essex","200","170","24680","20650"
"In post","2021","HM Courts and Tribunals Service","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","350","320","24080","20420"
"In post","2021","HM Courts and Tribunals Service","Declared non-disabled","Greater Manchester","780","710","24140","20650"
"In post","2021","HM Courts and Tribunals Service","Declared non-disabled","Hampshire and Isle of Wight","290","250","24670","20910"
"In post","2021","HM Courts and Tribunals Service","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","160","140","23800","20100"
"In post","2021","HM Courts and Tribunals Service","Declared non-disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Declared non-disabled","Inner London - East","490","460","26730","23500"
