"Status","Year","Region_ITL1","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Wales","Undeclared","Ministry of Defence","350","340","27640","27460"
"In post","2021","Wales","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","Ministry of Justice","270","240","29160","26810"
"In post","2021","Wales","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","United Kingdom Statistics Authority","90","80","37470","32900"
"In post","2021","Wales","Undeclared","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","Welsh Government","680","640","42680","37410"
"In post","2021","Wales","Unknown","Attorney General's Departments","80","70","43310","51470"
"In post","2021","Wales","Unknown","Cabinet Office","50","50","35770","29250"
"In post","2021","Wales","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Unknown","Department for Business, Energy and Industrial Strategy","860","800","32710","26920"
"In post","2021","Wales","Unknown","Department for Environment, Food and Rural Affairs","70","60","28910","26520"
"In post","2021","Wales","Unknown","Department for Transport","850","770","25370","21590"
"In post","2021","Wales","Unknown","Department for Work and Pensions","1330","1150","24990","27570"
"In post","2021","Wales","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Unknown","HM Land Registry","230","200","28350","27130"
"In post","2021","Wales","Unknown","HM Revenue and Customs","1460","1340","26110","25560"
"In post","2021","Wales","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Unknown","Ministry of Defence","60","50","27350","21580"
"In post","2021","Wales","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Unknown","Ministry of Justice","660","600","26570","24440"
"In post","2021","Wales","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Unknown","United Kingdom Statistics Authority","920","860","32010","29540"
"In post","2021","Wales","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Unknown","Welsh Government","220","210","40970","34490"
"In post","2021","West Midlands (England)","Heterosexual / straight","Attorney General's Departments","390","360","39180","38000"
"In post","2021","West Midlands (England)","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","360","340","36120","34280"
"In post","2021","West Midlands (England)","Heterosexual / straight","Department for Education","820","800","40780","36780"
"In post","2021","West Midlands (England)","Heterosexual / straight","Department for Environment, Food and Rural Affairs","410","380","34600","30400"
"In post","2021","West Midlands (England)","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Heterosexual / straight","Department for Transport","270","260","30090","27680"
"In post","2021","West Midlands (England)","Heterosexual / straight","Department for Work and Pensions","4780","4250","26560","27570"
"In post","2021","West Midlands (England)","Heterosexual / straight","Department of Health and Social Care","300","270","41480","33180"
"In post","2021","West Midlands (England)","Heterosexual / straight","Food Standards Agency","70","70","36350","32480"
"In post","2021","West Midlands (England)","Heterosexual / straight","HM Land Registry","340","310","30420","27130"
"In post","2021","West Midlands (England)","Heterosexual / straight","HM Revenue and Customs","2320","2180","34230","31810"
"In post","2021","West Midlands (England)","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Heterosexual / straight","Home Office","870","810","27740","25310"
"In post","2021","West Midlands (England)","Heterosexual / straight","Ministry of Defence","2030","1970","30330","26670"
"In post","2021","West Midlands (England)","Heterosexual / straight","Ministry of Housing, Communities and Local Government","110","110","38280","36340"
"In post","2021","West Midlands (England)","Heterosexual / straight","Ministry of Justice","6460","6060","27510","23970"
"In post","2021","West Midlands (England)","Heterosexual / straight","National Crime Agency","370","360","37570","36410"
"In post","2021","West Midlands (England)","Heterosexual / straight","Office for Standards in Education","130","130","55000","51360"
"In post","2021","West Midlands (England)","Heterosexual / straight","Office of Qualifications and Examinations Regulation","170","160","44970","40250"
"In post","2021","West Midlands (England)","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Heterosexual / straight","Other Cabinet Office Agencies","60","50","39710","34800"
"In post","2021","West Midlands (England)","Heterosexual / straight","Water Services Regulation Authority","70","70","54370","50620"
"In post","2021","West Midlands (England)","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","LGBO","Department for Education","50","50","37680","32590"
"In post","2021","West Midlands (England)","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","LGBO","Department for Work and Pensions","250","230","26390","27570"
"In post","2021","West Midlands (England)","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","LGBO","HM Revenue and Customs","110","100","33960","31810"
"In post","2021","West Midlands (England)","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","LGBO","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","LGBO","Ministry of Defence","60","60","28850","26670"
"In post","2021","West Midlands (England)","LGBO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","LGBO","Ministry of Justice","380","370","27080","23970"
"In post","2021","West Midlands (England)","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","LGBO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","LGBO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","Department for Education","80","80","40560","36960"
"In post","2021","West Midlands (England)","Undeclared","Department for Environment, Food and Rural Affairs","60","50","32500","30680"
"In post","2021","West Midlands (England)","Undeclared","Department for Transport","70","60","27870","26780"
"In post","2021","West Midlands (England)","Undeclared","Department for Work and Pensions","620","540","25970","27570"
"In post","2021","West Midlands (England)","Undeclared","Department of Health and Social Care","50","40","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","HM Land Registry","80","70","31950","27130"
"In post","2021","West Midlands (England)","Undeclared","HM Revenue and Customs","340","300","34630","31810"
"In post","2021","West Midlands (England)","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","Home Office","110","100","29800","27370"
"In post","2021","West Midlands (England)","Undeclared","Ministry of Defence","280","270","30520","28110"
"In post","2021","West Midlands (England)","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","Ministry of Justice","700","650","27580","24620"
"In post","2021","West Midlands (England)","Undeclared","National Crime Agency","30","30","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","Attorney General's Departments","150","140","41420","38760"
"In post","2021","West Midlands (England)","Unknown","Cabinet Office","40","40","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","Department for Business, Energy and Industrial Strategy","270","250","28720","24500"
"In post","2021","West Midlands (England)","Unknown","Department for Education","340","330","41020","37100"
"In post","2021","West Midlands (England)","Unknown","Department for Environment, Food and Rural Affairs","150","130","28220","24920"
"In post","2021","West Midlands (England)","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","Department for Transport","110","110","27710","26530"
"In post","2021","West Midlands (England)","Unknown","Department for Work and Pensions","2030","1720","25410","27570"
"In post","2021","West Midlands (England)","Unknown","Department of Health and Social Care","110","100","46520","38020"
"In post","2021","West Midlands (England)","Unknown","Food Standards Agency","40","40","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","HM Land Registry","160","150","27070","22350"
"In post","2021","West Midlands (England)","Unknown","HM Revenue and Customs","1330","1240","30030","25560"
"In post","2021","West Midlands (England)","Unknown","Home Office","[c]","[c]","[c]","[c]"
