"Status","Year","Function_of_post","Sex","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Male","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Male","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Male","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"In post","2022","Analysis","Male","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Male","Dorset and Somerset","70","70","36890","30640"
"In post","2022","Analysis","Male","East Anglia","190","180","36720","35900"
"In post","2022","Analysis","Male","East Wales","580","570","38050","36840"
"In post","2022","Analysis","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Male","Eastern Scotland","40","30","[c]","[c]"
"In post","2022","Analysis","Male","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Male","Gloucestershire, Wiltshire and Bath/Bristol area","180","180","39200","38070"
"In post","2022","Analysis","Male","Greater Manchester","180","170","39550","34960"
"In post","2022","Analysis","Male","Hampshire and Isle of Wight","520","500","40740","38110"
"In post","2022","Analysis","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Male","Inner London - East","500","490","50470","45010"
"In post","2022","Analysis","Male","Inner London - West","1540","1520","50200","47410"
"In post","2022","Analysis","Male","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Male","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Male","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Male","Merseyside","70","70","41380","40180"
"In post","2022","Analysis","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Male","Northumberland, and Tyne and Wear","80","80","38660","35590"
"In post","2022","Analysis","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Male","Outer London - South","30","30","[c]","[c]"
"In post","2022","Analysis","Male","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Male","South Yorkshire","110","110","45750","44610"
"In post","2022","Analysis","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Male","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Male","West Central Scotland","40","40","[c]","[c]"
"In post","2022","Analysis","Male","West Midlands","40","30","[c]","[c]"
"In post","2022","Analysis","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Male","West Yorkshire","140","130","40980","36050"
"In post","2022","Analysis","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Female","Berkshire, Buckinghamshire and Oxfordshire","100","90","41080","36800"
"In post","2022","Commercial","Female","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Female","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Female","Derbyshire and Nottinghamshire","70","60","39480","38260"
"In post","2022","Commercial","Female","Devon","120","120","41670","39280"
"In post","2022","Commercial","Female","Dorset and Somerset","40","40","[c]","[c]"
"In post","2022","Commercial","Female","East Anglia","120","110","41030","38980"
"In post","2022","Commercial","Female","East Wales","80","70","36890","32890"
"In post","2022","Commercial","Female","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Female","Eastern Scotland","40","40","[c]","[c]"
"In post","2022","Commercial","Female","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Female","Gloucestershire, Wiltshire and Bath/Bristol area","560","530","40210","36220"
"In post","2022","Commercial","Female","Greater Manchester","160","160","45430","40350"
"In post","2022","Commercial","Female","Hampshire and Isle of Wight","160","150","38470","34800"
"In post","2022","Commercial","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Female","Inner London - East","110","110","48090","43470"
"In post","2022","Commercial","Female","Inner London - West","750","740","56510","53360"
"In post","2022","Commercial","Female","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Female","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Female","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Female","Merseyside","160","160","40620","38880"
"In post","2022","Commercial","Female","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Female","North Yorkshire","60","50","41140","40000"
"In post","2022","Commercial","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Female","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Female","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Female","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Female","Shropshire and Staffordshire","80","80","36480","33370"
"In post","2022","Commercial","Female","South Yorkshire","70","70","42650","36780"
"In post","2022","Commercial","Female","Southern Scotland","40","40","[c]","[c]"
"In post","2022","Commercial","Female","Surrey, East and West Sussex","40","30","[c]","[c]"
"In post","2022","Commercial","Female","Tees Valley and Durham","40","40","[c]","[c]"
"In post","2022","Commercial","Female","Unknown","30","30","[c]","[c]"
"In post","2022","Commercial","Female","West Central Scotland","80","80","39680","33300"
"In post","2022","Commercial","Female","West Midlands","60","60","48210","38830"
"In post","2022","Commercial","Female","West Wales and The Valleys","100","90","33100","31040"
"In post","2022","Commercial","Female","West Yorkshire","160","160","48580","41100"
"In post","2022","Commercial","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Berkshire, Buckinghamshire and Oxfordshire","90","80","44600","41250"
"In post","2022","Commercial","Male","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Derbyshire and Nottinghamshire","50","50","[c]","[c]"
"In post","2022","Commercial","Male","Devon","100","100","46200","47960"
"In post","2022","Commercial","Male","Dorset and Somerset","50","50","42880","42510"
"In post","2022","Commercial","Male","East Anglia","80","80","45530","38980"
"In post","2022","Commercial","Male","East Wales","80","80","39630","34140"
"In post","2022","Commercial","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Eastern Scotland","70","70","38310","37710"
"In post","2022","Commercial","Male","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Gloucestershire, Wiltshire and Bath/Bristol area","560","550","45700","41450"
"In post","2022","Commercial","Male","Greater Manchester","150","150","46160","40520"
"In post","2022","Commercial","Male","Hampshire and Isle of Wight","110","110","45420","40580"
"In post","2022","Commercial","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Inner London - East","100","90","56030","53120"
"In post","2022","Commercial","Male","Inner London - West","820","810","65100","58080"
"In post","2022","Commercial","Male","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Merseyside","110","110","45110","38980"
"In post","2022","Commercial","Male","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Northumberland, and Tyne and Wear","30","30","[c]","[c]"
"In post","2022","Commercial","Male","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Outer London - West and North West","40","30","[c]","[c]"
"In post","2022","Commercial","Male","Overseas","30","30","[c]","[c]"
"In post","2022","Commercial","Male","Shropshire and Staffordshire","80","80","39920","27560"
"In post","2022","Commercial","Male","South Yorkshire","50","50","45260","36940"
"In post","2022","Commercial","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Unknown","30","30","[c]","[c]"
"In post","2022","Commercial","Male","West Central Scotland","120","120","40670","34610"
"In post","2022","Commercial","Male","West Midlands","60","60","55470","46770"
"In post","2022","Commercial","Male","West Wales and The Valleys","100","90","32790","30730"
"In post","2022","Commercial","Male","West Yorkshire","130","130","47440","44310"
"In post","2022","Communications","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"In post","2022","Communications","Female","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","Derbyshire and Nottinghamshire","310","300","30920","26820"
"In post","2022","Communications","Female","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","East Wales","450","420","31340","26820"
"In post","2022","Communications","Female","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","Eastern Scotland","30","30","[c]","[c]"
"In post","2022","Communications","Female","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","Gloucestershire, Wiltshire and Bath/Bristol area","110","100","36250","33300"
"In post","2022","Communications","Female","Greater Manchester","280","270","30440","26820"
"In post","2022","Communications","Female","Hampshire and Isle of Wight","100","100","34820","33000"
"In post","2022","Communications","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
