"Status","Year","Sexual_orientation","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","LGBO","Department for Levelling Up, Housing and Communities","G6/G7","140","130","55480","53130"
"In post","2022","LGBO","Department for Levelling Up, Housing and Communities","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Levelling Up, Housing and Communities","SEO/HEO","130","130","35270","33210"
"In post","2022","LGBO","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Transport","AA/AO","190","180","21720","21840"
"In post","2022","LGBO","Department for Transport","EO","140","140","27740","26700"
"In post","2022","LGBO","Department for Transport","G6/G7","120","110","57650","54650"
"In post","2022","LGBO","Department for Transport","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Transport","SEO/HEO","190","190","37350","36060"
"In post","2022","LGBO","Department for Work and Pensions","AA/AO","1180","1110","21490","21260"
"In post","2022","LGBO","Department for Work and Pensions","EO","2160","2070","28090","27570"
"In post","2022","LGBO","Department for Work and Pensions","G6/G7","170","160","56720","54070"
"In post","2022","LGBO","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Work and Pensions","SEO/HEO","510","490","35280","34290"
"In post","2022","LGBO","Department of Health and Social Care","AA/AO","50","40","[c]","[c]"
"In post","2022","LGBO","Department of Health and Social Care","EO","90","80","25840","26880"
"In post","2022","LGBO","Department of Health and Social Care","G6/G7","170","170","57860","53360"
"In post","2022","LGBO","Department of Health and Social Care","SCS","30","30","[c]","[c]"
"In post","2022","LGBO","Department of Health and Social Care","SEO/HEO","270","260","35560","35610"
"In post","2022","LGBO","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Estyn","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Food Standards Agency","SEO/HEO","40","40","[c]","[c]"
"In post","2022","LGBO","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Foreign, Commonwealth and Development Office","EO","30","30","[c]","[c]"
"In post","2022","LGBO","Foreign, Commonwealth and Development Office","G6/G7","170","170","58710","56890"
"In post","2022","LGBO","Foreign, Commonwealth and Development Office","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Foreign, Commonwealth and Development Office","SEO/HEO","150","140","37170","37340"
"In post","2022","LGBO","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Land Registry","AA/AO","70","70","22590","22600"
"In post","2022","LGBO","HM Land Registry","EO","50","40","[c]","[c]"
"In post","2022","LGBO","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Land Registry","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Land Registry","SEO/HEO","50","50","37280","33840"
"In post","2022","LGBO","HM Revenue and Customs","AA/AO","700","660","21580","21250"
"In post","2022","LGBO","HM Revenue and Customs","EO","700","680","27160","26820"
"In post","2022","LGBO","HM Revenue and Customs","G6/G7","380","370","59690","55800"
"In post","2022","LGBO","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Revenue and Customs","SEO/HEO","1010","990","36020","33370"
"In post","2022","LGBO","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Treasury","G6/G7","80","80","56430","53850"
"In post","2022","LGBO","HM Treasury","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Treasury","SEO/HEO","90","90","34430","32320"
"In post","2022","LGBO","Home Office","AA/AO","200","180","21840","21680"
"In post","2022","LGBO","Home Office","EO","460","440","26210","25220"
"In post","2022","LGBO","Home Office","G6/G7","170","160","60090","57460"
"In post","2022","LGBO","Home Office","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Home Office","SEO/HEO","350","340","36000","35200"
"In post","2022","LGBO","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Ministry of Defence","AA/AO","370","370","23840","21170"
"In post","2022","LGBO","Ministry of Defence","EO","290","280","27220","26670"
"In post","2022","LGBO","Ministry of Defence","G6/G7","150","140","57170","56500"
"In post","2022","LGBO","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Ministry of Defence","SEO/HEO","570","570","36010","35300"
"In post","2022","LGBO","Ministry of Defence","Unknown","60","60","32470","31250"
"In post","2022","LGBO","Ministry of Justice","AA/AO","1890","1830","25280","24260"
"In post","2022","LGBO","Ministry of Justice","EO","490","490","29370","28310"
"In post","2022","LGBO","Ministry of Justice","G6/G7","190","180","61680","59290"
"In post","2022","LGBO","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Ministry of Justice","SEO/HEO","690","680","38640","37280"
"In post","2022","LGBO","Ministry of Justice","Unknown","960","930","29780","26820"
"In post","2022","LGBO","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","National Crime Agency","EO","130","130","33690","32770"
"In post","2022","LGBO","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","National Crime Agency","SEO/HEO","60","60","43940","45130"
"In post","2022","LGBO","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northern Ireland Office","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office for Standards in Education, Children's Services and Skills","G6/G7","50","50","[c]","[c]"
"In post","2022","LGBO","Office for Standards in Education, Children's Services and Skills","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office for Standards in Education, Children's Services and Skills","SEO/HEO","40","40","[c]","[c]"
"In post","2022","LGBO","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Gas and Electricity Markets","EO","40","40","[c]","[c]"
"In post","2022","LGBO","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Rail and Road","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of the Secretary of State for Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of the Secretary of State for Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Scottish Government","AA/AO","270","270","23050","22860"
"In post","2022","LGBO","Scottish Government","EO","250","240","29310","27940"
"In post","2022","LGBO","Scottish Government","G6/G7","160","150","62190","62170"
"In post","2022","LGBO","Scottish Government","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Scottish Government","SEO/HEO","430","430","38490","38670"
"In post","2022","LGBO","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","The National Archives","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Export Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Statistics Authority","AA/AO","40","30","[c]","[c]"
"In post","2022","LGBO","UK Statistics Authority","EO","30","30","[c]","[c]"
"In post","2022","LGBO","UK Statistics Authority","G6/G7","50","40","[c]","[c]"
"In post","2022","LGBO","UK Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Statistics Authority","SEO/HEO","160","160","33860","31320"
"In post","2022","LGBO","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Supreme Court","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Water Services Regulation Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Welsh Government","AA/AO","30","30","[c]","[c]"
"In post","2022","LGBO","Welsh Government","EO","50","40","[c]","[c]"
"In post","2022","LGBO","Welsh Government","G6/G7","50","50","[c]","[c]"
"In post","2022","LGBO","Welsh Government","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Welsh Government","SEO/HEO","100","100","40660","38160"
"In post","2022","Undeclared","Attorney General's Departments","AA/AO","60","50","22450","22200"
"In post","2022","Undeclared","Attorney General's Departments","EO","80","80","27850","27400"
"In post","2022","Undeclared","Attorney General's Departments","G6/G7","220","200","59110","55670"
"In post","2022","Undeclared","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","SEO/HEO","60","50","37110","38000"
"In post","2022","Undeclared","Cabinet Office","AA/AO","30","30","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","EO","60","60","27170","27500"
"In post","2022","Undeclared","Cabinet Office","G6/G7","230","220","58210","56340"
"In post","2022","Undeclared","Cabinet Office","SCS","40","40","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","SEO/HEO","210","210","36790","35790"
