"Status","Year","Region_ITL3","Sexual_orientation","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Belfast","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Heterosexual / straight","20-29","240","230","26760","26590"
"In post","2022","Belfast","Heterosexual / straight","30-39","510","490","31570","28840"
"In post","2022","Belfast","Heterosexual / straight","40-49","540","510","32670","28920"
"In post","2022","Belfast","Heterosexual / straight","50-59","550","520","34150","33080"
"In post","2022","Belfast","Heterosexual / straight","60-64","120","100","30680","28920"
"In post","2022","Belfast","Heterosexual / straight","65+","40","30","[c]","[c]"
"In post","2022","Belfast","LGBO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","LGBO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","LGBO","30-39","40","40","[c]","[c]"
"In post","2022","Belfast","LGBO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","LGBO","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Undeclared","30-39","30","30","[c]","[c]"
"In post","2022","Belfast","Undeclared","40-49","40","40","[c]","[c]"
"In post","2022","Belfast","Undeclared","50-59","50","40","[c]","[c]"
"In post","2022","Belfast","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Unknown","20-29","220","210","24130","21250"
"In post","2022","Belfast","Unknown","30-39","260","250","27620","26590"
"In post","2022","Belfast","Unknown","40-49","210","190","30060","26590"
"In post","2022","Belfast","Unknown","50-59","150","140","30580","26820"
"In post","2022","Belfast","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Heterosexual / straight","20-29","260","250","28640","27680"
"In post","2022","Berkshire","Heterosexual / straight","30-39","400","390","34430","31490"
"In post","2022","Berkshire","Heterosexual / straight","40-49","460","430","36420","33300"
"In post","2022","Berkshire","Heterosexual / straight","50-59","590","570","36860","33830"
"In post","2022","Berkshire","Heterosexual / straight","60-64","170","160","34000","31030"
"In post","2022","Berkshire","Heterosexual / straight","65+","80","70","31370","28570"
"In post","2022","Berkshire","LGBO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","LGBO","20-29","30","30","[c]","[c]"
"In post","2022","Berkshire","LGBO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","LGBO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","LGBO","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Undeclared","30-39","30","30","[c]","[c]"
"In post","2022","Berkshire","Undeclared","40-49","70","60","37090","38200"
"In post","2022","Berkshire","Undeclared","50-59","110","100","34990","33370"
"In post","2022","Berkshire","Undeclared","60-64","30","30","[c]","[c]"
"In post","2022","Berkshire","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Unknown","20-29","120","120","27590","26710"
"In post","2022","Berkshire","Unknown","30-39","120","110","34080","30890"
"In post","2022","Berkshire","Unknown","40-49","120","110","34460","29930"
"In post","2022","Berkshire","Unknown","50-59","170","160","36680","35080"
"In post","2022","Berkshire","Unknown","60-64","50","40","[c]","[c]"
"In post","2022","Berkshire","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Heterosexual / straight","20-29","190","190","29440","30980"
"In post","2022","Bexley and Greenwich","Heterosexual / straight","30-39","270","260","32870","32340"
"In post","2022","Bexley and Greenwich","Heterosexual / straight","40-49","270","260","33340","31890"
"In post","2022","Bexley and Greenwich","Heterosexual / straight","50-59","340","330","34180","31880"
"In post","2022","Bexley and Greenwich","Heterosexual / straight","60-64","100","80","31280","30510"
"In post","2022","Bexley and Greenwich","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","LGBO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","LGBO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","LGBO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","LGBO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","LGBO","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Undeclared","50-59","60","50","32580","31880"
"In post","2022","Bexley and Greenwich","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Unknown","20-29","110","110","28860","29020"
"In post","2022","Bexley and Greenwich","Unknown","30-39","60","60","31040","31330"
"In post","2022","Bexley and Greenwich","Unknown","40-49","70","70","31260","31060"
"In post","2022","Bexley and Greenwich","Unknown","50-59","100","100","32460","31830"
"In post","2022","Bexley and Greenwich","Unknown","60-64","40","30","[c]","[c]"
"In post","2022","Bexley and Greenwich","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Heterosexual / straight","20-29","1470","1440","27000","26100"
"In post","2022","Birmingham","Heterosexual / straight","30-39","2170","2060","31310","27570"
"In post","2022","Birmingham","Heterosexual / straight","40-49","1910","1800","35100","30450"
"In post","2022","Birmingham","Heterosexual / straight","50-59","2190","2060","34670","28920"
"In post","2022","Birmingham","Heterosexual / straight","60-64","620","520","31160","27570"
"In post","2022","Birmingham","Heterosexual / straight","65+","150","110","28760","26820"
"In post","2022","Birmingham","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","LGBO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","LGBO","20-29","130","130","27730","26100"
"In post","2022","Birmingham","LGBO","30-39","130","130","34320","30330"
"In post","2022","Birmingham","LGBO","40-49","90","80","34680","28280"
"In post","2022","Birmingham","LGBO","50-59","80","70","33370","30730"
"In post","2022","Birmingham","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Undeclared","20-29","100","100","27420","26130"
"In post","2022","Birmingham","Undeclared","30-39","190","180","32380","27570"
"In post","2022","Birmingham","Undeclared","40-49","230","220","33160","28920"
"In post","2022","Birmingham","Undeclared","50-59","320","300","31960","27570"
"In post","2022","Birmingham","Undeclared","60-64","100","80","33080","27570"
"In post","2022","Birmingham","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Unknown","20-29","710","690","25790","24880"
"In post","2022","Birmingham","Unknown","30-39","730","690","29840","27570"
"In post","2022","Birmingham","Unknown","40-49","650","590","32640","27570"
"In post","2022","Birmingham","Unknown","50-59","700","650","32030","27570"
"In post","2022","Birmingham","Unknown","60-64","220","180","31720","27570"
"In post","2022","Birmingham","Unknown","65+","60","40","30590","27570"
"In post","2022","Blackburn with Darwen","Heterosexual / straight","20-29","40","30","[c]","[c]"
"In post","2022","Blackburn with Darwen","Heterosexual / straight","30-39","70","60","27980","27570"
"In post","2022","Blackburn with Darwen","Heterosexual / straight","40-49","100","80","27200","27570"
"In post","2022","Blackburn with Darwen","Heterosexual / straight","50-59","100","90","27990","27570"
"In post","2022","Blackburn with Darwen","Heterosexual / straight","60-64","30","30","[c]","[c]"
"In post","2022","Blackburn with Darwen","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","LGBO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","LGBO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","LGBO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","LGBO","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Unknown","30-39","30","30","[c]","[c]"
"In post","2022","Blackburn with Darwen","Unknown","40-49","40","30","[c]","[c]"
"In post","2022","Blackburn with Darwen","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Heterosexual / straight","20-29","480","470","24760","21260"
"In post","2022","Blackpool","Heterosexual / straight","30-39","570","540","27740","27570"
"In post","2022","Blackpool","Heterosexual / straight","40-49","870","810","31460","27570"
"In post","2022","Blackpool","Heterosexual / straight","50-59","1380","1280","32530","27570"
"In post","2022","Blackpool","Heterosexual / straight","60-64","350","290","29120","27570"
"In post","2022","Blackpool","Heterosexual / straight","65+","110","80","27940","21260"
"In post","2022","Blackpool","LGBO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","LGBO","20-29","50","50","23820","21260"
"In post","2022","Blackpool","LGBO","30-39","50","50","27120","27570"
"In post","2022","Blackpool","LGBO","40-49","50","50","31400","27570"
"In post","2022","Blackpool","LGBO","50-59","60","50","28850","27570"
"In post","2022","Blackpool","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Undeclared","30-39","40","40","[c]","[c]"
"In post","2022","Blackpool","Undeclared","40-49","100","90","31300","27570"
"In post","2022","Blackpool","Undeclared","50-59","190","180","30470","27570"
"In post","2022","Blackpool","Undeclared","60-64","40","30","[c]","[c]"
"In post","2022","Blackpool","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Unknown","20-29","130","120","26030","27570"
"In post","2022","Blackpool","Unknown","30-39","170","150","28460","27570"
"In post","2022","Blackpool","Unknown","40-49","290","270","30840","27570"
"In post","2022","Blackpool","Unknown","50-59","440","400","31500","27570"
"In post","2022","Blackpool","Unknown","60-64","110","90","28250","26590"
"In post","2022","Blackpool","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Heterosexual / straight","20-29","50","50","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Heterosexual / straight","30-39","70","70","28450","27570"
"In post","2022","Bournemouth, Christchurch and Poole","Heterosexual / straight","40-49","130","120","28710","27570"
"In post","2022","Bournemouth, Christchurch and Poole","Heterosexual / straight","50-59","200","180","28810","27570"
"In post","2022","Bournemouth, Christchurch and Poole","Heterosexual / straight","60-64","80","70","27840","27100"
"In post","2022","Bournemouth, Christchurch and Poole","Heterosexual / straight","65+","30","20","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","LGBO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","LGBO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","LGBO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","LGBO","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Undeclared","50-59","40","30","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Unknown","50-59","40","30","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Heterosexual / straight","20-29","320","310","23810","21260"
"In post","2022","Bradford","Heterosexual / straight","30-39","340","310","25070","23170"
"In post","2022","Bradford","Heterosexual / straight","40-49","360","310","28140","27570"
"In post","2022","Bradford","Heterosexual / straight","50-59","470","430","28950","27570"
"In post","2022","Bradford","Heterosexual / straight","60-64","140","110","27400","26120"
"In post","2022","Bradford","Heterosexual / straight","65+","40","30","[c]","[c]"
"In post","2022","Bradford","LGBO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","LGBO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","LGBO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","LGBO","40-49","[c]","[c]","[c]","[c]"
