"Status","Year","Parent_department","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data & Technology","140","140","47360","48200"
"In post","2022","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","120","120","51040","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","80","80","42470","35100"
"In post","2022","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","No function","2440","2390","45400","39600"
"In post","2022","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","160","160","45370","48200"
"In post","2022","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning Inspectorate","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning Inspectorate","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning Inspectorate","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning Inspectorate","Digital, Data & Technology","40","30","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning Inspectorate","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning Inspectorate","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning Inspectorate","No function","710","640","43620","43740"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning Inspectorate","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Queen Elizabeth II Centre","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Queen Elizabeth II Centre","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Queen Elizabeth II Centre","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Queen Elizabeth II Centre","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Queen Elizabeth II Centre","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Queen Elizabeth II Centre","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Queen Elizabeth II Centre","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Queen Elizabeth II Centre","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Department for Transport (excl. agencies)","Analysis","340","330","47730","48770"
"In post","2022","Department for Transport","Department for Transport (excl. agencies)","Commercial","150","140","48010","42470"
"In post","2022","Department for Transport","Department for Transport (excl. agencies)","Communications","90","90","48280","42890"
"In post","2022","Department for Transport","Department for Transport (excl. agencies)","Digital, Data & Technology","130","130","42460","39040"
"In post","2022","Department for Transport","Department for Transport (excl. agencies)","Finance","190","180","49510","49240"
"In post","2022","Department for Transport","Department for Transport (excl. agencies)","Human Resources","100","90","44140","38650"
"In post","2022","Department for Transport","Department for Transport (excl. agencies)","No function","2110","2050","48670","43360"
"In post","2022","Department for Transport","Department for Transport (excl. agencies)","Project Delivery","410","410","51660","54110"
"In post","2022","Department for Transport","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Department for Transport (excl. agencies)","Security","140","130","44950","42890"
"In post","2022","Department for Transport","Driver and Vehicle Licensing Agency","Commercial","170","160","32390","30730"
"In post","2022","Department for Transport","Driver and Vehicle Licensing Agency","Communications","70","70","29690","26780"
"In post","2022","Department for Transport","Driver and Vehicle Licensing Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Driver and Vehicle Licensing Agency","Digital, Data & Technology","810","790","40460","38870"
"In post","2022","Department for Transport","Driver and Vehicle Licensing Agency","Finance","140","130","33050","30730"
"In post","2022","Department for Transport","Driver and Vehicle Licensing Agency","Human Resources","190","180","31740","30730"
"In post","2022","Department for Transport","Driver and Vehicle Licensing Agency","No function","4740","4090","22900","21840"
"In post","2022","Department for Transport","Driver and Vehicle Licensing Agency","Project Delivery","100","90","34640","30730"
"In post","2022","Department for Transport","Driver and Vehicle Licensing Agency","Property","70","60","30770","30730"
"In post","2022","Department for Transport","Driver and Vehicle Licensing Agency","Security","70","60","25290","24720"
"In post","2022","Department for Transport","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Driver and Vehicle Standards Agency","Analysis","60","60","29600","26780"
"In post","2022","Department for Transport","Driver and Vehicle Standards Agency","Commercial","60","50","35470","33890"
"In post","2022","Department for Transport","Driver and Vehicle Standards Agency","Communications","50","40","[c]","[c]"
"In post","2022","Department for Transport","Driver and Vehicle Standards Agency","Counter Fraud","50","50","[c]","[c]"
"In post","2022","Department for Transport","Driver and Vehicle Standards Agency","Digital, Data & Technology","230","230","35780","31380"
"In post","2022","Department for Transport","Driver and Vehicle Standards Agency","Finance","100","100","37990","33860"
"In post","2022","Department for Transport","Driver and Vehicle Standards Agency","Human Resources","120","120","35660","33350"
"In post","2022","Department for Transport","Driver and Vehicle Standards Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Driver and Vehicle Standards Agency","No function","4100","3850","28470","26780"
"In post","2022","Department for Transport","Driver and Vehicle Standards Agency","Project Delivery","90","80","37130","33370"
"In post","2022","Department for Transport","Driver and Vehicle Standards Agency","Property","40","40","[c]","[c]"
"In post","2022","Department for Transport","Driver and Vehicle Standards Agency","Security","30","30","[c]","[c]"
"In post","2022","Department for Transport","Maritime and Coastguard Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Maritime and Coastguard Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Maritime and Coastguard Agency","Digital, Data & Technology","100","100","37560","32180"
"In post","2022","Department for Transport","Maritime and Coastguard Agency","Finance","40","40","[c]","[c]"
"In post","2022","Department for Transport","Maritime and Coastguard Agency","Human Resources","40","30","[c]","[c]"
"In post","2022","Department for Transport","Maritime and Coastguard Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Maritime and Coastguard Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Maritime and Coastguard Agency","No function","980","950","37480","34730"
"In post","2022","Department for Transport","Maritime and Coastguard Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Vehicle Certification Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Vehicle Certification Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Vehicle Certification Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Vehicle Certification Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Vehicle Certification Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Vehicle Certification Agency","No function","170","160","35990","34290"
