"Status","Year","Organisation","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","HM Treasury (excl. agencies)","Communications","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Corporate Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Corporate Finance","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Corporate Finance","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Economics","16-19","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Economics","20-29","120","120","35670","32320"
"In post","2021","HM Treasury (excl. agencies)","Economics","30-39","30","30","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Economics","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Economics","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Finance","16-19","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Finance","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Finance","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Finance","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Human Resources","16-19","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Human Resources","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Human Resources","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Human Resources","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Human Resources","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Human Resources","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Operational Delivery","20-29","50","50","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Operational Delivery","30-39","30","30","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Operational Delivery","50-59","40","40","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Operational Research","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Operational Research","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Operational Research","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Operational Research","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Policy","16-19","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Policy","20-29","710","710","39970","33820"
"In post","2021","HM Treasury (excl. agencies)","Policy","30-39","450","440","57540","59050"
"In post","2021","HM Treasury (excl. agencies)","Policy","40-49","120","110","66530","68270"
"In post","2021","HM Treasury (excl. agencies)","Policy","50-59","60","50","61740","53710"
"In post","2021","HM Treasury (excl. agencies)","Policy","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Policy","65+","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Statistics","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Statistics","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Statistics","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Statistics","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Statistics","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Tax","20-29","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Tax","30-39","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Tax","40-49","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Tax","50-59","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Tax","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Commercial","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Commercial","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Commercial","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Commercial","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Commercial","50-59","30","30","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Commercial","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Commercial","65+","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Communications","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Communications","20-29","40","40","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Communications","30-39","70","70","50120","46310"
"In post","2021","Home Office (incl. agencies)","Communications","40-49","40","40","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Communications","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Communications","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","30-39","40","30","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","40-49","60","50","27980","25310"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","50-59","60","50","25970","25310"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","20-29","160","160","39000","37460"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","30-39","300","290","46950","43710"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","40-49","340","340","53420","52280"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","50-59","340","340","53380","48860"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","60-64","70","70","55130","52340"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Economics","20-29","80","80","38730","35050"
"In post","2021","Home Office (incl. agencies)","Economics","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Economics","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Economics","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Economics","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Finance","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Finance","30-39","60","60","46120","41970"
"In post","2021","Home Office (incl. agencies)","Finance","40-49","70","60","47220","42410"
"In post","2021","Home Office (incl. agencies)","Finance","50-59","100","100","48960","42480"
"In post","2021","Home Office (incl. agencies)","Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Finance","65+","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Human Resources","20-29","50","50","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Human Resources","30-39","110","110","42240","36320"
"In post","2021","Home Office (incl. agencies)","Human Resources","40-49","190","180","45360","39360"
"In post","2021","Home Office (incl. agencies)","Human Resources","50-59","180","170","43010","37510"
"In post","2021","Home Office (incl. agencies)","Human Resources","60-64","30","30","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Human Resources","65+","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","20-29","100","100","27000","24980"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","30-39","330","310","29110","27370"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","40-49","430","400","30140","28350"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","50-59","410","400","30440","27370"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","60-64","90","70","29800","27370"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","65+","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Knowledge and Information Management","50-59","40","30","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Operational Delivery","16-19","70","60","21550","21430"
"In post","2021","Home Office (incl. agencies)","Operational Delivery","20-29","3590","3460","24600","24890"
"In post","2021","Home Office (incl. agencies)","Operational Delivery","30-39","5920","5510","27130","25220"
"In post","2021","Home Office (incl. agencies)","Operational Delivery","40-49","6270","5810","29240","26200"
"In post","2021","Home Office (incl. agencies)","Operational Delivery","50-59","6910","6330","29350","27370"
"In post","2021","Home Office (incl. agencies)","Operational Delivery","60-64","1650","1290","27140","25630"
"In post","2021","Home Office (incl. agencies)","Operational Delivery","65+","590","420","26460","25630"
"In post","2021","Home Office (incl. agencies)","Operational Research","20-29","50","50","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Operational Research","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Operational Research","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Operational Research","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Other","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Other","20-29","390","390","31570","28670"
"In post","2021","Home Office (incl. agencies)","Other","30-39","400","390","37690","35070"
"In post","2021","Home Office (incl. agencies)","Other","40-49","400","380","37820","35070"
"In post","2021","Home Office (incl. agencies)","Other","50-59","430","390","34490","30830"
"In post","2021","Home Office (incl. agencies)","Other","60-64","120","100","31050","28920"
"In post","2021","Home Office (incl. agencies)","Other","65+","50","40","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Policy","20-29","510","510","40700","37450"
"In post","2021","Home Office (incl. agencies)","Policy","30-39","720","700","51050","57430"
"In post","2021","Home Office (incl. agencies)","Policy","40-49","520","490","55520","57460"
"In post","2021","Home Office (incl. agencies)","Policy","50-59","300","300","53490","52280"
"In post","2021","Home Office (incl. agencies)","Policy","60-64","60","50","49990","42410"
"In post","2021","Home Office (incl. agencies)","Policy","65+","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","20-29","160","150","34920","35050"
"In post","2021","Home Office (incl. agencies)","Project Delivery","30-39","320","320","43780","41950"
