"Status","Year","Disability","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Attorney General's Departments","970","940","38510","38000"
"In post","2022","Unknown","Heterosexual / straight","Cabinet Office","360","350","41150","38980"
"In post","2022","Unknown","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Charity Commission","30","30","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","670","640","37550","34500"
"In post","2022","Unknown","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Department for Education","1330","1300","37840","36500"
"In post","2022","Unknown","Heterosexual / straight","Department for Environment, Food and Rural Affairs","80","80","40750","36430"
"In post","2022","Unknown","Heterosexual / straight","Department for International Trade","330","320","46520","41450"
"In post","2022","Unknown","Heterosexual / straight","Department for Levelling Up, Housing and Communities","90","80","42780","40720"
"In post","2022","Unknown","Heterosexual / straight","Department for Transport","220","210","30230","26840"
"In post","2022","Unknown","Heterosexual / straight","Department for Work and Pensions","390","360","28580","27570"
"In post","2022","Unknown","Heterosexual / straight","Department of Health and Social Care","2060","1980","46970","40850"
"In post","2022","Unknown","Heterosexual / straight","Food Standards Agency","40","40","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Foreign, Commonwealth and Development Office","230","230","54190","54750"
"In post","2022","Unknown","Heterosexual / straight","HM Land Registry","500","480","27930","22600"
"In post","2022","Unknown","Heterosexual / straight","HM Revenue and Customs","1910","1700","32000","28010"
"In post","2022","Unknown","Heterosexual / straight","HM Treasury","50","50","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Home Office","1280","1260","33370","28650"
"In post","2022","Unknown","Heterosexual / straight","Ministry of Defence","3050","2930","33770","31470"
"In post","2022","Unknown","Heterosexual / straight","Ministry of Justice","550","520","28200","25480"
"In post","2022","Unknown","Heterosexual / straight","National Crime Agency","2670","2620","39120","36740"
"In post","2022","Unknown","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","70","70","44150","51360"
"In post","2022","Unknown","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Scottish Government","3070","2890","39830","35000"
"In post","2022","Unknown","Heterosexual / straight","The National Archives","40","40","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","UK Statistics Authority","1140","1020","32740","30710"
"In post","2022","Unknown","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Welsh Government","150","150","36640","31210"
"In post","2022","Unknown","LGBO","Attorney General's Departments","60","60","31840","26970"
"In post","2022","Unknown","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Department for Business, Energy and Industrial Strategy","60","60","38370","33570"
"In post","2022","Unknown","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Department for Education","120","120","37560","34720"
"In post","2022","Unknown","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Department for International Trade","40","40","[c]","[c]"
"In post","2022","Unknown","LGBO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Department of Health and Social Care","210","200","45000","40650"
"In post","2022","Unknown","LGBO","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","HM Land Registry","50","50","[c]","[c]"
"In post","2022","Unknown","LGBO","HM Revenue and Customs","120","110","31080","26820"
"In post","2022","Unknown","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Home Office","110","110","33130","27740"
"In post","2022","Unknown","LGBO","Ministry of Defence","120","110","31280","27780"
"In post","2022","Unknown","LGBO","Ministry of Justice","50","50","[c]","[c]"
"In post","2022","Unknown","LGBO","National Crime Agency","140","140","36720","36200"
"In post","2022","Unknown","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Scottish Government","200","190","36850","35000"
"In post","2022","Unknown","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","UK Statistics Authority","90","90","33140","30210"
"In post","2022","Unknown","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Attorney General's Departments","90","80","38610","32290"
"In post","2022","Unknown","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Department for Business, Energy and Industrial Strategy","160","150","39390","37860"
"In post","2022","Unknown","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Department for Education","120","120","39490","36500"
"In post","2022","Unknown","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Department for Levelling Up, Housing and Communities","50","50","46280","45060"
"In post","2022","Unknown","Undeclared","Department for Transport","40","40","[c]","[c]"
"In post","2022","Unknown","Undeclared","Department for Work and Pensions","40","30","[c]","[c]"
"In post","2022","Unknown","Undeclared","Department of Health and Social Care","1690","1630","46830","41130"
"In post","2022","Unknown","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","HM Revenue and Customs","300","260","32430","28920"
"In post","2022","Unknown","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Home Office","80","80","[c]","[c]"
"In post","2022","Unknown","Undeclared","Ministry of Defence","600","580","36070","33300"
"In post","2022","Unknown","Undeclared","Ministry of Justice","50","50","[c]","[c]"
"In post","2022","Unknown","Undeclared","National Crime Agency","230","230","38500","36410"
"In post","2022","Unknown","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Scottish Government","170","160","41390","36130"
"In post","2022","Unknown","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","UK Statistics Authority","70","60","32930","30710"
"In post","2022","Unknown","Undeclared","Welsh Government","50","50","[c]","[c]"
"In post","2022","Unknown","Unknown","Attorney General's Departments","870","800","49360","52130"
"In post","2022","Unknown","Unknown","Cabinet Office","4200","4150","46120","34020"
"In post","2022","Unknown","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Charity Commission","170","160","32510","29160"
"In post","2022","Unknown","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","1490","1440","35310","31000"
"In post","2022","Unknown","Unknown","Department for Digital, Culture, Media and Sport","150","150","47100","51730"
"In post","2022","Unknown","Unknown","Department for Education","640","620","41330","36500"
"In post","2022","Unknown","Unknown","Department for Environment, Food and Rural Affairs","1150","1090","38860","35900"
"In post","2022","Unknown","Unknown","Department for International Trade","660","660","45420","40050"
"In post","2022","Unknown","Unknown","Department for Levelling Up, Housing and Communities","450","430","44650","40600"
"In post","2022","Unknown","Unknown","Department for Transport","2350","2240","31280","26700"
"In post","2022","Unknown","Unknown","Department for Work and Pensions","2920","2800","30130","27570"
"In post","2022","Unknown","Unknown","Department of Health and Social Care","1970","1890","48840","42120"
"In post","2022","Unknown","Unknown","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Food Standards Agency","30","30","[c]","[c]"
"In post","2022","Unknown","Unknown","Foreign, Commonwealth and Development Office","1190","1170","48200","51420"
"In post","2022","Unknown","Unknown","HM Land Registry","960","920","27440","22600"
"In post","2022","Unknown","Unknown","HM Revenue and Customs","17350","16240","30060","26820"
