"Status","Year","Sexual_orientation","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Water Services Regulation Authority","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","Unknown","30","30","[c]","[c]"
"In post","2022","Unknown","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Government","Declared non-disabled","50","50","[c]","[c]"
"In post","2022","Unknown","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Government","Unknown","180","170","40820","33190"
"Leaver CS","2021","Heterosexual / straight","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Attorney General's Departments","Declared non-disabled","200","180","47480","51120"
"Leaver CS","2021","Heterosexual / straight","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Attorney General's Departments","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Cabinet Office","Declared non-disabled","110","110","49980","40000"
"Leaver CS","2021","Heterosexual / straight","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Competition and Markets Authority","Declared non-disabled","70","60","50150","45640"
"Leaver CS","2021","Heterosexual / straight","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Declared non-disabled","160","150","44000","39250"
"Leaver CS","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Education","Declared non-disabled","190","180","44790","40510"
"Leaver CS","2021","Heterosexual / straight","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for International Trade","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Transport","Declared disabled","50","40","25620","21590"
"Leaver CS","2021","Heterosexual / straight","Department for Transport","Declared non-disabled","310","260","30920","26380"
"Leaver CS","2021","Heterosexual / straight","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Work and Pensions","Declared disabled","450","370","26940","26890"
"Leaver CS","2021","Heterosexual / straight","Department for Work and Pensions","Declared non-disabled","1870","1630","26720","25110"
"Leaver CS","2021","Heterosexual / straight","Department for Work and Pensions","Undeclared","70","60","27060","26890"
"Leaver CS","2021","Heterosexual / straight","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department of Health and Social Care","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department of Health and Social Care","Declared non-disabled","460","400","39770","32650"
"Leaver CS","2021","Heterosexual / straight","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department of Health and Social Care","Unknown","90","80","41700","33940"
"Leaver CS","2021","Heterosexual / straight","ESTYN","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","ESTYN","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office","Declared non-disabled","70","60","44110","38600"
"Leaver CS","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","HM Land Registry","Declared non-disabled","100","80","32430","27130"
"Leaver CS","2021","Heterosexual / straight","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","HM Revenue and Customs","Declared non-disabled","110","90","30560","26000"
"Leaver CS","2021","Heterosexual / straight","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","HM Treasury","Declared non-disabled","60","60","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Home Office","Declared disabled","110","90","29530","25310"
"Leaver CS","2021","Heterosexual / straight","Home Office","Declared non-disabled","820","710","30130","25310"
"Leaver CS","2021","Heterosexual / straight","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Ministry of Defence","Declared disabled","280","260","30800","26670"
"Leaver CS","2021","Heterosexual / straight","Ministry of Defence","Declared non-disabled","1570","1470","32540","29670"
"Leaver CS","2021","Heterosexual / straight","Ministry of Defence","Undeclared","100","100","31950","28780"
"Leaver CS","2021","Heterosexual / straight","Ministry of Defence","Unknown","220","200","31570","29930"
"Leaver CS","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government","Declared non-disabled","80","70","42150","40750"
"Leaver CS","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Ministry of Justice","Declared disabled","490","440","23880","20100"
"Leaver CS","2021","Heterosexual / straight","Ministry of Justice","Declared non-disabled","2550","2330","27020","21180"
"Leaver CS","2021","Heterosexual / straight","Ministry of Justice","Undeclared","230","200","25380","20520"
"Leaver CS","2021","Heterosexual / straight","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","National Crime Agency","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","National Crime Agency","Unknown","60","60","44490","42430"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office for Standards in Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office for Standards in Education","Declared non-disabled","90","80","53550","51360"
"Leaver CS","2021","Heterosexual / straight","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office of Gas and Electricity Markets","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other Cabinet Office Agencies","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other Cabinet Office Agencies","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scotland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scotland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
