"Status","Year","Parent_department","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Chancellor's other departments","G6/G7","Analysis","130","120","83540","78140"
"In post","2022","Chancellor's other departments","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","G6/G7","No function","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","SEO/HEO","Analysis","60","60","40960","39720"
"In post","2022","Chancellor's other departments","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","AA/AO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","AA/AO","No function","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","EO","No function","90","90","25110","24440"
"In post","2022","Charity Commission","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","EO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","EO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","G6/G7","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","G6/G7","No function","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","SEO/HEO","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","Charity Commission","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","SEO/HEO","No function","170","160","31850","29160"
"In post","2022","Charity Commission","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","AA/AO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","EO","Project Delivery","40","40","[c]","[c]"
"In post","2022","Competition and Markets Authority","EO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","EO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","G6/G7","Analysis","90","80","64210","60210"
"In post","2022","Competition and Markets Authority","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","G6/G7","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","Competition and Markets Authority","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","G6/G7","Legal","110","100","67210","71370"
"In post","2022","Competition and Markets Authority","G6/G7","Project Delivery","180","170","66280","62980"
"In post","2022","Competition and Markets Authority","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","SCS","Legal","30","30","[c]","[c]"
"In post","2022","Competition and Markets Authority","SCS","Project Delivery","70","60","108750","99920"
"In post","2022","Competition and Markets Authority","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","SEO/HEO","Analysis","30","30","[c]","[c]"
"In post","2022","Competition and Markets Authority","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","SEO/HEO","Project Delivery","90","80","36140","34870"
"In post","2022","Competition and Markets Authority","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Counter Fraud","90","80","21900","22740"
"In post","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Digital, Data & Technology","120","120","20480","20910"
"In post","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Finance","40","40","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","AA/AO","No function","1190","1080","21620","21130"
"In post","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","EO","Analysis","60","50","27550","27680"
"In post","2022","Department for Business, Energy and Industrial Strategy","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","EO","Counter Fraud","60","50","25630","25010"
"In post","2022","Department for Business, Energy and Industrial Strategy","EO","Digital, Data & Technology","250","250","28240","27380"
"In post","2022","Department for Business, Energy and Industrial Strategy","EO","Finance","40","40","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","EO","Human Resources","60","60","26030","25630"
"In post","2022","Department for Business, Energy and Industrial Strategy","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","EO","No function","1330","1270","26240","25460"
"In post","2022","Department for Business, Energy and Industrial Strategy","EO","Project Delivery","70","70","25810","24650"
"In post","2022","Department for Business, Energy and Industrial Strategy","EO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","EO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Analysis","90","90","60620","57850"
"In post","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Commercial","140","130","52910","48540"
"In post","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Communications","60","60","58740","58430"
"In post","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Digital, Data & Technology","420","400","55540","54650"
"In post","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Finance","110","110","59850","58930"
"In post","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Human Resources","120","110","55640","53940"
"In post","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Legal","50","50","59580","58340"
"In post","2022","Department for Business, Energy and Industrial Strategy","G6/G7","No function","2650","2580","58330","56590"
"In post","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Project Delivery","310","300","53860","52930"
"In post","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","SCS","Finance","[c]","[c]","[c]","[c]"
