"Status","Year","Parent_department","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","No function","Female","150","140","43110","38000"
"In post","2022","Office of Qualifications and Examinations Regulation","No function","Male","70","70","49470","46660"
"In post","2022","Office of Qualifications and Examinations Regulation","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Analysis","Male","30","30","[c]","[c]"
"In post","2022","Office of Rail and Road","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","No function","Female","100","90","49660","50810"
"In post","2022","Office of Rail and Road","No function","Male","140","140","58910","57540"
"In post","2022","Office of Rail and Road","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","No function","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","No function","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Unknown","Female","50","50","47620","48670"
"In post","2022","Office of the Secretary of State for Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","No function","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","No function","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Commercial","Female","50","40","[c]","[c]"
"In post","2022","Scottish Government","Commercial","Male","60","60","34720","29550"
"In post","2022","Scottish Government","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Digital, Data & Technology","Female","70","70","39470","37250"
"In post","2022","Scottish Government","Digital, Data & Technology","Male","170","170","39450","36360"
"In post","2022","Scottish Government","Finance","Female","110","100","36380","33490"
"In post","2022","Scottish Government","Finance","Male","40","40","[c]","[c]"
"In post","2022","Scottish Government","Human Resources","Female","180","170","35150","35000"
"In post","2022","Scottish Government","Human Resources","Male","70","70","38500","39530"
"In post","2022","Scottish Government","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Legal","Female","550","510","53360","53490"
"In post","2022","Scottish Government","Legal","Male","240","240","53880","53490"
"In post","2022","Scottish Government","No function","Female","4130","3810","29100","27080"
"In post","2022","Scottish Government","No function","Male","3920","3680","32080","34600"
"In post","2022","Scottish Government","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Property","Female","40","30","[c]","[c]"
"In post","2022","Scottish Government","Property","Male","240","230","33090","31050"
"In post","2022","Scottish Government","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Unknown","Female","8420","7940","39780","34600"
"In post","2022","Scottish Government","Unknown","Male","6920","6790","40610","36130"
"In post","2022","The National Archives","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Digital, Data & Technology","Female","60","60","39910","38250"
"In post","2022","The National Archives","Digital, Data & Technology","Male","70","70","40870","40130"
"In post","2022","The National Archives","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","No function","Female","190","180","34160","30930"
"In post","2022","The National Archives","No function","Male","150","140","33660","28460"
"In post","2022","The National Archives","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Commercial","Female","80","80","45190","42750"
"In post","2022","UK Export Finance","Commercial","Male","130","130","56790","51680"
"In post","2022","UK Export Finance","Communications","Female","40","40","[c]","[c]"
"In post","2022","UK Export Finance","Communications","Male","30","30","[c]","[c]"
"In post","2022","UK Export Finance","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Finance","Male","40","40","[c]","[c]"
"In post","2022","UK Export Finance","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Analysis","Female","1110","1040","37600","36840"
"In post","2022","UK Statistics Authority","Analysis","Male","860","840","38840","36840"
"In post","2022","UK Statistics Authority","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Communications","Female","40","40","[c]","[c]"
"In post","2022","UK Statistics Authority","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Digital, Data & Technology","Female","230","220","41890","37360"
"In post","2022","UK Statistics Authority","Digital, Data & Technology","Male","440","430","41910","37570"
"In post","2022","UK Statistics Authority","Finance","Female","30","30","[c]","[c]"
"In post","2022","UK Statistics Authority","Finance","Male","[c]","[c]","[c]","[c]"
