"Status","Year","Parent_department","Disability","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Declared disabled","Female","30","30","[c]","[c]"
"Leaver CS","2021","Scottish Government","Declared disabled","Male","40","40","[c]","[c]"
"Leaver CS","2021","Scottish Government","Declared non-disabled","Female","160","140","37590","32140"
"Leaver CS","2021","Scottish Government","Declared non-disabled","Male","170","160","38970","34150"
"Leaver CS","2021","Scottish Government","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Unknown","Female","240","210","32510","26850"
"Leaver CS","2021","Scottish Government","Unknown","Male","290","270","35240","33650"
"Leaver CS","2021","The National Archives","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Declared non-disabled","Female","50","40","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Declared non-disabled","Male","50","40","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","Female","80","60","24930","19130"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","Male","100","90","27110","19520"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Declared non-disabled","Female","60","50","39610","36500"
"Leaver CS","2021","Welsh Government","Declared non-disabled","Male","60","50","47690","37410"
"Leaver CS","2021","Welsh Government","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Declared disabled","Female","40","30","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Declared non-disabled","Female","260","220","44300","50500"
"Leaver CS","2022","Attorney General's Departments","Declared non-disabled","Male","170","150","49070","50880"
"Leaver CS","2022","Attorney General's Departments","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Unknown","Female","110","100","38870","38000"
"Leaver CS","2022","Attorney General's Departments","Unknown","Male","60","60","41600","43920"
"Leaver CS","2022","Cabinet Office","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Declared disabled","Male","30","30","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Declared non-disabled","Female","170","160","45940","40600"
"Leaver CS","2022","Cabinet Office","Declared non-disabled","Male","180","170","53610","54700"
"Leaver CS","2022","Cabinet Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","Female","170","160","49860","40600"
"Leaver CS","2022","Cabinet Office","Unknown","Male","220","220","50900","40600"
"Leaver CS","2022","Chancellor's other departments","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared non-disabled","Female","50","40","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared non-disabled","Male","40","40","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Female","210","190","36840","33640"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Male","270","260","43450","40050"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Female","120","100","30840","26380"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Male","160","140","33070","30770"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","Female","60","50","40110","34310"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","Male","50","50","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Declared non-disabled","Female","100","90","46450","40680"
"Leaver CS","2022","Department for Education","Declared non-disabled","Male","110","100","46090","40510"
"Leaver CS","2022","Department for Education","Undeclared","Female","[c]","[c]","[c]","[c]"
