"Status","Year","Function_of_post","Sexual_orientation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Analysis","LGBO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","LGBO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","LGBO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Economics","40","40","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","Commercial","90","80","39750","36350"
"Leaver CS","2021","Commercial","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","50","50","81240","69000"
"Leaver CS","2021","Communications","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Heterosexual / straight","Communications","100","90","37090","33100"
"Leaver CS","2021","Communications","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Communications","60","50","37940","36970"
"Leaver CS","2021","Communications","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Heterosexual / straight","Digital, Data and Technology","170","170","43090","38450"
"Leaver CS","2021","Digital, Data & Technology","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Digital, Data and Technology","140","140","41160","38000"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","Finance","130","120","40870","36860"
"Leaver CS","2021","Finance","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Finance","30","30","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","Operational Delivery","90","80","24610","21050"
"Leaver CS","2021","Grants Management","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Heterosexual / straight","Human Resources","190","180","38900","33630"
"Leaver CS","2021","Human Resources","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
