"Status","Year","Ethnicity","Region_ITL1","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","North East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North East (England)","Unknown","80","80","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","No function","60","60","24740","21050"
"Leaver Dept.","2021","Unknown","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","Unknown","160","160","[c]","[c]"
"Leaver Dept.","2021","Unknown","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland","Unknown","110","110","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","No function","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","No function","380","380","32800","32000"
"Leaver Dept.","2021","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wales","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wales","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wales","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wales","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Unknown","100","80","[c]","[c]"
"Leaver Dept.","2021","White","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","East Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","East Midlands (England)","No function","70","70","23610","21170"
"Leaver Dept.","2021","White","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","East Midlands (England)","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","White","East of England","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","East of England","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","East of England","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","East of England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","East of England","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","East of England","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","East of England","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","East of England","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","East of England","No function","40","30","[c]","[c]"
"Leaver Dept.","2021","White","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","East of England","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","East of England","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","East of England","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","White","London","Analysis","120","120","42740","39350"
"Leaver Dept.","2021","White","London","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","London","Communications","80","80","45240","40220"
"Leaver Dept.","2021","White","London","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","London","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","London","Digital, Data & Technology","70","60","53710","54700"
"Leaver Dept.","2021","White","London","Finance","50","50","[c]","[c]"
"Leaver Dept.","2021","White","London","Human Resources","120","120","43310","36800"
"Leaver Dept.","2021","White","London","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","London","Legal","80","80","48810","51040"
"Leaver Dept.","2021","White","London","No function","990","960","47000","41820"
"Leaver Dept.","2021","White","London","Project Delivery","90","90","48850","45200"
"Leaver Dept.","2021","White","London","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","London","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","London","Unknown","900","770","46890","41950"
"Leaver Dept.","2021","White","North East (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North East (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North East (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North East (England)","Human Resources","30","30","[c]","[c]"
"Leaver Dept.","2021","White","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North East (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North East (England)","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North East (England)","Unknown","360","340","26890","25400"
"Leaver Dept.","2021","White","North West (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Human Resources","30","30","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","No function","70","60","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Unknown","500","470","28850","27570"
"Leaver Dept.","2021","White","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northern Ireland","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","No function","60","60","26910","24050"
"Leaver Dept.","2021","White","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Unknown","300","290","28070","27570"
"Leaver Dept.","2021","White","South East (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","No function","140","130","30150","27930"
"Leaver Dept.","2021","White","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Unknown","90","80","31220","27870"
"Leaver Dept.","2021","White","South West (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
