"Status","Year","Sex","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Male","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Competition and Markets Authority","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Business, Energy and Industrial Strategy","20-29","70","70","29570","28900"
"Leaver CS","2021","Male","Department for Business, Energy and Industrial Strategy","30-39","70","60","42570","39650"
"Leaver CS","2021","Male","Department for Business, Energy and Industrial Strategy","40-49","30","30","[c]","[c]"
"Leaver CS","2021","Male","Department for Business, Energy and Industrial Strategy","50-59","50","50","[c]","[c]"
"Leaver CS","2021","Male","Department for Business, Energy and Industrial Strategy","60-64","40","30","[c]","[c]"
"Leaver CS","2021","Male","Department for Business, Energy and Industrial Strategy","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Digital, Culture, Media and Sport","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Education","20-29","40","40","[c]","[c]"
"Leaver CS","2021","Male","Department for Education","30-39","50","40","[c]","[c]"
"Leaver CS","2021","Male","Department for Education","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Education","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Education","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Education","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Environment, Food and Rural Affairs","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Environment, Food and Rural Affairs","20-29","80","80","24290","23660"
"Leaver CS","2021","Male","Department for Environment, Food and Rural Affairs","30-39","40","40","[c]","[c]"
"Leaver CS","2021","Male","Department for Environment, Food and Rural Affairs","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Environment, Food and Rural Affairs","50-59","40","40","[c]","[c]"
"Leaver CS","2021","Male","Department for Environment, Food and Rural Affairs","60-64","40","40","[c]","[c]"
"Leaver CS","2021","Male","Department for Environment, Food and Rural Affairs","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for International Trade","20-29","30","30","[c]","[c]"
"Leaver CS","2021","Male","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Transport","20-29","70","70","24950","21590"
"Leaver CS","2021","Male","Department for Transport","30-39","60","60","32800","29930"
"Leaver CS","2021","Male","Department for Transport","40-49","50","50","34260","28700"
"Leaver CS","2021","Male","Department for Transport","50-59","80","70","36270","28220"
"Leaver CS","2021","Male","Department for Transport","60-64","80","60","36740","30910"
"Leaver CS","2021","Male","Department for Transport","65+","90","60","33420","26780"
"Leaver CS","2021","Male","Department for Work and Pensions","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Work and Pensions","20-29","300","300","24750","21010"
"Leaver CS","2021","Male","Department for Work and Pensions","30-39","230","230","26880","27570"
"Leaver CS","2021","Male","Department for Work and Pensions","40-49","230","220","27740","25110"
"Leaver CS","2021","Male","Department for Work and Pensions","50-59","360","340","29000","27570"
"Leaver CS","2021","Male","Department for Work and Pensions","60-64","290","250","31120","27570"
"Leaver CS","2021","Male","Department for Work and Pensions","65+","280","200","27480","26120"
"Leaver CS","2021","Male","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department of Health and Social Care","20-29","60","40","[c]","[c]"
"Leaver CS","2021","Male","Department of Health and Social Care","30-39","60","50","38350","36330"
"Leaver CS","2021","Male","Department of Health and Social Care","40-49","60","50","[c]","[c]"
"Leaver CS","2021","Male","Department of Health and Social Care","50-59","50","40","[c]","[c]"
"Leaver CS","2021","Male","Department of Health and Social Care","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department of Health and Social Care","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department of Health and Social Care","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Male","ESTYN","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","ESTYN","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","ESTYN","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","ESTYN","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Foreign, Commonwealth and Development Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Foreign, Commonwealth and Development Office","20-29","30","[c]","[c]","[c]"
"Leaver CS","2021","Male","Foreign, Commonwealth and Development Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Foreign, Commonwealth and Development Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Foreign, Commonwealth and Development Office","50-59","40","[c]","[c]","[c]"
"Leaver CS","2021","Male","Foreign, Commonwealth and Development Office","60-64","40","[c]","[c]","[c]"
"Leaver CS","2021","Male","Foreign, Commonwealth and Development Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","HM Land Registry","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","HM Land Registry","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","HM Revenue and Customs","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","HM Revenue and Customs","20-29","330","310","25880","24500"
"Leaver CS","2021","Male","HM Revenue and Customs","30-39","200","190","[c]","[c]"
"Leaver CS","2021","Male","HM Revenue and Customs","40-49","220","210","[c]","[c]"
"Leaver CS","2021","Male","HM Revenue and Customs","50-59","690","660","[c]","[c]"
"Leaver CS","2021","Male","HM Revenue and Customs","60-64","510","430","[c]","[c]"
"Leaver CS","2021","Male","HM Revenue and Customs","65+","290","210","[c]","[c]"
"Leaver CS","2021","Male","HM Treasury","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","HM Treasury","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","HM Treasury","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","HM Treasury","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Home Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Home Office","20-29","150","140","27060","24890"
"Leaver CS","2021","Male","Home Office","30-39","100","100","30400","25310"
"Leaver CS","2021","Male","Home Office","40-49","80","70","34870","27880"
"Leaver CS","2021","Male","Home Office","50-59","170","160","35180","27370"
"Leaver CS","2021","Male","Home Office","60-64","90","80","33490","30310"
"Leaver CS","2021","Male","Home Office","65+","70","50","29730","27240"
"Leaver CS","2021","Male","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Ministry of Defence","20-29","310","310","25070","24970"
"Leaver CS","2021","Male","Ministry of Defence","30-39","210","210","32750","30960"
"Leaver CS","2021","Male","Ministry of Defence","40-49","170","160","35350","32430"
"Leaver CS","2021","Male","Ministry of Defence","50-59","480","470","37510","34260"
"Leaver CS","2021","Male","Ministry of Defence","60-64","510","480","36460","33300"
"Leaver CS","2021","Male","Ministry of Defence","65+","400","360","31060","28910"
"Leaver CS","2021","Male","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Ministry of Housing, Communities and Local Government","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Ministry of Housing, Communities and Local Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Ministry of Housing, Communities and Local Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Ministry of Housing, Communities and Local Government","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Ministry of Housing, Communities and Local Government","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Ministry of Housing, Communities and Local Government","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Ministry of Justice","20-29","700","690","24360","21940"
"Leaver CS","2021","Male","Ministry of Justice","30-39","540","530","28760","22680"
"Leaver CS","2021","Male","Ministry of Justice","40-49","350","340","32420","23430"
"Leaver CS","2021","Male","Ministry of Justice","50-59","560","540","32440","22450"
"Leaver CS","2021","Male","Ministry of Justice","60-64","350","290","28690","20690"
"Leaver CS","2021","Male","Ministry of Justice","65+","380","280","22830","20100"
"Leaver CS","2021","Male","National Crime Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","National Crime Agency","50-59","40","40","[c]","[c]"
"Leaver CS","2021","Male","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office for Standards in Education","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office for Standards in Education","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office for Standards in Education","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office for Standards in Education","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office for Standards in Education","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office for Standards in Education","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Gas and Electricity Markets","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Gas and Electricity Markets","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Gas and Electricity Markets","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Qualifications and Examinations Regulation","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Rail and Road","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Rail and Road","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other Cabinet Office Agencies","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other Cabinet Office Agencies","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other Cabinet Office Agencies","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other Cabinet Office Agencies","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other Cabinet Office Agencies","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other Cabinet Office Agencies","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scotland Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scotland Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scotland Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scotland Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scotland Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scotland Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scottish Government","20-29","70","70","24700","23340"
"Leaver CS","2021","Male","Scottish Government","30-39","80","70","32410","30790"
"Leaver CS","2021","Male","Scottish Government","40-49","50","40","[c]","[c]"
"Leaver CS","2021","Male","Scottish Government","50-59","120","110","40190","33650"
"Leaver CS","2021","Male","Scottish Government","60-64","120","110","42630","35110"
"Leaver CS","2021","Male","Scottish Government","65+","70","60","35020","31910"
