"Status","Year","Sex","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","Project Delivery","Science and Engineering","3110","3040","39020","38000"
"In post","2022","Male","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Male","Project Delivery","Tax","340","320","35460","33370"
"In post","2022","Male","Project Delivery","Unknown","190","190","61190","54700"
"In post","2022","Male","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Property","Finance","40","40","[c]","[c]"
"In post","2022","Male","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","Property","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","Property","Operational Delivery","480","470","30460","22110"
"In post","2022","Male","Property","Other","390","380","29140","26900"
"In post","2022","Male","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","Property","Project Delivery","40","40","[c]","[c]"
"In post","2022","Male","Property","Property","4360","4240","39380","35900"
"In post","2022","Male","Property","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Property","Unknown","60","50","53610","54700"
"In post","2022","Male","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Security","Intelligence Analysis","690","680","39360","36460"
"In post","2022","Male","Security","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2022","Male","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Security","Other","[c]","[c]","[c]","[c]"
"In post","2022","Male","Security","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Male","Security","Security","6680","6560","31850","28750"
"In post","2022","Male","Security","Unknown","480","470","34860","33300"
"In post","2022","Male","Unknown","Commercial","80","80","37980","37450"
"In post","2022","Male","Unknown","Communications","130","120","45570","41980"
"In post","2022","Male","Unknown","Counter Fraud","70","60","29200","25310"
"In post","2022","Male","Unknown","Digital, Data and Technology","1260","1250","49060","44970"
"In post","2022","Male","Unknown","Economics","140","140","45880","35070"
"In post","2022","Male","Unknown","Finance","1120","1100","40750","36460"
"In post","2022","Male","Unknown","Human Resources","290","290","40310","36160"
"In post","2022","Male","Unknown","Intelligence Analysis","730","700","30220","28320"
"In post","2022","Male","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Knowledge and Information Management","100","100","40180","38160"
"In post","2022","Male","Unknown","Legal","50","50","57570","61440"
"In post","2022","Male","Unknown","Medicine","510","470","56400","45840"
"In post","2022","Male","Unknown","Operational Delivery","13060","12470","29400","26160"
"In post","2022","Male","Unknown","Operational Research","60","60","45940","42020"
"In post","2022","Male","Unknown","Other","7590","7500","30850","27720"
"In post","2022","Male","Unknown","Planning","40","40","[c]","[c]"
"In post","2022","Male","Unknown","Policy","2670","2640","48520","44500"
"In post","2022","Male","Unknown","Project Delivery","860","840","45570","41950"
"In post","2022","Male","Unknown","Property","50","50","[c]","[c]"
"In post","2022","Male","Unknown","Science and Engineering","1620","1590","34960","29670"
"In post","2022","Male","Unknown","Security","220","220","29840","25630"
"In post","2022","Male","Unknown","Social Research","70","70","46870","43950"
"In post","2022","Male","Unknown","Statistics","110","110","38890","35490"
"In post","2022","Male","Unknown","Unknown","7290","7160","40740","36130"
"In post","2022","Male","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Other","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Analysis","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Analysis","Economics","30","30","[c]","[c]"
"Leaver CS","2021","Female","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Commercial","60","60","40530","36070"
"Leaver CS","2021","Female","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Communications","100","90","36910","33850"
"Leaver CS","2021","Female","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Debt","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data & Technology","Digital, Data and Technology","110","100","40880","36700"
"Leaver CS","2021","Female","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Finance","100","90","39750","33940"
"Leaver CS","2021","Female","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Grants Management","Operational Delivery","50","40","[c]","[c]"
"Leaver CS","2021","Female","Grants Management","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Human Resources","170","160","38010","32430"
"Leaver CS","2021","Female","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Internal Audit","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Legal","240","200","52340","52160"
"Leaver CS","2021","Female","Legal","Operational Delivery","140","130","26910","23470"
"Leaver CS","2021","Female","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","No function","Inspector of Education and Training","50","40","[c]","[c]"
"Leaver CS","2021","Female","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","No function","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","No function","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","No function","Knowledge and Information Management","50","50","36210","32490"
"Leaver CS","2021","Female","No function","Medicine","40","30","[c]","[c]"
"Leaver CS","2021","Female","No function","Operational Delivery","3500","3070","25500","21590"
"Leaver CS","2021","Female","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","No function","Other","60","60","36150","30150"
"Leaver CS","2021","Female","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","No function","Policy","240","230","41320","35420"
"Leaver CS","2021","Female","No function","Project Delivery","[c]","[c]","[c]","[c]"
