"Status","Year","Region_ITL3","Age","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","West Lothian","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","20-29","Declared non-disabled","120","120","23300","22920"
"In post","2021","West Northamptonshire","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","20-29","Unknown","50","50","21780","20600"
"In post","2021","West Northamptonshire","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","30-39","Declared non-disabled","160","140","26020","24440"
"In post","2021","West Northamptonshire","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","40-49","Declared non-disabled","170","160","28950","27570"
"In post","2021","West Northamptonshire","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","50-59","Declared disabled","50","50","27870","27570"
"In post","2021","West Northamptonshire","50-59","Declared non-disabled","220","200","29940","27570"
"In post","2021","West Northamptonshire","50-59","Undeclared","40","30","[c]","[c]"
"In post","2021","West Northamptonshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","60-64","Declared non-disabled","80","60","24760","23490"
"In post","2021","West Northamptonshire","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Surrey","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Surrey","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Surrey","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Surrey","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Surrey","20-29","Declared non-disabled","220","220","27580","27960"
"In post","2021","West Surrey","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Surrey","20-29","Unknown","60","60","27500","26970"
"In post","2021","West Surrey","30-39","Declared disabled","40","30","[c]","[c]"
"In post","2021","West Surrey","30-39","Declared non-disabled","290","280","32590","30400"
"In post","2021","West Surrey","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Surrey","30-39","Unknown","50","50","[c]","[c]"
"In post","2021","West Surrey","40-49","Declared disabled","50","40","[c]","[c]"
"In post","2021","West Surrey","40-49","Declared non-disabled","340","320","36470","32950"
"In post","2021","West Surrey","40-49","Undeclared","40","40","[c]","[c]"
"In post","2021","West Surrey","40-49","Unknown","40","30","[c]","[c]"
"In post","2021","West Surrey","50-59","Declared disabled","90","80","32710","29390"
"In post","2021","West Surrey","50-59","Declared non-disabled","440","420","34990","31880"
"In post","2021","West Surrey","50-59","Undeclared","50","50","37340","34750"
"In post","2021","West Surrey","50-59","Unknown","60","50","29810","26670"
"In post","2021","West Surrey","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Surrey","60-64","Declared non-disabled","130","120","32680","29280"
"In post","2021","West Surrey","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Surrey","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Surrey","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Surrey","65+","Declared non-disabled","80","70","29510","25110"
"In post","2021","West Surrey","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Surrey","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","20-29","Declared non-disabled","120","120","25970","25990"
"In post","2021","West Sussex (North East)","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","30-39","Declared non-disabled","170","160","27750","26310"
"In post","2021","West Sussex (North East)","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","40-49","Declared non-disabled","230","210","30520","27570"
"In post","2021","West Sussex (North East)","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","40-49","Unknown","30","30","[c]","[c]"
"In post","2021","West Sussex (North East)","50-59","Declared disabled","40","30","[c]","[c]"
"In post","2021","West Sussex (North East)","50-59","Declared non-disabled","280","250","31430","28350"
"In post","2021","West Sussex (North East)","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","50-59","Unknown","40","40","[c]","[c]"
"In post","2021","West Sussex (North East)","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","60-64","Declared non-disabled","110","80","31810","28350"
"In post","2021","West Sussex (North East)","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","65+","Declared non-disabled","30","20","[c]","[c]"
"In post","2021","West Sussex (North East)","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (South West)","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (South West)","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (South West)","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (South West)","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (South West)","20-29","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","West Sussex (South West)","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (South West)","20-29","Unknown","40","40","[c]","[c]"
"In post","2021","West Sussex (South West)","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (South West)","30-39","Declared non-disabled","90","80","30010","27570"
"In post","2021","West Sussex (South West)","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (South West)","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (South West)","40-49","Declared disabled","40","30","[c]","[c]"
"In post","2021","West Sussex (South West)","40-49","Declared non-disabled","210","200","31870","27570"
"In post","2021","West Sussex (South West)","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (South West)","40-49","Unknown","50","50","33540","29970"
"In post","2021","West Sussex (South West)","50-59","Declared disabled","70","60","31250","28130"
"In post","2021","West Sussex (South West)","50-59","Declared non-disabled","350","320","30780","27570"
"In post","2021","West Sussex (South West)","50-59","Undeclared","50","50","30570","31230"
"In post","2021","West Sussex (South West)","50-59","Unknown","70","60","30240","28130"
"In post","2021","West Sussex (South West)","60-64","Declared disabled","30","30","[c]","[c]"
"In post","2021","West Sussex (South West)","60-64","Declared non-disabled","110","80","28530","27570"
"In post","2021","West Sussex (South West)","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (South West)","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (South West)","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (South West)","65+","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","West Sussex (South West)","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (South West)","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","16-19","Declared non-disabled","60","60","25830","25170"
"In post","2021","Westminster","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","20-29","Declared disabled","1000","990","36930","33970"
"In post","2021","Westminster","20-29","Declared non-disabled","8710","8680","38520","35070"
"In post","2021","Westminster","20-29","Undeclared","840","840","37760","34710"
"In post","2021","Westminster","20-29","Unknown","4980","4960","36530","32790"
"In post","2021","Westminster","30-39","Declared disabled","1090","1060","48370","51730"
"In post","2021","Westminster","30-39","Declared non-disabled","9620","9350","50750","53000"
"In post","2021","Westminster","30-39","Undeclared","860","840","49540","52290"
"In post","2021","Westminster","30-39","Unknown","3150","3090","50280","52850"
"In post","2021","Westminster","40-49","Declared disabled","1050","1010","49990","46220"
"In post","2021","Westminster","40-49","Declared non-disabled","8160","7780","55530","54760"
"In post","2021","Westminster","40-49","Undeclared","660","640","52080","53400"
"In post","2021","Westminster","40-49","Unknown","1910","1830","58000","56360"
"In post","2021","Westminster","50-59","Declared disabled","1200","1170","48210","41990"
"In post","2021","Westminster","50-59","Declared non-disabled","7510","7340","52420","49970"
"In post","2021","Westminster","50-59","Undeclared","650","640","50240","46120"
"In post","2021","Westminster","50-59","Unknown","1370","1340","55600","53360"
"In post","2021","Westminster","60-64","Declared disabled","280","260","44050","38890"
"In post","2021","Westminster","60-64","Declared non-disabled","1520","1410","49310","43280"
"In post","2021","Westminster","60-64","Undeclared","130","120","46890","38920"
"In post","2021","Westminster","60-64","Unknown","230","210","50680","46200"
"In post","2021","Westminster","65+","Declared disabled","80","70","39940","35170"
"In post","2021","Westminster","65+","Declared non-disabled","480","420","45060","38160"
"In post","2021","Westminster","65+","Undeclared","40","30","[c]","[c]"
"In post","2021","Westminster","65+","Unknown","90","80","51600","47610"
"In post","2021","Westminster","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","20-29","Declared disabled","110","110","27260","27570"
"In post","2021","Wiltshire","20-29","Declared non-disabled","850","840","27830","28500"
"In post","2021","Wiltshire","20-29","Undeclared","50","50","[c]","[c]"
"In post","2021","Wiltshire","20-29","Unknown","200","200","28410","28650"
"In post","2021","Wiltshire","30-39","Declared disabled","140","130","33650","33120"
"In post","2021","Wiltshire","30-39","Declared non-disabled","1080","1030","35280","33300"
"In post","2021","Wiltshire","30-39","Undeclared","130","120","39380","38520"
"In post","2021","Wiltshire","30-39","Unknown","230","220","36000","35140"
"In post","2021","Wiltshire","40-49","Declared disabled","180","170","37090","33300"
"In post","2021","Wiltshire","40-49","Declared non-disabled","1150","1100","38960","37320"
"In post","2021","Wiltshire","40-49","Undeclared","120","110","41240","39070"
"In post","2021","Wiltshire","40-49","Unknown","270","260","44490","40810"
"In post","2021","Wiltshire","50-59","Declared disabled","210","210","37330","34610"
"In post","2021","Wiltshire","50-59","Declared non-disabled","1410","1370","38460","36050"
"In post","2021","Wiltshire","50-59","Undeclared","210","210","38950","37320"
"In post","2021","Wiltshire","50-59","Unknown","290","280","43660","40580"
"In post","2021","Wiltshire","60-64","Declared disabled","80","70","34500","33300"
"In post","2021","Wiltshire","60-64","Declared non-disabled","400","360","35430","33000"
"In post","2021","Wiltshire","60-64","Undeclared","60","50","39590","33340"
"In post","2021","Wiltshire","60-64","Unknown","70","60","37750","35160"
"In post","2021","Wiltshire","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","65+","Declared non-disabled","130","110","36570","33460"
"In post","2021","Wiltshire","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","65+","Unknown","40","30","[c]","[c]"
"In post","2021","Wirral","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","20-29","Declared non-disabled","90","80","24640","23070"
"In post","2021","Wirral","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","20-29","Unknown","80","70","23760","22350"
"In post","2021","Wirral","30-39","Declared disabled","40","40","[c]","[c]"
"In post","2021","Wirral","30-39","Declared non-disabled","170","160","26270","27570"
"In post","2021","Wirral","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","30-39","Unknown","70","70","28740","22350"
"In post","2021","Wirral","40-49","Declared disabled","90","80","25220","22350"
"In post","2021","Wirral","40-49","Declared non-disabled","400","350","26080","27570"
"In post","2021","Wirral","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","40-49","Unknown","50","40","[c]","[c]"
"In post","2021","Wirral","50-59","Declared disabled","160","140","25720","27130"
"In post","2021","Wirral","50-59","Declared non-disabled","540","480","26850","27130"
"In post","2021","Wirral","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","50-59","Unknown","30","30","[c]","[c]"
"In post","2021","Wirral","60-64","Declared disabled","60","40","26290","27130"
"In post","2021","Wirral","60-64","Declared non-disabled","200","150","26900","27130"
"In post","2021","Wirral","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","65+","Declared non-disabled","50","30","[c]","[c]"
"In post","2021","Wirral","65+","Undeclared","[c]","[c]","[c]","[c]"
