"Status","Year","Organisation","Sex","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Vehicle Certification Agency","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Female","White","60","60","29370","26980"
"In post","2022","Vehicle Certification Agency","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Male","White","100","100","40250","38680"
"In post","2022","Veterinary Medicines Directorate","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Female","White","80","80","37850","35030"
"In post","2022","Veterinary Medicines Directorate","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Male","White","50","40","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Female","White","100","90","58280","51630"
"In post","2022","Water Services Regulation Authority","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Male","White","100","90","60570","56360"
"In post","2022","Welsh Government (excl. agencies)","Female","Asian","40","30","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Female","Mixed","40","30","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Female","Undeclared","100","90","43220","38160"
"In post","2022","Welsh Government (excl. agencies)","Female","Unknown","60","50","34670","29430"
"In post","2022","Welsh Government (excl. agencies)","Female","White","3260","3010","40820","38160"
"In post","2022","Welsh Government (excl. agencies)","Male","Asian","30","30","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Male","Undeclared","150","140","44320","41980"
"In post","2022","Welsh Government (excl. agencies)","Male","Unknown","60","60","41750","31210"
"In post","2022","Welsh Government (excl. agencies)","Male","White","2100","2040","43790","38160"
"In post","2022","Welsh Revenue Authority","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Female","Unknown","50","40","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Female","White","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Male","Unknown","30","30","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Male","White","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Female","White","70","60","35650","30700"
"In post","2022","Wilton Park","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Female","Unknown","70","70","28500","24370"
"Leaver CS","2021","Animal and Plant Health Agency","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Male","Unknown","60","50","29690","25900"
"Leaver CS","2021","Animal and Plant Health Agency","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Female","Unknown","100","90","43890","32430"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Female","White","60","50","45690","38640"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Male","Unknown","110","110","52360","35590"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Male","White","70","60","51800","52630"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","Mixed","[c]","[c]","[c]","[c]"
