"Status","Year","Disability","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Rural Payments Agency","Male","40","30","[c]","[c]"
"In post","2022","Undeclared","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government (excl. agencies)","Female","90","80","43230","39660"
"In post","2022","Undeclared","Scottish Government (excl. agencies)","Male","70","70","44520","40470"
"In post","2022","Undeclared","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Security Scotland","Female","30","30","[c]","[c]"
"In post","2022","Undeclared","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Submarine Delivery Agency","Female","30","30","[c]","[c]"
"In post","2022","Undeclared","Submarine Delivery Agency","Male","100","90","44640","42370"
"In post","2022","Undeclared","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Health Security Agency","Female","50","40","[c]","[c]"
"In post","2022","Undeclared","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Hydrographic Office","Female","30","30","[c]","[c]"
"In post","2022","Undeclared","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Female","80","70","29170","24750"
"In post","2022","Undeclared","UK Statistics Authority","Male","60","50","31620","30210"
"In post","2022","Undeclared","Valuation Office Agency","Female","130","120","32540","29560"
"In post","2022","Undeclared","Valuation Office Agency","Male","170","160","40150","36850"
"In post","2022","Undeclared","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government (excl. agencies)","Female","90","80","41250","38160"
"In post","2022","Undeclared","Welsh Government (excl. agencies)","Male","100","90","44030","41980"
"In post","2022","Unknown","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Accountant in Bankruptcy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Advisory, Conciliation and Arbitration Service","Female","220","190","31200","30950"
"In post","2022","Unknown","Advisory, Conciliation and Arbitration Service","Male","190","180","33730","31170"
"In post","2022","Unknown","Animal and Plant Health Agency","Female","130","120","28400","24920"
"In post","2022","Unknown","Animal and Plant Health Agency","Male","80","70","27590","24920"
"In post","2022","Unknown","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office (excl. agencies)","Female","2220","2190","43930","32000"
"In post","2022","Unknown","Cabinet Office (excl. agencies)","Male","1910","1900","49190","37660"
"In post","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Female","70","60","34440","30220"
"In post","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Male","90","80","40560","36580"
"In post","2022","Unknown","Charity Commission","Female","130","120","31630","29160"
"In post","2022","Unknown","Charity Commission","Male","80","80","33320","29160"
"In post","2022","Unknown","Companies House","Female","130","110","26940","22740"
"In post","2022","Unknown","Companies House","Male","130","120","28430","24500"
"In post","2022","Unknown","Competition and Markets Authority","Female","40","30","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Male","40","40","[c]","[c]"
"In post","2022","Unknown","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Commercial Service","Female","220","210","38840","38330"
"In post","2022","Unknown","Crown Commercial Service","Male","240","230","39910","38330"
"In post","2022","Unknown","Crown Office and Procurator Fiscal Service","Female","30","30","[c]","[c]"
"In post","2022","Unknown","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","Female","1030","970","37610","30130"
"In post","2022","Unknown","Crown Prosecution Service","Male","460","450","41670","42630"
"In post","2022","Unknown","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Defence Equipment and Support","Female","330","310","33620","31240"
"In post","2022","Unknown","Defence Equipment and Support","Male","740","730","34970","32870"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","360","360","44900","40050"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","370","370","45830","40050"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Female","110","100","46470","46880"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Male","80","80","46490","51500"
"In post","2022","Unknown","Department for Education (excl. agencies)","Female","1060","1030","39320","36500"
"In post","2022","Unknown","Department for Education (excl. agencies)","Male","690","680","40370","36500"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","460","440","41300","38510"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","410","400","42160","37270"
"In post","2022","Unknown","Department for International Trade","Female","530","520","44060","38540"
"In post","2022","Unknown","Department for International Trade","Male","520","510","47630","43810"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","230","220","45240","40250"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","230","220","45480","39600"
"In post","2022","Unknown","Department for Transport (excl. agencies)","Female","290","280","43900","42470"
"In post","2022","Unknown","Department for Transport (excl. agencies)","Male","400","380","43900","42470"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Female","1790","1660","28520","27570"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Male","1500","1490","31250","27570"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","Female","1830","1770","45960","40650"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","Male","970","960","48250","49530"
"In post","2022","Unknown","Disclosure Scotland","Female","80","70","30110","23230"
"In post","2022","Unknown","Disclosure Scotland","Male","80","70","28500","23230"
"In post","2022","Unknown","Driver and Vehicle Licensing Agency","Female","430","370","22300","21840"
"In post","2022","Unknown","Driver and Vehicle Licensing Agency","Male","320","310","26410","21840"
"In post","2022","Unknown","Driver and Vehicle Standards Agency","Female","320","300","26900","26240"
"In post","2022","Unknown","Driver and Vehicle Standards Agency","Male","620","610","27810","26700"
"In post","2022","Unknown","Education and Skills Funding Agency","Female","190","180","34140","29730"
"In post","2022","Unknown","Education and Skills Funding Agency","Male","160","160","37650","36500"
"In post","2022","Unknown","Education Scotland","Female","120","120","56180","62170"
"In post","2022","Unknown","Education Scotland","Male","50","50","[c]","[c]"
"In post","2022","Unknown","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","Male","30","30","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Female","50","50","35350","37350"
"In post","2022","Unknown","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Scotland","Female","60","60","35410","31540"
"In post","2022","Unknown","Food Standards Scotland","Male","80","70","36650","31540"
