"Status","Year","Region_ITL1","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","North East (England)","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Mixed","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Mixed","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Mixed","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Undeclared","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Operational Delivery","90","80","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Unknown","230","200","24520","21010"
"Leaver CS","2021","North East (England)","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","White","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","White","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","White","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","White","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","White","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","White","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","White","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","White","Operational Delivery","250","210","24720","21430"
"Leaver CS","2021","North East (England)","White","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","White","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","White","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","White","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","White","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","White","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","White","Unknown","900","710","25180","21010"
"Leaver CS","2021","North West (England)","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Asian","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Asian","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Asian","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Asian","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Asian","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Asian","Unknown","60","60","[c]","[c]"
"Leaver CS","2021","North West (England)","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Black","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Black","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Black","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Black","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Chinese","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Chinese","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Chinese","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Chinese","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Chinese","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Chinese","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Chinese","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Chinese","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Mixed","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Mixed","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Mixed","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
