"Status","Year","Parent_department","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Ministry of Justice","Black","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Black","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Black","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mixed","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mixed","Human Resources","30","30","[c]","[c]"
"In post","2022","Ministry of Justice","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mixed","Operational Delivery","1660","1570","29990","28070"
"In post","2022","Ministry of Justice","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mixed","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mixed","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mixed","Psychology","40","40","[c]","[c]"
"In post","2022","Ministry of Justice","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mixed","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mixed","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Other ethnicity","Operational Delivery","440","420","30180","28310"
"In post","2022","Ministry of Justice","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Undeclared","Digital, Data and Technology","50","50","48290","50430"
"In post","2022","Ministry of Justice","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Undeclared","Human Resources","40","40","[c]","[c]"
"In post","2022","Ministry of Justice","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Undeclared","Legal","60","50","45190","44780"
"In post","2022","Ministry of Justice","Undeclared","Operational Delivery","1920","1790","29480","27980"
"In post","2022","Ministry of Justice","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Undeclared","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Undeclared","Security","30","30","[c]","[c]"
"In post","2022","Ministry of Justice","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Commercial","40","40","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Communications","50","50","40730","35630"
"In post","2022","Ministry of Justice","Unknown","Digital, Data and Technology","220","220","48200","48370"
"In post","2022","Ministry of Justice","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Finance","80","80","40860","38910"
"In post","2022","Ministry of Justice","Unknown","Human Resources","90","90","36650","34260"
"In post","2022","Ministry of Justice","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Legal","200","190","37870","34260"
"In post","2022","Ministry of Justice","Unknown","Operational Delivery","10870","10230","26900","25120"
"In post","2022","Ministry of Justice","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Policy","190","180","43770","41750"
"In post","2022","Ministry of Justice","Unknown","Project Delivery","40","40","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Property","60","60","44340","41420"
"In post","2022","Ministry of Justice","Unknown","Psychology","110","110","30540","28050"
"In post","2022","Ministry of Justice","Unknown","Security","80","80","38800","35530"
"In post","2022","Ministry of Justice","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","White","Commercial","450","430","47970","45600"
"In post","2022","Ministry of Justice","White","Communications","130","120","42530","41750"
"In post","2022","Ministry of Justice","White","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","White","Digital, Data and Technology","720","710","46590","43330"
"In post","2022","Ministry of Justice","White","Economics","40","30","[c]","[c]"
"In post","2022","Ministry of Justice","White","Finance","390","380","44760","41100"
"In post","2022","Ministry of Justice","White","Human Resources","830","810","42190","38840"
"In post","2022","Ministry of Justice","White","Intelligence Analysis","370","360","30310","27380"
"In post","2022","Ministry of Justice","White","Internal Audit","40","40","[c]","[c]"
"In post","2022","Ministry of Justice","White","Knowledge and Information Management","100","90","31660","26900"
"In post","2022","Ministry of Justice","White","Legal","810","730","46140","44780"
"In post","2022","Ministry of Justice","White","Operational Delivery","54560","50800","29270","27120"
"In post","2022","Ministry of Justice","White","Operational Research","70","70","50030","50430"
"In post","2022","Ministry of Justice","White","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","White","Policy","590","570","48020","43580"
"In post","2022","Ministry of Justice","White","Project Delivery","190","190","43960","41750"
"In post","2022","Ministry of Justice","White","Property","330","320","44800","43810"
"In post","2022","Ministry of Justice","White","Psychology","1140","1090","35920","30450"
"In post","2022","Ministry of Justice","White","Security","650","650","39500","37520"
"In post","2022","Ministry of Justice","White","Social Research","60","60","51600","51290"
"In post","2022","Ministry of Justice","White","Statistics","90","80","48190","44660"
"In post","2022","Ministry of Justice","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Asian","Legal","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Asian","Operational Delivery","220","210","37470","36740"
"In post","2022","National Crime Agency","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Black","Operational Delivery","70","70","36500","36490"
"In post","2022","National Crime Agency","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Black","Property","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Black","Security","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Mixed","Operational Delivery","100","90","40000","37560"
"In post","2022","National Crime Agency","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Other ethnicity","Operational Delivery","30","30","[c]","[c]"
"In post","2022","National Crime Agency","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Undeclared","Finance","[c]","[c]","[c]","[c]"
