"Status","Year","Region_ITL1","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Northern Ireland","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Food Standards Agency","Female","70","70","37400","37350"
"In post","2022","Northern Ireland","Food Standards Agency","Male","30","30","[c]","[c]"
"In post","2022","Northern Ireland","HM Revenue and Customs","Female","1210","1100","30090","26820"
"In post","2022","Northern Ireland","HM Revenue and Customs","Male","1160","1130","31090","26820"
"In post","2022","Northern Ireland","Home Office","Female","280","250","26380","24890"
"In post","2022","Northern Ireland","Home Office","Male","280","270","26320","24880"
"In post","2022","Northern Ireland","Ministry of Defence","Female","260","250","26510","22580"
"In post","2022","Northern Ireland","Ministry of Defence","Male","630","620","23780","20560"
"In post","2022","Northern Ireland","National Crime Agency","Female","60","60","38670","36740"
"In post","2022","Northern Ireland","National Crime Agency","Male","60","60","41420","39710"
"In post","2022","Northern Ireland","Northern Ireland Office","Female","50","50","39790","36720"
"In post","2022","Northern Ireland","Northern Ireland Office","Male","40","40","[c]","[c]"
"In post","2022","Northern Ireland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Department for International Trade","Female","50","50","54900","53750"
"In post","2022","Overseas","Department for International Trade","Male","120","120","55570","53410"
"In post","2022","Overseas","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Foreign, Commonwealth and Development Office","Female","930","930","52210","53470"
"In post","2022","Overseas","Foreign, Commonwealth and Development Office","Male","1280","1280","51400","52500"
"In post","2022","Overseas","Home Office","Female","130","120","31050","27370"
"In post","2022","Overseas","Home Office","Male","180","180","30120","27370"
"In post","2022","Overseas","Ministry of Defence","Female","340","340","41480","40120"
"In post","2022","Overseas","Ministry of Defence","Male","450","450","42850","40580"
"In post","2022","Overseas","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","National Crime Agency","Male","110","110","63790","61330"
"In post","2022","Overseas","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Cabinet Office","Female","170","160","42440","34550"
"In post","2022","Scotland","Cabinet Office","Male","130","130","43580","32000"
"In post","2022","Scotland","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Competition and Markets Authority","Female","30","30","[c]","[c]"
"In post","2022","Scotland","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Business, Energy and Industrial Strategy","Female","200","190","34380","30930"
"In post","2022","Scotland","Department for Business, Energy and Industrial Strategy","Male","220","210","38090","34390"
"In post","2022","Scotland","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Environment, Food and Rural Affairs","Female","110","100","32220","29180"
"In post","2022","Scotland","Department for Environment, Food and Rural Affairs","Male","70","70","35180","29980"
"In post","2022","Scotland","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Transport","Female","120","110","30280","26780"
"In post","2022","Scotland","Department for Transport","Male","330","320","33070","28240"
"In post","2022","Scotland","Department for Work and Pensions","Female","5910","5050","25650","27570"
"In post","2022","Scotland","Department for Work and Pensions","Male","2950","2800","27700","27570"
"In post","2022","Scotland","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Foreign, Commonwealth and Development Office","Female","460","440","40850","38500"
"In post","2022","Scotland","Foreign, Commonwealth and Development Office","Male","370","360","42970","39630"
"In post","2022","Scotland","HM Revenue and Customs","Female","4260","3720","28700","26590"
"In post","2022","Scotland","HM Revenue and Customs","Male","3530","3370","30400","26820"
"In post","2022","Scotland","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Home Office","Female","610","560","27300","24890"
"In post","2022","Scotland","Home Office","Male","560","530","28260","25040"
"In post","2022","Scotland","Ministry of Defence","Female","1420","1340","28040","22330"
"In post","2022","Scotland","Ministry of Defence","Male","2690","2620","31000","26670"
"In post","2022","Scotland","Ministry of Justice","Female","350","320","27070","25120"
