"Status","Year","Region_ITL1","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Yorkshire and The Humber","Tax","Undeclared","60","60","38100","33370"
"In post","2022","Yorkshire and The Humber","Tax","Unknown","530","510","27980","26820"
"In post","2022","Yorkshire and The Humber","Tax","White","780","740","38070","33370"
"In post","2022","Yorkshire and The Humber","Unknown","Asian","100","90","30220","26820"
"In post","2022","Yorkshire and The Humber","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Unknown","Unknown","560","540","37410","29250"
"In post","2022","Yorkshire and The Humber","Unknown","White","740","710","36940","33300"
"In post","2022","Yorkshire and The Humber","Veterinarian","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Veterinarian","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Veterinarian","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Veterinarian","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Veterinarian","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Digital, Data and Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Digital, Data and Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Digital, Data and Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Inspector of Education and Training","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Inspector of Education and Training","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Inspector of Education and Training","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Inspector of Education and Training","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Inspector of Education and Training","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Inspector of Education and Training","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Intelligence Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Intelligence Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Knowledge and Information Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Knowledge and Information Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Legal","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Medicine","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Medicine","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Medicine","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Medicine","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Medicine","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Operational Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Operational Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Operational Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Operational Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Operational Delivery","Unknown","140","120","21470","19450"
"Leaver CS","2021","East Midlands (England)","Operational Delivery","White","430","380","23780","20100"
"Leaver CS","2021","East Midlands (England)","Operational Research","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Operational Research","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Operational Research","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Operational Research","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Other","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Other","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Other","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Other","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Other","White","80","80","27670","29930"
"Leaver CS","2021","East Midlands (England)","Policy","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Policy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Policy","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Policy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Policy","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Property","White","30","30","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Psychology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Psychology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Psychology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Psychology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Psychology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Science and Engineering","Black","[c]","[c]","[c]","[c]"
