"Status","Year","Responsibility_level","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","SEO/HEO","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","No function","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","Unknown","50","50","36610","36780"
"Leaver CS","2021","SEO/HEO","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Legal","40","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","No function","150","130","38130","37020"
"Leaver CS","2021","SEO/HEO","Undeclared","Project Delivery","50","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Property","30","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Unknown","130","110","37150","35480"
"Leaver CS","2021","SEO/HEO","Unknown","Analysis","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Communications","40","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Digital, Data & Technology","60","50","37700","37530"
"Leaver CS","2021","SEO/HEO","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Legal","50","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","No function","420","380","36120","34530"
"Leaver CS","2021","SEO/HEO","Unknown","Project Delivery","60","50","35240","34800"
"Leaver CS","2021","SEO/HEO","Unknown","Property","30","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Unknown","1580","1350","36300","35930"
"Leaver CS","2021","Unknown","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","No function","450","390","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","No function","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","No function","120","110","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","510","490","35000","32400"
"Leaver CS","2022","AA/AO","Heterosexual / straight","Analysis","70","70","21820","21510"
"Leaver CS","2022","AA/AO","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Heterosexual / straight","Counter Fraud","60","50","21590","21260"
"Leaver CS","2022","AA/AO","Heterosexual / straight","Debt","130","110","21390","21260"
"Leaver CS","2022","AA/AO","Heterosexual / straight","Digital, Data & Technology","60","60","21000","21170"
"Leaver CS","2022","AA/AO","Heterosexual / straight","Finance","50","40","[c]","[c]"
"Leaver CS","2022","AA/AO","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Heterosexual / straight","Human Resources","90","80","21510","21170"
"Leaver CS","2022","AA/AO","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Heterosexual / straight","Legal","110","100","21980","22200"
"Leaver CS","2022","AA/AO","Heterosexual / straight","No function","6280","5650","21250","21260"
"Leaver CS","2022","AA/AO","Heterosexual / straight","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2022","AA/AO","Heterosexual / straight","Property","130","110","20630","20830"
"Leaver CS","2022","AA/AO","Heterosexual / straight","Security","350","330","28600","25000"
"Leaver CS","2022","AA/AO","Heterosexual / straight","Unknown","1490","1320","21570","21260"
"Leaver CS","2022","AA/AO","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","LGBO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","LGBO","No function","570","550","21090","21260"
"Leaver CS","2022","AA/AO","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","LGBO","Unknown","80","70","21480","21260"
"Leaver CS","2022","AA/AO","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Undeclared","No function","690","570","20970","21090"
"Leaver CS","2022","AA/AO","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Undeclared","Security","70","60","30710","28890"
"Leaver CS","2022","AA/AO","Undeclared","Unknown","180","150","21650","21430"
"Leaver CS","2022","AA/AO","Unknown","Analysis","40","40","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Debt","40","30","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Grants Management","60","60","21140","21300"
"Leaver CS","2022","AA/AO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","No function","2970","2660","21280","21260"
"Leaver CS","2022","AA/AO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Property","100","90","21280","21100"
"Leaver CS","2022","AA/AO","Unknown","Security","100","100","26740","25000"
"Leaver CS","2022","AA/AO","Unknown","Unknown","3290","2760","22210","21260"
"Leaver CS","2022","EO","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Heterosexual / straight","Commercial","40","40","[c]","[c]"
"Leaver CS","2022","EO","Heterosexual / straight","Communications","40","30","[c]","[c]"
"Leaver CS","2022","EO","Heterosexual / straight","Counter Fraud","80","60","27860","27570"
"Leaver CS","2022","EO","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Heterosexual / straight","Digital, Data & Technology","140","120","27430","26990"
"Leaver CS","2022","EO","Heterosexual / straight","Finance","50","50","26710","26670"
"Leaver CS","2022","EO","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Heterosexual / straight","Human Resources","120","100","26950","27570"
"Leaver CS","2022","EO","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Heterosexual / straight","Legal","70","60","27980","27350"
"Leaver CS","2022","EO","Heterosexual / straight","No function","4100","3690","27950","27570"
"Leaver CS","2022","EO","Heterosexual / straight","Project Delivery","160","150","23350","23170"
"Leaver CS","2022","EO","Heterosexual / straight","Property","60","50","25740","26030"
"Leaver CS","2022","EO","Heterosexual / straight","Security","80","80","33580","29250"
"Leaver CS","2022","EO","Heterosexual / straight","Unknown","1140","1000","27920","27570"
"Leaver CS","2022","EO","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","LGBO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","LGBO","No function","390","370","27800","27570"
"Leaver CS","2022","EO","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","LGBO","Unknown","70","70","26880","27230"
"Leaver CS","2022","EO","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Undeclared","No function","560","450","27740","27570"
"Leaver CS","2022","EO","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Undeclared","Unknown","190","160","28580","27800"
"Leaver CS","2022","EO","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Counter Fraud","50","40","27860","27570"
"Leaver CS","2022","EO","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Digital, Data & Technology","60","60","26800","26840"
"Leaver CS","2022","EO","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","No function","1190","1050","27740","27570"
"Leaver CS","2022","EO","Unknown","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Unknown","1480","1290","27780","27570"
"Leaver CS","2022","G6/G7","Heterosexual / straight","Analysis","50","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Heterosexual / straight","Commercial","50","50","[c]","[c]"
"Leaver CS","2022","G6/G7","Heterosexual / straight","Communications","40","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Heterosexual / straight","Digital, Data & Technology","230","220","59400","57540"
"Leaver CS","2022","G6/G7","Heterosexual / straight","Finance","60","50","59540","57450"
"Leaver CS","2022","G6/G7","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Heterosexual / straight","Human Resources","80","80","58300","57030"
"Leaver CS","2022","G6/G7","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Heterosexual / straight","Legal","230","200","58340","55000"
"Leaver CS","2022","G6/G7","Heterosexual / straight","No function","1090","1010","59180","55930"
"Leaver CS","2022","G6/G7","Heterosexual / straight","Project Delivery","160","150","59860","58940"
"Leaver CS","2022","G6/G7","Heterosexual / straight","Property","50","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Heterosexual / straight","Unknown","320","300","64210","62170"
"Leaver CS","2022","G6/G7","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","LGBO","No function","80","80","60990","58750"
"Leaver CS","2022","G6/G7","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Undeclared","Digital, Data & Technology","50","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Undeclared","No function","220","160","59390","56290"
"Leaver CS","2022","G6/G7","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Undeclared","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Analysis","[c]","[c]","[c]","[c]"
