"Status","Year","Organisation","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Northern Ireland Office","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Female","No function","70","60","43880","36800"
"In post","2021","Northern Ireland Office","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Female","Security","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Male","No function","60","60","45710","38930"
"In post","2021","Northern Ireland Office","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Male","Security","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Female","Analysis","80","80","40340","35010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Female","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Female","Human Resources","40","40","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Female","No function","950","900","50340","51360"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Male","Analysis","70","70","39160","35010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Male","Digital, Data & Technology","50","50","45020","39850"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Male","No function","400","390","55420","59810"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Female","Legal","50","50","59400","62300"
"In post","2021","Office of Gas and Electricity Markets","Female","No function","380","370","39430","34240"
"In post","2021","Office of Gas and Electricity Markets","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Male","Analysis","50","50","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Male","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Male","Legal","30","30","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Male","No function","480","480","43230","36290"
"In post","2021","Office of Gas and Electricity Markets","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Female","No function","120","120","43250","38760"
"In post","2021","Office of Qualifications and Examinations Regulation","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Male","No function","70","70","50700","46660"
"In post","2021","Office of Qualifications and Examinations Regulation","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Female","No function","90","80","48910","49580"
"In post","2021","Office of Rail and Road","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Male","Analysis","30","30","[c]","[c]"
"In post","2021","Office of Rail and Road","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Male","No function","130","130","60050","60020"
"In post","2021","Office of Rail and Road","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Female","Legal","40","40","[c]","[c]"
"In post","2021","Office of the Public Guardian","Female","No function","750","680","21810","19930"
"In post","2021","Office of the Public Guardian","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Male","No function","600","570","21860","19930"
"In post","2021","Office of the Scottish Charity Regulator","Female","Unknown","30","30","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Female","No function","330","290","40650","34860"
"In post","2021","Planning Inspectorate","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Male","No function","410","380","46800","47660"
"In post","2021","Planning Inspectorate","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Female","Communications","40","40","[c]","[c]"
"In post","2021","Public Health England","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Female","Finance","80","80","39430","34240"
"In post","2021","Public Health England","Female","Human Resources","100","100","43590","38550"
"In post","2021","Public Health England","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Female","No function","4510","4040","41880","36690"
"In post","2021","Public Health England","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Male","Communications","30","30","[c]","[c]"
