"Status","Year","Region_ITL3","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Croydon","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Operational Delivery","No function","870","820","32790","29570"
"In post","2021","Croydon","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Operational Delivery","Property","40","30","[c]","[c]"
"In post","2021","Croydon","Operational Delivery","Unknown","2750","2560","33100","29250"
"In post","2021","Croydon","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Operational Research","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Operational Research","No function","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Operational Research","Unknown","40","40","[c]","[c]"
"In post","2021","Croydon","Other","Counter Fraud","40","40","[c]","[c]"
"In post","2021","Croydon","Other","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Other","Legal","40","40","[c]","[c]"
"In post","2021","Croydon","Other","No function","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Other","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Other","Unknown","520","500","37020","35050"
"In post","2021","Croydon","Policy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Policy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Policy","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Policy","No function","370","360","35240","31180"
"In post","2021","Croydon","Policy","Project Delivery","60","60","61840","59940"
"In post","2021","Croydon","Policy","Unknown","160","150","49100","45070"
"In post","2021","Croydon","Project Delivery","Project Delivery","60","60","53120","45960"
"In post","2021","Croydon","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Project Delivery","Unknown","490","480","47640","42410"
"In post","2021","Croydon","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Property","Property","180","170","37310","35100"
"In post","2021","Croydon","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Psychology","No function","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Security","Security","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Security","Unknown","130","130","30610","25630"
"In post","2021","Croydon","Social Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Statistics","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Statistics","Unknown","30","30","[c]","[c]"
"In post","2021","Croydon","Tax","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Tax","Counter Fraud","140","140","42510","36160"
"In post","2021","Croydon","Tax","Debt","30","30","[c]","[c]"
"In post","2021","Croydon","Tax","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Tax","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Tax","No function","660","620","41800","36270"
"In post","2021","Croydon","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Unknown","No function","160","160","34810","29570"
"In post","2021","Croydon","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Unknown","Unknown","270","260","33510","31060"
"In post","2021","Darlington","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Commercial","No function","30","30","[c]","[c]"
"In post","2021","Darlington","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Digital, Data and Technology","Digital, Data & Technology","80","80","37130","37100"
"In post","2021","Darlington","Digital, Data and Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Finance","Finance","60","50","40510","36960"
"In post","2021","Darlington","Finance","No function","50","40","[c]","[c]"
"In post","2021","Darlington","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Medicine","No function","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Operational Delivery","No function","260","240","32890","30090"
"In post","2021","Darlington","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Policy","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Policy","No function","160","150","36870","36500"
"In post","2021","Darlington","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Property","Property","40","40","[c]","[c]"
"In post","2021","Darlington","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Security","Security","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Unknown","Unknown","70","70","26420","27570"
"In post","2021","Derby","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Finance","No function","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Operational Delivery","No function","280","250","25380","22920"
"In post","2021","Derby","Other","No function","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Policy","No function","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Project Delivery","No function","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Security","Security","50","50","[c]","[c]"
"In post","2021","Derby","Unknown","Unknown","620","540","24300","21010"
"In post","2021","Derry City and Strabane","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Tax","No function","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Commercial","Commercial","200","190","42960","40140"
"In post","2021","Devon CC","Communications","Communications","40","40","[c]","[c]"
"In post","2021","Devon CC","Communications","No function","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Digital, Data and Technology","Digital, Data & Technology","360","350","37440","34170"
"In post","2021","Devon CC","Finance","Finance","60","60","42770","39650"
"In post","2021","Devon CC","Human Resources","Human Resources","100","90","36610","32940"
"In post","2021","Devon CC","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Legal","Legal","70","60","49690","52440"
"In post","2021","Devon CC","Medicine","No function","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Medicine","Unknown","80","70","28690","18800"
"In post","2021","Devon CC","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Operational Delivery","Grants Management","180","170","26610","25190"
"In post","2021","Devon CC","Operational Delivery","Legal","40","40","[c]","[c]"
"In post","2021","Devon CC","Operational Delivery","No function","1400","1300","28040","25400"
"In post","2021","Devon CC","Operational Delivery","Project Delivery","140","130","41590","40040"
"In post","2021","Devon CC","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Other","No function","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Other","Unknown","150","140","25050","21130"
"In post","2021","Devon CC","Policy","No function","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Project Delivery","Project Delivery","230","220","39760","39650"
"In post","2021","Devon CC","Property","Property","120","120","32750","31600"
"In post","2021","Devon CC","Psychology","No function","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Science and Engineering","Digital, Data & Technology","490","460","42310","39750"
"In post","2021","Devon CC","Science and Engineering","No function","240","230","37000","38200"
"In post","2021","Devon CC","Science and Engineering","Unknown","30","30","[c]","[c]"
"In post","2021","Devon CC","Security","Security","90","90","21220","19530"
"In post","2021","Devon CC","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Unknown","Unknown","1400","1190","25160","26120"
"In post","2021","Devon CC","Veterinarian","No function","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Operational Delivery","No function","1190","1100","27910","27130"
"In post","2021","Dorset CC","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Other","No function","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Other","Project Delivery","40","30","[c]","[c]"
"In post","2021","Dorset CC","Other","Unknown","260","250","27820","26670"
"In post","2021","Dorset CC","Policy","No function","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Project Delivery","Project Delivery","50","40","[c]","[c]"
"In post","2021","Dorset CC","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Property","Property","30","30","[c]","[c]"
"In post","2021","Dorset CC","Psychology","No function","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Science and Engineering","Analysis","120","110","33040","29270"
"In post","2021","Dorset CC","Science and Engineering","Unknown","60","50","35070","34960"
"In post","2021","Dorset CC","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Security","Security","70","60","23220","19560"
"In post","2021","Dorset CC","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Unknown","Unknown","110","100","27700","27570"
"In post","2021","Dorset CC","Veterinarian","No function","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Commercial","Commercial","[c]","[c]","[c]","[c]"
