"Status","Year","Region_ITL3","Function_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","South Teesside","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","Legal","G6/G7","40","40","[c]","[c]"
"In post","2021","South Teesside","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","No function","AA/AO","100","90","19170","19570"
"In post","2021","South Teesside","No function","EO","40","30","[c]","[c]"
"In post","2021","South Teesside","No function","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","No function","Unknown","120","100","28050","28200"
"In post","2021","South Teesside","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","Unknown","AA/AO","300","280","20890","21010"
"In post","2021","South Teesside","Unknown","EO","370","330","27170","27570"
"In post","2021","South Teesside","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","Unknown","SEO/HEO","50","50","33130","31990"
"In post","2021","South West Wales","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","No function","AA/AO","100","90","21160","21050"
"In post","2021","South West Wales","No function","EO","80","70","26820","26470"
"In post","2021","South West Wales","No function","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","No function","SEO/HEO","60","60","36760","36830"
"In post","2021","South West Wales","No function","Unknown","70","70","27930","24020"
"In post","2021","South West Wales","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Unknown","AA/AO","350","310","21870","21010"
"In post","2021","South West Wales","Unknown","EO","360","320","27780","27570"
"In post","2021","South West Wales","Unknown","G6/G7","60","50","60310","60830"
"In post","2021","South West Wales","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Unknown","SEO/HEO","320","300","39190","37410"
"In post","2021","Southampton","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Digital, Data & Technology","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Southampton","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","No function","AA/AO","160","140","20900","21170"
"In post","2021","Southampton","No function","EO","100","90","26310","26350"
"In post","2021","Southampton","No function","G6/G7","90","80","61480","55320"
"In post","2021","Southampton","No function","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","No function","SEO/HEO","170","160","38790","39040"
"In post","2021","Southampton","No function","Unknown","70","60","28080","28200"
"In post","2021","Southampton","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Property","SEO/HEO","50","40","[c]","[c]"
"In post","2021","Southampton","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Unknown","AA/AO","90","70","20740","21010"
"In post","2021","Southampton","Unknown","EO","240","220","27110","27570"
"In post","2021","Southampton","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Unknown","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Southend-on-Sea","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Analysis","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Debt","AA/AO","40","30","[c]","[c]"
"In post","2021","Southend-on-Sea","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Digital, Data & Technology","EO","40","40","[c]","[c]"
"In post","2021","Southend-on-Sea","Digital, Data & Technology","G6/G7","40","40","[c]","[c]"
"In post","2021","Southend-on-Sea","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Digital, Data & Technology","SEO/HEO","190","170","35520","35000"
"In post","2021","Southend-on-Sea","Finance","AA/AO","70","50","20700","20140"
"In post","2021","Southend-on-Sea","Finance","EO","40","40","[c]","[c]"
"In post","2021","Southend-on-Sea","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Finance","SEO/HEO","80","70","35150","35000"
"In post","2021","Southend-on-Sea","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","No function","AA/AO","100","80","20220","20140"
"In post","2021","Southend-on-Sea","No function","EO","100","90","26400","25560"
"In post","2021","Southend-on-Sea","No function","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","No function","SEO/HEO","100","90","34550","32810"
"In post","2021","Southend-on-Sea","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Project Delivery","G6/G7","40","40","[c]","[c]"
"In post","2021","Southend-on-Sea","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Project Delivery","SEO/HEO","90","80","37010","38630"
"In post","2021","Southend-on-Sea","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Unknown","AA/AO","80","70","24010","24180"
"In post","2021","Southend-on-Sea","Unknown","EO","150","130","29870","29290"
"In post","2021","Southend-on-Sea","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Commercial","AA/AO","30","30","[c]","[c]"
"In post","2021","Staffordshire CC","Commercial","EO","40","40","[c]","[c]"
"In post","2021","Staffordshire CC","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Commercial","SEO/HEO","50","50","39190","35480"
"In post","2021","Staffordshire CC","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","No function","AA/AO","1450","1360","24350","23280"
"In post","2021","Staffordshire CC","No function","EO","440","420","29880","30220"
"In post","2021","Staffordshire CC","No function","G6/G7","30","30","[c]","[c]"
"In post","2021","Staffordshire CC","No function","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","No function","SEO/HEO","360","350","39670","38160"
"In post","2021","Staffordshire CC","No function","Unknown","170","150","29970","30210"
"In post","2021","Staffordshire CC","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Project Delivery","EO","60","50","26790","26670"
"In post","2021","Staffordshire CC","Project Delivery","G6/G7","30","30","[c]","[c]"
"In post","2021","Staffordshire CC","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Project Delivery","SEO/HEO","100","100","36650","33630"
"In post","2021","Staffordshire CC","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Property","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Property","SEO/HEO","50","40","[c]","[c]"
"In post","2021","Staffordshire CC","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Unknown","AA/AO","190","170","20750","20920"
"In post","2021","Staffordshire CC","Unknown","EO","470","420","27440","27570"
"In post","2021","Staffordshire CC","Unknown","G6/G7","40","40","[c]","[c]"
"In post","2021","Staffordshire CC","Unknown","SEO/HEO","150","140","35880","33630"
"In post","2021","Staffordshire CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Legal","G6/G7","30","30","[c]","[c]"
"In post","2021","Stoke-on-Trent","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","No function","AA/AO","380","340","18970","18880"
"In post","2021","Stoke-on-Trent","No function","EO","100","90","22800","21170"
"In post","2021","Stoke-on-Trent","No function","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","No function","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","No function","Unknown","90","80","29190","28200"
