"Status","Year","Region_ITL1","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","West Midlands (England)","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared disabled","Finance","80","70","39830","36340"
"In post","2022","West Midlands (England)","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared disabled","Human Resources","50","50","37970","33370"
"In post","2022","West Midlands (England)","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared disabled","Legal","70","70","47780","48080"
"In post","2022","West Midlands (England)","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared disabled","Operational Delivery","2800","2530","27650","27570"
"In post","2022","West Midlands (England)","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared disabled","Other","290","260","26090","26670"
"In post","2022","West Midlands (England)","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared disabled","Policy","100","100","38550","34690"
"In post","2022","West Midlands (England)","Declared disabled","Project Delivery","60","60","38890","39280"
"In post","2022","West Midlands (England)","Declared disabled","Property","50","40","[c]","[c]"
"In post","2022","West Midlands (England)","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared disabled","Science and Engineering","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","Declared disabled","Security","40","30","[c]","[c]"
"In post","2022","West Midlands (England)","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared disabled","Tax","120","110","37610","33370"
"In post","2022","West Midlands (England)","Declared disabled","Unknown","50","40","[c]","[c]"
"In post","2022","West Midlands (England)","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared non-disabled","Commercial","190","180","38190","36050"
"In post","2022","West Midlands (England)","Declared non-disabled","Communications","120","110","39480","36530"
"In post","2022","West Midlands (England)","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared non-disabled","Counter Fraud","410","360","28610","27570"
"In post","2022","West Midlands (England)","Declared non-disabled","Digital, Data and Technology","810","790","40130","36500"
"In post","2022","West Midlands (England)","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared non-disabled","Finance","560","540","40160","36500"
"In post","2022","West Midlands (England)","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared non-disabled","Human Resources","290","270","38620","36050"
"In post","2022","West Midlands (England)","Declared non-disabled","Inspector of Education and Training","80","80","67410","73000"
"In post","2022","West Midlands (England)","Declared non-disabled","Intelligence Analysis","60","60","31780","28890"
"In post","2022","West Midlands (England)","Declared non-disabled","Internal Audit","40","30","[c]","[c]"
"In post","2022","West Midlands (England)","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared non-disabled","Knowledge and Information Management","90","90","27880","25120"
"In post","2022","West Midlands (England)","Declared non-disabled","Legal","450","420","46430","48080"
"In post","2022","West Midlands (England)","Declared non-disabled","Medicine","90","80","54160","41090"
"In post","2022","West Midlands (England)","Declared non-disabled","Operational Delivery","14090","12910","27900","26820"
"In post","2022","West Midlands (England)","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared non-disabled","Other","1420","1320","25720","22080"
"In post","2022","West Midlands (England)","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared non-disabled","Policy","610","590","41680","36740"
"In post","2022","West Midlands (England)","Declared non-disabled","Project Delivery","490","470","41800","40180"
"In post","2022","West Midlands (England)","Declared non-disabled","Property","400","380","37030","33370"
"In post","2022","West Midlands (England)","Declared non-disabled","Psychology","110","100","33460","29060"
"In post","2022","West Midlands (England)","Declared non-disabled","Science and Engineering","220","210","34180","32310"
"In post","2022","West Midlands (England)","Declared non-disabled","Security","260","260","30870","26820"
"In post","2022","West Midlands (England)","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Declared non-disabled","Statistics","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","Declared non-disabled","Tax","940","900","37100","33370"
"In post","2022","West Midlands (England)","Declared non-disabled","Unknown","300","290","37590","33080"
"In post","2022","West Midlands (England)","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Undeclared","Counter Fraud","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","Undeclared","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2022","West Midlands (England)","Undeclared","Finance","40","30","[c]","[c]"
"In post","2022","West Midlands (England)","Undeclared","Human Resources","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Undeclared","Operational Delivery","1250","1140","28150","27570"
"In post","2022","West Midlands (England)","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Undeclared","Other","140","130","26180","23740"
"In post","2022","West Midlands (England)","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Undeclared","Policy","40","40","[c]","[c]"
"In post","2022","West Midlands (England)","Undeclared","Project Delivery","40","30","[c]","[c]"
"In post","2022","West Midlands (England)","Undeclared","Property","40","40","[c]","[c]"
"In post","2022","West Midlands (England)","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Undeclared","Security","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Undeclared","Tax","80","80","38430","33370"
"In post","2022","West Midlands (England)","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Commercial","50","50","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Digital, Data and Technology","250","240","40340","36500"
"In post","2022","West Midlands (England)","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Finance","140","140","35770","31180"
"In post","2022","West Midlands (England)","Unknown","Human Resources","60","50","33090","30450"
"In post","2022","West Midlands (England)","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Legal","140","130","43290","48080"
"In post","2022","West Midlands (England)","Unknown","Medicine","40","40","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Operational Delivery","2890","2720","27620","24880"
"In post","2022","West Midlands (England)","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Other","160","160","26040","21380"
"In post","2022","West Midlands (England)","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Policy","190","180","37230","35900"
"In post","2022","West Midlands (England)","Unknown","Project Delivery","100","90","40670","40000"
"In post","2022","West Midlands (England)","Unknown","Property","100","100","35520","31000"
"In post","2022","West Midlands (England)","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Science and Engineering","60","60","39820","40030"
"In post","2022","West Midlands (England)","Unknown","Security","70","70","32260","27260"
"In post","2022","West Midlands (England)","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Tax","370","350","32170","33080"
"In post","2022","West Midlands (England)","Unknown","Unknown","290","290","42110","33080"
"In post","2022","West Midlands (England)","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Declared disabled","Commercial","80","70","36680","33170"
"In post","2022","Yorkshire and The Humber","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Declared disabled","Counter Fraud","80","70","28260","27570"
"In post","2022","Yorkshire and The Humber","Declared disabled","Digital, Data and Technology","140","140","39710","36500"
"In post","2022","Yorkshire and The Humber","Declared disabled","Economics","[c]","[c]","[c]","[c]"
