"Status","Year","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","260","240","26020","22010"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Other","80","80","25630","22370"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Security","50","50","34490","30630"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","140","120","28020","27570"
"Leaver CS","2021","Cheshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Operational Delivery","100","90","[c]","[c]"
"Leaver CS","2021","Cheshire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Unknown","70","60","23000","21010"
"Leaver CS","2021","Cornwall and Isles of Scilly","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Operational Delivery","50","40","[c]","[c]"
"Leaver CS","2021","Cumbria","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Operational Delivery","280","250","23610","21170"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Unknown","250","210","25210","21010"
"Leaver CS","2021","Devon","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Operational Delivery","160","140","26170","21100"
"Leaver CS","2021","Devon","Other","40","40","[c]","[c]"
"Leaver CS","2021","Devon","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Unknown","290","250","24530","21010"
"Leaver CS","2021","Devon","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Operational Delivery","160","140","28960","26780"
"Leaver CS","2021","Dorset and Somerset","Other","40","40","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Unknown","70","60","26200","21010"
"Leaver CS","2021","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Operational Delivery","400","360","28170","21910"
"Leaver CS","2021","East Anglia","Other","50","40","[c]","[c]"
"Leaver CS","2021","East Anglia","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Science and Engineering","100","80","31000","29620"
"Leaver CS","2021","East Anglia","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Unknown","310","250","25020","26890"
"Leaver CS","2021","East Anglia","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Digital, Data and Technology","50","50","42970","38000"
"Leaver CS","2021","East Wales","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Operational Delivery","340","310","26800","21880"
"Leaver CS","2021","East Wales","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Unknown","560","460","24950","24110"
"Leaver CS","2021","East Wales","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Operational Delivery","160","140","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Science and Engineering","[c]","[c]","[c]","[c]"
