"Status","Year","Profession_of_post","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Planning Inspectors","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Declared disabled","20-29","730","720","37510","34260"
"In post","2022","Policy","Declared disabled","30-39","810","790","46630","45200"
"In post","2022","Policy","Declared disabled","40-49","690","670","49610","47550"
"In post","2022","Policy","Declared disabled","50-59","680","660","47260","41970"
"In post","2022","Policy","Declared disabled","60-64","130","120","44620","40520"
"In post","2022","Policy","Declared disabled","65+","50","40","[c]","[c]"
"In post","2022","Policy","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Declared non-disabled","20-29","5240","5220","38970","35900"
"In post","2022","Policy","Declared non-disabled","30-39","6370","6180","48980","51500"
"In post","2022","Policy","Declared non-disabled","40-49","5370","5120","53770","53600"
"In post","2022","Policy","Declared non-disabled","50-59","4370","4250","50720","47550"
"In post","2022","Policy","Declared non-disabled","60-64","820","750","50800","45820"
"In post","2022","Policy","Declared non-disabled","65+","230","190","44740","38930"
"In post","2022","Policy","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Undeclared","20-29","410","410","38710","35050"
"In post","2022","Policy","Undeclared","30-39","500","490","48830","51730"
"In post","2022","Policy","Undeclared","40-49","340","330","51180","51510"
"In post","2022","Policy","Undeclared","50-59","350","350","48610","46660"
"In post","2022","Policy","Undeclared","60-64","80","70","46820","39000"
"In post","2022","Policy","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Unknown","20-29","2260","2250","38480","35050"
"In post","2022","Policy","Unknown","30-39","1840","1800","48070","49860"
"In post","2022","Policy","Unknown","40-49","920","880","53580","53420"
"In post","2022","Policy","Unknown","50-59","600","590","52820","50630"
"In post","2022","Policy","Unknown","60-64","90","80","47700","43810"
"In post","2022","Policy","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Declared disabled","20-29","150","150","32990","33080"
"In post","2022","Project Delivery","Declared disabled","30-39","270","260","40700","38570"
"In post","2022","Project Delivery","Declared disabled","40-49","360","350","42190","40000"
"In post","2022","Project Delivery","Declared disabled","50-59","560","540","42910","40180"
"In post","2022","Project Delivery","Declared disabled","60-64","130","110","39190","39030"
"In post","2022","Project Delivery","Declared disabled","65+","40","30","[c]","[c]"
"In post","2022","Project Delivery","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Declared non-disabled","20-29","1390","1380","34000","33000"
"In post","2022","Project Delivery","Declared non-disabled","30-39","2640","2560","42170","40000"
"In post","2022","Project Delivery","Declared non-disabled","40-49","3040","2940","46100","41480"
"In post","2022","Project Delivery","Declared non-disabled","50-59","3460","3350","46820","41950"
"In post","2022","Project Delivery","Declared non-disabled","60-64","750","640","43560","40530"
"In post","2022","Project Delivery","Declared non-disabled","65+","180","140","42770","40220"
"In post","2022","Project Delivery","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","20-29","60","60","32770","31950"
"In post","2022","Project Delivery","Undeclared","30-39","150","140","42860","40580"
"In post","2022","Project Delivery","Undeclared","40-49","220","210","44630","41780"
"In post","2022","Project Delivery","Undeclared","50-59","270","270","45720","40690"
"In post","2022","Project Delivery","Undeclared","60-64","60","50","43470","40580"
"In post","2022","Project Delivery","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","20-29","430","430","35450","34260"
"In post","2022","Project Delivery","Unknown","30-39","600","580","42430","40220"
"In post","2022","Project Delivery","Unknown","40-49","540","520","48420","43810"
"In post","2022","Project Delivery","Unknown","50-59","450","440","49060","44030"
"In post","2022","Project Delivery","Unknown","60-64","100","80","44380","42260"
"In post","2022","Project Delivery","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Property","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Property","Declared disabled","20-29","40","40","[c]","[c]"
"In post","2022","Property","Declared disabled","30-39","70","70","34180","32250"
"In post","2022","Property","Declared disabled","40-49","140","140","38470","33300"
"In post","2022","Property","Declared disabled","50-59","240","230","39060","33690"
"In post","2022","Property","Declared disabled","60-64","80","70","37070","33370"
"In post","2022","Property","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Property","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Property","Declared non-disabled","20-29","480","470","30180","29180"
"In post","2022","Property","Declared non-disabled","30-39","740","720","38460","36050"
"In post","2022","Property","Declared non-disabled","40-49","1210","1160","40640","37320"
"In post","2022","Property","Declared non-disabled","50-59","1930","1880","40680","36740"
"In post","2022","Property","Declared non-disabled","60-64","630","560","38570","34000"
"In post","2022","Property","Declared non-disabled","65+","230","190","35180","33300"
"In post","2022","Property","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","30-39","50","50","38850","33590"
"In post","2022","Property","Undeclared","40-49","110","100","38360","34260"
"In post","2022","Property","Undeclared","50-59","260","250","39500","36050"
"In post","2022","Property","Undeclared","60-64","60","50","40110","35480"
"In post","2022","Property","Undeclared","65+","30","30","[c]","[c]"
"In post","2022","Property","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","20-29","310","300","29980","28310"
"In post","2022","Property","Unknown","30-39","240","230","36200","33000"
"In post","2022","Property","Unknown","40-49","230","220","37930","34410"
"In post","2022","Property","Unknown","50-59","280","270","37870","33300"
"In post","2022","Property","Unknown","60-64","120","110","33020","28490"
"In post","2022","Property","Unknown","65+","40","40","[c]","[c]"
"In post","2022","Psychology","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Declared disabled","30-39","50","50","32160","30450"
"In post","2022","Psychology","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Declared non-disabled","20-29","310","300","27900","27700"
"In post","2022","Psychology","Declared non-disabled","30-39","440","420","35540","31180"
"In post","2022","Psychology","Declared non-disabled","40-49","250","230","46220","47660"
"In post","2022","Psychology","Declared non-disabled","50-59","110","100","42190","34600"
"In post","2022","Psychology","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Undeclared","30-39","50","50","[c]","[c]"
"In post","2022","Psychology","Undeclared","40-49","40","40","[c]","[c]"
"In post","2022","Psychology","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","20-29","60","60","26410","26590"
"In post","2022","Psychology","Unknown","30-39","70","60","33640","35000"
"In post","2022","Psychology","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Declared disabled","20-29","220","210","28600","27540"
"In post","2022","Science and Engineering","Declared disabled","30-39","210","200","36900","34560"
"In post","2022","Science and Engineering","Declared disabled","40-49","170","170","40740","39830"
"In post","2022","Science and Engineering","Declared disabled","50-59","260","250","39950","39980"
"In post","2022","Science and Engineering","Declared disabled","60-64","100","90","39640","38300"
"In post","2022","Science and Engineering","Declared disabled","65+","50","40","[c]","[c]"
"In post","2022","Science and Engineering","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Declared non-disabled","16-19","70","70","19090","18030"
"In post","2022","Science and Engineering","Declared non-disabled","20-29","2330","2320","29390","29230"
"In post","2022","Science and Engineering","Declared non-disabled","30-39","2310","2250","39060","38110"
"In post","2022","Science and Engineering","Declared non-disabled","40-49","2200","2110","44400","42500"
"In post","2022","Science and Engineering","Declared non-disabled","50-59","2500","2430","43790","42170"
"In post","2022","Science and Engineering","Declared non-disabled","60-64","760","690","40380","39630"
"In post","2022","Science and Engineering","Declared non-disabled","65+","290","230","41000","38460"
"In post","2022","Science and Engineering","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Undeclared","20-29","70","70","29580","28290"
"In post","2022","Science and Engineering","Undeclared","30-39","110","110","40030","39110"
"In post","2022","Science and Engineering","Undeclared","40-49","110","110","40620","39580"
"In post","2022","Science and Engineering","Undeclared","50-59","230","230","40550","38150"
"In post","2022","Science and Engineering","Undeclared","60-64","100","90","34720","33670"
"In post","2022","Science and Engineering","Undeclared","65+","40","30","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","16-19","40","40","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","20-29","280","280","29610","28620"
"In post","2022","Science and Engineering","Unknown","30-39","370","350","38850","39400"
"In post","2022","Science and Engineering","Unknown","40-49","490","460","44540","42470"
"In post","2022","Science and Engineering","Unknown","50-59","460","440","47410","44950"
"In post","2022","Science and Engineering","Unknown","60-64","130","120","46860","44950"
"In post","2022","Science and Engineering","Unknown","65+","50","40","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Security","Declared disabled","20-29","50","50","28870","27690"
"In post","2022","Security","Declared disabled","30-39","100","100","33180","31340"
"In post","2022","Security","Declared disabled","40-49","160","150","35460","35630"
"In post","2022","Security","Declared disabled","50-59","280","280","33240","31180"
"In post","2022","Security","Declared disabled","60-64","90","80","29140","26670"
"In post","2022","Security","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Security","Declared non-disabled","20-29","630","630","27760","26610"
"In post","2022","Security","Declared non-disabled","30-39","1090","1070","33220","31920"
"In post","2022","Security","Declared non-disabled","40-49","1210","1190","34030","33000"
"In post","2022","Security","Declared non-disabled","50-59","2200","2170","33630","32560"
"In post","2022","Security","Declared non-disabled","60-64","590","540","28470","22460"
