"Status","Year","Sex","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Male","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Unknown","200","200","29030","25540"
"New entrant CS","2021","Male","Social Research","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Male","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Statistics","Heterosexual / straight","90","90","34220","31810"
"New entrant CS","2021","Male","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Statistics","Unknown","50","50","31920","30100"
"New entrant CS","2021","Male","Tax","Heterosexual / straight","450","450","23380","20140"
"New entrant CS","2021","Male","Tax","LGBO","70","70","22290","20140"
"New entrant CS","2021","Male","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Tax","Unknown","1080","1070","22540","20140"
"New entrant CS","2021","Male","Unknown","Heterosexual / straight","5900","5870","27650","27570"
"New entrant CS","2021","Male","Unknown","LGBO","800","800","27130","27570"
"New entrant CS","2021","Male","Unknown","Undeclared","390","390","28620","27570"
"New entrant CS","2021","Male","Unknown","Unknown","1870","1850","34170","28000"
"New entrant CS","2021","Male","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Heterosexual / straight","290","280","32210","30320"
"New entrant CS","2022","Female","Commercial","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Undeclared","60","30","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Unknown","90","90","33600","30670"
"New entrant CS","2022","Female","Communications","Heterosexual / straight","200","190","37200","33980"
"New entrant CS","2022","Female","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Undeclared","70","50","36240","28250"
"New entrant CS","2022","Female","Communications","Unknown","90","90","34390","34260"
"New entrant CS","2022","Female","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Heterosexual / straight","330","320","25920","27570"
"New entrant CS","2022","Female","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data and Technology","Heterosexual / straight","570","560","36680","33600"
"New entrant CS","2022","Female","Digital, Data and Technology","LGBO","80","80","34010","32870"
"New entrant CS","2022","Female","Digital, Data and Technology","Undeclared","80","70","35930","33370"
"New entrant CS","2022","Female","Digital, Data and Technology","Unknown","270","260","37960","35050"
"New entrant CS","2022","Female","Economics","Heterosexual / straight","90","90","32230","30770"
"New entrant CS","2022","Female","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Economics","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Female","Finance","Heterosexual / straight","410","390","34650","31990"
"New entrant CS","2022","Female","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Undeclared","80","40","[c]","[c]"
"New entrant CS","2022","Female","Finance","Unknown","130","120","35940","33370"
"New entrant CS","2022","Female","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Geography","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Geography","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Geography","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Heterosexual / straight","550","520","33280","30200"
"New entrant CS","2022","Female","Human Resources","LGBO","50","40","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Undeclared","60","40","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Unknown","170","160","34080","28900"
"New entrant CS","2022","Female","Inspector of Education and Training","Heterosexual / straight","120","120","55660","46360"
"New entrant CS","2022","Female","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Intelligence Analysis","Heterosexual / straight","50","40","[c]","[c]"
"New entrant CS","2022","Female","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Intelligence Analysis","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Female","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","International Trade","Heterosexual / straight","60","60","37420","31800"
"New entrant CS","2022","Female","International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","International Trade","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Female","Knowledge and Information Management","Heterosexual / straight","100","90","30900","28590"
"New entrant CS","2022","Female","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Legal","Heterosexual / straight","460","440","43300","43920"
"New entrant CS","2022","Female","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Legal","Unknown","100","100","37440","34260"
"New entrant CS","2022","Female","Medicine","Heterosexual / straight","130","110","48290","39030"
"New entrant CS","2022","Female","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Medicine","Unknown","90","80","42080","34280"
"New entrant CS","2022","Female","Operational Delivery","Heterosexual / straight","13000","12380","26220","24090"
"New entrant CS","2022","Female","Operational Delivery","LGBO","1290","1260","25500","23170"
"New entrant CS","2022","Female","Operational Delivery","Undeclared","830","770","27590","24800"
"New entrant CS","2022","Female","Operational Delivery","Unknown","7100","6670","25590","23170"
"New entrant CS","2022","Female","Operational Research","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Female","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other","Heterosexual / straight","890","850","26760","23170"
"New entrant CS","2022","Female","Other","LGBO","90","90","25630","21260"
"New entrant CS","2022","Female","Other","Undeclared","60","50","27710","26300"
"New entrant CS","2022","Female","Other","Unknown","320","310","25250","21640"
"New entrant CS","2022","Female","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Policy","Heterosexual / straight","1410","1380","36310","33570"
"New entrant CS","2022","Female","Policy","LGBO","210","210","34620","32790"
"New entrant CS","2022","Female","Policy","Undeclared","200","180","36270","32870"
"New entrant CS","2022","Female","Policy","Unknown","420","410","36600","33390"
"New entrant CS","2022","Female","Project Delivery","Heterosexual / straight","380","370","36380","33490"
"New entrant CS","2022","Female","Project Delivery","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Female","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Project Delivery","Unknown","190","180","35840","34840"
"New entrant CS","2022","Female","Property","Heterosexual / straight","190","180","34110","29360"
"New entrant CS","2022","Female","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Property","Unknown","120","110","30640","26350"
"New entrant CS","2022","Female","Psychology","Heterosexual / straight","110","110","27080","27700"
"New entrant CS","2022","Female","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Psychology","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Female","Science and Engineering","Heterosexual / straight","470","440","32670","30360"
"New entrant CS","2022","Female","Science and Engineering","LGBO","50","50","28370","26950"
"New entrant CS","2022","Female","Science and Engineering","Undeclared","90","80","34380","30430"
"New entrant CS","2022","Female","Science and Engineering","Unknown","110","110","28480","26030"
"New entrant CS","2022","Female","Security","Heterosexual / straight","90","90","28280","25000"
"New entrant CS","2022","Female","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Security","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Female","Social Research","Heterosexual / straight","140","140","35090","31450"
"New entrant CS","2022","Female","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Social Research","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Female","Statistics","Heterosexual / straight","90","90","31270","30710"
"New entrant CS","2022","Female","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Statistics","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Female","Tax","Heterosexual / straight","720","700","27200","26590"
"New entrant CS","2022","Female","Tax","LGBO","70","70","27930","26590"
"New entrant CS","2022","Female","Tax","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Female","Tax","Unknown","390","380","26490","26590"
"New entrant CS","2022","Female","Unknown","Heterosexual / straight","1920","1860","31590","27570"
"New entrant CS","2022","Female","Unknown","LGBO","240","240","30570","27230"
"New entrant CS","2022","Female","Unknown","Undeclared","160","140","32810","29290"
"New entrant CS","2022","Female","Unknown","Unknown","2270","2180","31870","28000"
"New entrant CS","2022","Female","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Commercial","Heterosexual / straight","200","200","32310","30420"
"New entrant CS","2022","Male","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Commercial","Undeclared","40","[c]","[c]","[c]"
"New entrant CS","2022","Male","Commercial","Unknown","70","70","32450","26670"
"New entrant CS","2022","Male","Communications","Heterosexual / straight","100","100","35880","32440"
"New entrant CS","2022","Male","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Communications","Undeclared","40","[c]","[c]","[c]"
"New entrant CS","2022","Male","Communications","Unknown","50","50","37290","32560"
"New entrant CS","2022","Male","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Counter Fraud","Heterosexual / straight","240","240","26860","27570"
"New entrant CS","2022","Male","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Digital, Data and Technology","Heterosexual / straight","1050","1040","39180","36050"
"New entrant CS","2022","Male","Digital, Data and Technology","LGBO","90","90","37720","33080"
"New entrant CS","2022","Male","Digital, Data and Technology","Undeclared","150","130","37030","33080"
"New entrant CS","2022","Male","Digital, Data and Technology","Unknown","500","500","39470","35050"
"New entrant CS","2022","Male","Economics","Heterosexual / straight","160","160","35960","31660"
"New entrant CS","2022","Male","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Economics","Unknown","60","60","33070","32390"
"New entrant CS","2022","Male","Finance","Heterosexual / straight","320","320","35200","33000"
"New entrant CS","2022","Male","Finance","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","Male","Finance","Undeclared","60","40","[c]","[c]"
"New entrant CS","2022","Male","Finance","Unknown","150","150","34840","32000"
"New entrant CS","2022","Male","Geography","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Male","Geography","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Geography","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Geography","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","Heterosexual / straight","170","160","32870","30170"
"New entrant CS","2022","Male","Human Resources","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","Unknown","90","90","39250","33000"
"New entrant CS","2022","Male","Inspector of Education and Training","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Male","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Intelligence Analysis","Heterosexual / straight","60","60","30220","28700"
"New entrant CS","2022","Male","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Intelligence Analysis","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","International Trade","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2022","Male","International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Knowledge and Information Management","Heterosexual / straight","60","60","31190","30200"
"New entrant CS","2022","Male","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Heterosexual / straight","230","230","44460","43920"
"New entrant CS","2022","Male","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Unknown","70","60","34980","33370"
"New entrant CS","2022","Male","Medicine","Heterosexual / straight","70","60","61460","64190"
"New entrant CS","2022","Male","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Operational Delivery","Heterosexual / straight","8150","7980","26740","24880"
"New entrant CS","2022","Male","Operational Delivery","LGBO","850","840","26210","24030"
"New entrant CS","2022","Male","Operational Delivery","Undeclared","580","550","28790","26880"
"New entrant CS","2022","Male","Operational Delivery","Unknown","5020","4790","26280","24250"
"New entrant CS","2022","Male","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Other","Heterosexual / straight","770","770","28430","24250"
"New entrant CS","2022","Male","Other","LGBO","70","70","28420","25030"
"New entrant CS","2022","Male","Other","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Male","Other","Unknown","390","380","26400","21260"
"New entrant CS","2022","Male","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Policy","Heterosexual / straight","1060","1050","37010","33570"
"New entrant CS","2022","Male","Policy","LGBO","160","160","36240","33570"
"New entrant CS","2022","Male","Policy","Undeclared","120","110","35500","33400"
"New entrant CS","2022","Male","Policy","Unknown","340","330","37430","34710"
"New entrant CS","2022","Male","Project Delivery","Heterosexual / straight","380","370","39130","37000"
"New entrant CS","2022","Male","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Unknown","170","170","37760","35050"
"New entrant CS","2022","Male","Property","Heterosexual / straight","260","260","37320","33000"
"New entrant CS","2022","Male","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Unknown","150","140","33640","29000"
"New entrant CS","2022","Male","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Science and Engineering","Heterosexual / straight","550","540","34230","32330"
"New entrant CS","2022","Male","Science and Engineering","LGBO","50","50","30280","27540"
"New entrant CS","2022","Male","Science and Engineering","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Male","Science and Engineering","Unknown","330","330","29310","27000"
"New entrant CS","2022","Male","Security","Heterosexual / straight","270","270","29190","25000"
"New entrant CS","2022","Male","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Unknown","230","220","27230","25000"
"New entrant CS","2022","Male","Social Research","Heterosexual / straight","50","50","34280","30710"
"New entrant CS","2022","Male","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Statistics","Heterosexual / straight","140","140","34290","31800"
"New entrant CS","2022","Male","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Statistics","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Male","Tax","Heterosexual / straight","740","730","28130","26590"
"New entrant CS","2022","Male","Tax","LGBO","110","110","26390","26590"
"New entrant CS","2022","Male","Tax","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Male","Tax","Unknown","430","430","27350","26590"
"New entrant CS","2022","Male","Unknown","Heterosexual / straight","1420","1410","33000","27570"
"New entrant CS","2022","Male","Unknown","LGBO","210","200","31660","27570"
"New entrant CS","2022","Male","Unknown","Undeclared","150","130","34210","29970"
"New entrant CS","2022","Male","Unknown","Unknown","1710","1690","34670","28000"
"New entrant CS","2022","Male","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Cabinet Office (excl agencies) reported profession information for only 60 out of a total 9,930 employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
