"Status","Year","Sex","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Male","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Department for Environment, Food and Rural Affairs","110","110","34040","32560"
"New entrant CS","2022","Male","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Department for Transport","40","30","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Department for Work and Pensions","510","510","26040","24250"
"New entrant CS","2022","Male","Declared disabled","Department of Health and Social Care","50","40","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","HM Revenue and Customs","200","200","26870","26590"
"New entrant CS","2022","Male","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Ministry of Defence","130","130","31340","27010"
"New entrant CS","2022","Male","Declared disabled","Ministry of Justice","530","510","28760","26290"
"New entrant CS","2022","Male","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Scottish Government","100","100","28030","27230"
"New entrant CS","2022","Male","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","UK Statistics Authority","40","30","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Attorney General's Departments","230","230","37390","31540"
"New entrant CS","2022","Male","Declared non-disabled","Cabinet Office","330","330","40560","34550"
"New entrant CS","2022","Male","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Competition and Markets Authority","70","60","51130","41670"
"New entrant CS","2022","Male","Declared non-disabled","Department for Business, Energy and Industrial Strategy","460","450","33310","31400"
"New entrant CS","2022","Male","Declared non-disabled","Department for Digital, Culture, Media and Sport","140","140","37510","34020"
"New entrant CS","2022","Male","Declared non-disabled","Department for Education","60","60","39000","36500"
"New entrant CS","2022","Male","Declared non-disabled","Department for Environment, Food and Rural Affairs","910","900","31870","29180"
"New entrant CS","2022","Male","Declared non-disabled","Department for International Trade","100","100","38570","31800"
"New entrant CS","2022","Male","Declared non-disabled","Department for Levelling Up, Housing and Communities","210","200","36600","33210"
"New entrant CS","2022","Male","Declared non-disabled","Department for Transport","570","570","32140","26130"
"New entrant CS","2022","Male","Declared non-disabled","Department for Work and Pensions","3130","3110","27070","27570"
"New entrant CS","2022","Male","Declared non-disabled","Department of Health and Social Care","500","460","35850","30460"
"New entrant CS","2022","Male","Declared non-disabled","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Food Standards Agency","30","30","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","HM Land Registry","80","80","27950","27130"
"New entrant CS","2022","Male","Declared non-disabled","HM Revenue and Customs","2240","2210","28360","26590"
"New entrant CS","2022","Male","Declared non-disabled","HM Treasury","110","110","37010","29320"
"New entrant CS","2022","Male","Declared non-disabled","Home Office","30","30","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Ministry of Defence","1620","1600","32000","29230"
"New entrant CS","2022","Male","Declared non-disabled","Ministry of Justice","3340","3260","27530","24620"
"New entrant CS","2022","Male","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","50","50","56200","62220"
"New entrant CS","2022","Male","Declared non-disabled","Office of Gas and Electricity Markets","210","200","37650","28000"
"New entrant CS","2022","Male","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Scottish Government","790","780","30440","27230"
"New entrant CS","2022","Male","Declared non-disabled","The National Archives","30","30","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","UK Export Finance","50","50","45800","43000"
"New entrant CS","2022","Male","Declared non-disabled","UK Statistics Authority","240","220","31200","30210"
"New entrant CS","2022","Male","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Welsh Government","110","110","36340","31210"
"New entrant CS","2022","Male","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Department for Transport","70","70","32740","29970"
"New entrant CS","2022","Male","Undeclared","Department for Work and Pensions","190","190","27600","27570"
"New entrant CS","2022","Male","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","HM Revenue and Customs","100","100","27850","26590"
"New entrant CS","2022","Male","Undeclared","HM Treasury","30","30","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Ministry of Defence","60","60","31390","26350"
"New entrant CS","2022","Male","Undeclared","Ministry of Justice","170","160","31010","28140"
"New entrant CS","2022","Male","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Attorney General's Departments","40","40","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Cabinet Office","510","500","42190","28000"
"New entrant CS","2022","Male","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Department for Business, Energy and Industrial Strategy","190","180","32950","30410"
"New entrant CS","2022","Male","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
