"Status","Year","Region_ITL3","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Derbyshire","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Unknown","Female","230","190","25660","27570"
"In post","2021","East Derbyshire","Unknown","Male","90","80","26970","27570"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","No function","Female","160","150","28360","25870"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","No function","Male","260","250","31050","33650"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Project Delivery","Female","60","60","33710","31300"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Project Delivery","Male","140","130","35210","32260"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Property","Male","50","50","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Security","Female","170","160","29240","26510"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Security","Male","880","860","31000","28890"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","Female","370","330","26010","26670"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","Male","230","220","34570","27570"
"In post","2021","East Kent","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Counter Fraud","Female","80","70","28450","27390"
"In post","2021","East Kent","Counter Fraud","Male","100","90","30730","28130"
"In post","2021","East Kent","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Legal","Female","90","80","37270","30110"
"In post","2021","East Kent","Legal","Male","50","50","[c]","[c]"
"In post","2021","East Kent","No function","Female","240","220","27890","24920"
"In post","2021","East Kent","No function","Male","190","190","30770","30580"
"In post","2021","East Kent","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Property","Male","40","40","[c]","[c]"
"In post","2021","East Kent","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Unknown","Female","1630","1450","27420","25310"
"In post","2021","East Kent","Unknown","Male","1760","1660","27550","26180"
"In post","2021","East Lancashire","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","No function","Female","100","90","25050","22260"
"In post","2021","East Lancashire","No function","Male","40","40","[c]","[c]"
"In post","2021","East Lancashire","Unknown","Female","210","180","25390","27570"
"In post","2021","East Lancashire","Unknown","Male","120","110","25470","27570"
"In post","2021","East Lothian and Midlothian","No function","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","No function","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Unknown","Female","60","50","27090","27570"
"In post","2021","East Lothian and Midlothian","Unknown","Male","30","30","[c]","[c]"
"In post","2021","East Merseyside","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","No function","Female","190","170","27810","23840"
"In post","2021","East Merseyside","No function","Male","90","90","31680","28000"
"In post","2021","East Merseyside","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Unknown","Female","530","440","26180","27570"
"In post","2021","East Merseyside","Unknown","Male","210","200","27090","27570"
"In post","2021","East Riding of Yorkshire","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Riding of Yorkshire","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Riding of Yorkshire","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Riding of Yorkshire","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Riding of Yorkshire","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Riding of Yorkshire","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Riding of Yorkshire","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Riding of Yorkshire","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Riding of Yorkshire","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Riding of Yorkshire","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Riding of Yorkshire","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Riding of Yorkshire","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Riding of Yorkshire","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Riding of Yorkshire","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Riding of Yorkshire","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Riding of Yorkshire","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Riding of Yorkshire","No function","Female","480","440","26850","25230"
"In post","2021","East Riding of Yorkshire","No function","Male","790","750","30450","28510"
"In post","2021","East Riding of Yorkshire","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Riding of Yorkshire","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Riding of Yorkshire","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Riding of Yorkshire","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Riding of Yorkshire","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Riding of Yorkshire","Security","Male","40","40","[c]","[c]"
"In post","2021","East Riding of Yorkshire","Unknown","Female","160","150","25380","26930"
"In post","2021","East Riding of Yorkshire","Unknown","Male","350","340","27370","26930"
"In post","2021","East Surrey","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","No function","Female","400","370","33370","33180"
"In post","2021","East Surrey","No function","Male","420","400","34000","34750"
"In post","2021","East Surrey","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Unknown","Female","110","100","30630","29290"
"In post","2021","East Surrey","Unknown","Male","50","40","[c]","[c]"
"In post","2021","East Sussex CC","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","No function","Female","270","240","27140","25830"
"In post","2021","East Sussex CC","No function","Male","300","290","29750","28400"
"In post","2021","East Sussex CC","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Unknown","Female","830","700","25130","27570"
"In post","2021","East Sussex CC","Unknown","Male","440","420","25200","26540"
"In post","2021","Enfield","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Enfield","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Enfield","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Enfield","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Enfield","No function","Female","40","40","[c]","[c]"
"In post","2021","Enfield","No function","Male","40","40","[c]","[c]"
"In post","2021","Enfield","Unknown","Female","200","180","30600","31060"
"In post","2021","Enfield","Unknown","Male","80","80","30490","31060"
"In post","2021","Essex Haven Gateway","Commercial","Female","[c]","[c]","[c]","[c]"
