"Status","Year","Sexual_orientation","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Heterosexual / straight","Science and Engineering","AA/AO","130","130","20130","20150"
"Leaver CS","2021","Heterosexual / straight","Science and Engineering","EO","80","80","24500","25190"
"Leaver CS","2021","Heterosexual / straight","Science and Engineering","G6/G7","50","40","55520","53030"
"Leaver CS","2021","Heterosexual / straight","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Science and Engineering","SEO/HEO","220","200","36060","36180"
"Leaver CS","2021","Heterosexual / straight","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Security","AA/AO","200","190","27380","21830"
"Leaver CS","2021","Heterosexual / straight","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Social Research","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Statistics","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","AA/AO","1470","1270","21330","21010"
"Leaver CS","2021","Heterosexual / straight","Unknown","EO","1120","940","27730","27570"
"Leaver CS","2021","Heterosexual / straight","Unknown","G6/G7","230","200","60710","59700"
"Leaver CS","2021","Heterosexual / straight","Unknown","SCS","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","SEO/HEO","530","470","36380","35110"
"Leaver CS","2021","Heterosexual / straight","Unknown","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Commercial","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Economics","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inspector of Education and Training","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Intelligence Analysis","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","International Trade","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Medicine","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Operational Delivery","AA/AO","180","170","20460","19940"
"Leaver CS","2021","LGBO","Operational Delivery","EO","40","30","[c]","[c]"
"Leaver CS","2021","LGBO","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Policy","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Property","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Social Research","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Statistics","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","AA/AO","100","90","21700","21010"
"Leaver CS","2021","LGBO","Unknown","EO","70","70","27490","27570"
"Leaver CS","2021","LGBO","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
