"Status","Year","Organisation","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","UK Hydrographic Office","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Mixed","No function","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Unknown","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","UK Hydrographic Office","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Unknown","No function","140","130","32500","33290"
"In post","2021","UK Hydrographic Office","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","White","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","White","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","White","Digital, Data & Technology","130","130","39400","35340"
"In post","2021","UK Hydrographic Office","White","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","White","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","White","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","White","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","White","No function","390","370","32410","33290"
"In post","2021","UK Hydrographic Office","White","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","White","Property","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","White","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Asian","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Asian","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Asian","No function","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Black","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Black","No function","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Black","Property","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Black","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Chinese","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Chinese","No function","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Mixed","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Mixed","No function","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Unknown","Digital, Data & Technology","60","60","39870","35570"
"In post","2021","UK Intellectual Property Office","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Unknown","No function","310","300","31820","23320"
"In post","2021","UK Intellectual Property Office","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","White","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","White","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","White","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","White","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","White","Digital, Data & Technology","120","120","46290","47160"
"In post","2021","UK Intellectual Property Office","White","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","White","Human Resources","40","40","[c]","[c]"
"In post","2021","UK Intellectual Property Office","White","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","White","No function","680","630","37600","30170"
"In post","2021","UK Intellectual Property Office","White","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","White","Property","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","White","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
