"Status","Year","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Food Standards Agency","Science and Engineering","120","120","40080","37350"
"In post","2022","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Veterinarian","60","60","44370","39090"
"In post","2022","Foreign, Commonwealth and Development Office","Commercial","130","130","45030","43320"
"In post","2022","Foreign, Commonwealth and Development Office","Communications","110","100","49400","46230"
"In post","2022","Foreign, Commonwealth and Development Office","Digital, Data and Technology","310","310","43190","39630"
"In post","2022","Foreign, Commonwealth and Development Office","Economics","160","160","51560","54080"
"In post","2022","Foreign, Commonwealth and Development Office","Finance","230","220","42740","38600"
"In post","2022","Foreign, Commonwealth and Development Office","Human Resources","330","310","47860","43300"
"In post","2022","Foreign, Commonwealth and Development Office","Intelligence Analysis","180","180","46280","39770"
"In post","2022","Foreign, Commonwealth and Development Office","Internal Audit","50","50","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Knowledge and Information Management","130","120","44720","38230"
"In post","2022","Foreign, Commonwealth and Development Office","Legal","130","110","57090","57540"
"In post","2022","Foreign, Commonwealth and Development Office","Medicine","50","40","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Operational Delivery","590","570","34380","30430"
"In post","2022","Foreign, Commonwealth and Development Office","Operational Research","60","60","59570","61400"
"In post","2022","Foreign, Commonwealth and Development Office","Other","290","290","63920","64980"
"In post","2022","Foreign, Commonwealth and Development Office","Policy","3980","3920","50840","51500"
"In post","2022","Foreign, Commonwealth and Development Office","Project Delivery","420","400","43310","38600"
"In post","2022","Foreign, Commonwealth and Development Office","Property","420","420","42680","40330"
"In post","2022","Foreign, Commonwealth and Development Office","Science and Engineering","30","30","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Security","440","420","37270","34260"
"In post","2022","Foreign, Commonwealth and Development Office","Statistics","40","40","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","180","170","51550","49430"
"In post","2022","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Digital, Data and Technology","710","670","37870","38450"
"In post","2022","HM Land Registry","Finance","80","80","47560","42100"
"In post","2022","HM Land Registry","Human Resources","100","100","39260","33840"
"In post","2022","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Legal","270","250","49180","56750"
"In post","2022","HM Land Registry","Operational Delivery","5190","4670","28580","27130"
"In post","2022","HM Land Registry","Other","30","30","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","180","180","38710","38550"
"In post","2022","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","80","80","40840","40520"
"In post","2022","HM Revenue and Customs","Communications","240","240","46230","41450"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","2160","2090","41880","40180"
"In post","2022","HM Revenue and Customs","Economics","140","130","49190","40520"
"In post","2022","HM Revenue and Customs","Finance","1150","1080","41730","40180"
"In post","2022","HM Revenue and Customs","Human Resources","800","750","42380","40180"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","250","240","38670","37610"
"In post","2022","HM Revenue and Customs","Internal Audit","70","60","47280","43430"
"In post","2022","HM Revenue and Customs","International Trade","130","120","36440","33370"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","3830","3660","35770","33370"
"In post","2022","HM Revenue and Customs","Operational Delivery","29880","26780","27310","25330"
"In post","2022","HM Revenue and Customs","Operational Research","150","140","45310","40520"
"In post","2022","HM Revenue and Customs","Other","470","430","45290","40520"
"In post","2022","HM Revenue and Customs","Policy","1140","1080","55130","55210"
"In post","2022","HM Revenue and Customs","Project Delivery","2800","2690","45850","40520"
"In post","2022","HM Revenue and Customs","Property","2550","2380","36890","33080"
"In post","2022","HM Revenue and Customs","Security","200","190","43600","40520"
"In post","2022","HM Revenue and Customs","Social Research","110","110","47160","43430"
"In post","2022","HM Revenue and Customs","Statistics","350","340","45630","40520"
"In post","2022","HM Revenue and Customs","Tax","19540","18570","35110","33370"
"In post","2022","HM Revenue and Customs","Unknown","5290","5140","35670","33080"
"In post","2022","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Communications","50","50","47210","42840"
"In post","2022","HM Treasury","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Counter Fraud","40","30","[c]","[c]"
"In post","2022","HM Treasury","Digital, Data and Technology","60","60","50900","49880"
"In post","2022","HM Treasury","Economics","220","220","46040","37900"
"In post","2022","HM Treasury","Finance","120","110","49090","52500"
"In post","2022","HM Treasury","Human Resources","90","90","45650","47240"
"In post","2022","HM Treasury","Internal Audit","340","320","50750","48780"
"In post","2022","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","210","200","37000","29750"
"In post","2022","HM Treasury","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Other","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Policy","1480","1450","49670","52500"
"In post","2022","HM Treasury","Project Delivery","40","40","[c]","[c]"
"In post","2022","HM Treasury","Security","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Tax","50","50","61550","60060"
"In post","2022","Home Office","Commercial","110","110","39870","41740"
"In post","2022","Home Office","Communications","180","170","48850","45750"
"In post","2022","Home Office","Counter Fraud","190","170","27030","25310"
"In post","2022","Home Office","Digital, Data and Technology","1630","1610","50010","45450"
"In post","2022","Home Office","Economics","150","150","47440","43950"
"In post","2022","Home Office","Finance","330","310","46140","42130"
"In post","2022","Home Office","Human Resources","660","640","42390","37450"
"In post","2022","Home Office","Intelligence Analysis","1410","1330","29750","27370"
"In post","2022","Home Office","Knowledge and Information Management","90","90","41650","39560"
"In post","2022","Home Office","Operational Delivery","25250","23290","28220","25630"
"In post","2022","Home Office","Operational Research","90","90","46670","41990"
"In post","2022","Home Office","Other","1690","1620","35610","30830"
"In post","2022","Home Office","Policy","2380","2330","50240","45390"
"In post","2022","Home Office","Project Delivery","1630","1590","44960","41950"
"In post","2022","Home Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Science and Engineering","110","100","49100","42710"
"In post","2022","Home Office","Security","350","330","31350","28670"
"In post","2022","Home Office","Social Research","150","140","46820","43950"
"In post","2022","Home Office","Statistics","140","130","36340","31460"
"In post","2022","Ministry of Defence","Commercial","2210","2130","38010","35000"
"In post","2022","Ministry of Defence","Communications","610","590","36210","33300"
"In post","2022","Ministry of Defence","Corporate Finance","60","60","41750","41330"
"In post","2022","Ministry of Defence","Digital, Data and Technology","2580","2520","35790","33300"
"In post","2022","Ministry of Defence","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Finance","4230","4100","37400","33300"
"In post","2022","Ministry of Defence","Geography","490","460","31410","33000"
"In post","2022","Ministry of Defence","Human Resources","2140","2010","32590","26930"
"In post","2022","Ministry of Defence","Intelligence Analysis","870","840","37100","35200"
"In post","2022","Ministry of Defence","Internal Audit","150","150","39160","36460"
"In post","2022","Ministry of Defence","Knowledge and Information Management","830","810","32370","29380"
"In post","2022","Ministry of Defence","Legal","60","50","55390","54480"
"In post","2022","Ministry of Defence","Medicine","1670","1460","47090","39030"
"In post","2022","Ministry of Defence","Operational Delivery","870","820","35770","31700"
"In post","2022","Ministry of Defence","Operational Research","510","490","44010","47010"
"In post","2022","Ministry of Defence","Other","16140","15580","28680","26020"
"In post","2022","Ministry of Defence","Policy","1300","1270","45020","42200"
"In post","2022","Ministry of Defence","Project Delivery","5950","5770","42490","40580"
"In post","2022","Ministry of Defence","Property","2220","2150","32070","33080"
"In post","2022","Ministry of Defence","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Science and Engineering","8150","7950","38200","38040"
"In post","2022","Ministry of Defence","Security","6520","6390","29880","26610"
"In post","2022","Ministry of Defence","Statistics","250","240","40690","38070"
"In post","2022","Ministry of Defence","Unknown","30","30","[c]","[c]"
