"Status","Year","Responsibility_level","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Oxfordshire","No function","610","570","26750","27850"
"In post","2021","AA/AO","Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Oxfordshire","Property","30","30","[c]","[c]"
"In post","2021","AA/AO","Oxfordshire","Security","100","100","24930","19560"
"In post","2021","AA/AO","Oxfordshire","Unknown","380","360","20710","20920"
"In post","2021","AA/AO","Perth and Kinross and Stirling","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Perth and Kinross and Stirling","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Perth and Kinross and Stirling","Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Perth and Kinross and Stirling","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Perth and Kinross and Stirling","Legal","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Perth and Kinross and Stirling","No function","230","210","23690","25870"
"In post","2021","AA/AO","Perth and Kinross and Stirling","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Perth and Kinross and Stirling","Property","100","100","24970","25870"
"In post","2021","AA/AO","Perth and Kinross and Stirling","Security","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Perth and Kinross and Stirling","Unknown","80","70","21820","21010"
"In post","2021","AA/AO","Peterborough","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Peterborough","Communications","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Peterborough","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Peterborough","Debt","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Peterborough","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Peterborough","Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Peterborough","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Peterborough","Legal","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Peterborough","No function","140","130","21620","22350"
"In post","2021","AA/AO","Peterborough","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Peterborough","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Peterborough","Security","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Peterborough","Unknown","530","440","20850","21430"
"In post","2021","AA/AO","Plymouth","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Plymouth","Communications","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Plymouth","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","AA/AO","Plymouth","No function","230","200","21670","22350"
"In post","2021","AA/AO","Plymouth","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Plymouth","Property","240","210","20740","21100"
"In post","2021","AA/AO","Plymouth","Security","260","250","28000","25680"
"In post","2021","AA/AO","Plymouth","Unknown","220","200","20720","21010"
"In post","2021","AA/AO","Portsmouth","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Portsmouth","Communications","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Portsmouth","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Portsmouth","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Portsmouth","Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Portsmouth","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Portsmouth","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Portsmouth","Legal","40","40","[c]","[c]"
"In post","2021","AA/AO","Portsmouth","No function","510","440","20410","20140"
"In post","2021","AA/AO","Portsmouth","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Portsmouth","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Portsmouth","Security","330","320","28440","25610"
"In post","2021","AA/AO","Portsmouth","Unknown","370","340","20760","21010"
"In post","2021","AA/AO","Powys","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Powys","Communications","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Powys","No function","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Powys","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Powys","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Powys","Security","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Powys","Unknown","180","160","21380","21010"
"In post","2021","AA/AO","Redbridge and Waltham Forest","Legal","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Redbridge and Waltham Forest","No function","60","50","20020","19170"
"In post","2021","AA/AO","Redbridge and Waltham Forest","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Redbridge and Waltham Forest","Unknown","300","260","24560","25110"
"In post","2021","AA/AO","Sandwell","No function","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Sandwell","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Sandwell","Unknown","50","50","20830","21010"
"In post","2021","AA/AO","Scottish Borders","Communications","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scottish Borders","Legal","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scottish Borders","No function","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scottish Borders","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scottish Borders","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scottish Borders","Unknown","150","130","23910","24110"
"In post","2021","AA/AO","Sefton","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Sefton","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Sefton","Counter Fraud","50","40","[c]","[c]"
"In post","2021","AA/AO","Sefton","Debt","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Sefton","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Sefton","Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Sefton","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Sefton","Legal","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Sefton","No function","1230","1060","20590","20140"
"In post","2021","AA/AO","Sefton","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Sefton","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Sefton","Security","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Sefton","Unknown","890","770","20560","21430"
"In post","2021","AA/AO","Sheffield","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Sheffield","Communications","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Sheffield","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Sheffield","Debt","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Sheffield","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Sheffield","Legal","40","40","[c]","[c]"
"In post","2021","AA/AO","Sheffield","No function","170","150","19310","19570"
"In post","2021","AA/AO","Sheffield","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Sheffield","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Sheffield","Unknown","1350","1190","21140","21430"
"In post","2021","AA/AO","Shetland Islands","Legal","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Shetland Islands","No function","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Shetland Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Shropshire CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Shropshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Shropshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Shropshire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Shropshire CC","No function","260","250","25520","25790"
"In post","2021","AA/AO","Shropshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Shropshire CC","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Shropshire CC","Security","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Shropshire CC","Unknown","160","150","20830","20920"
"In post","2021","AA/AO","Solihull","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Solihull","No function","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Solihull","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Solihull","Unknown","200","180","21120","21430"
"In post","2021","AA/AO","Somerset","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Somerset","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Somerset","Communications","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Somerset","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Somerset","Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Somerset","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Somerset","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Somerset","No function","140","130","20220","20170"
"In post","2021","AA/AO","Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Somerset","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Somerset","Security","40","40","[c]","[c]"
"In post","2021","AA/AO","Somerset","Unknown","310","280","20710","21010"
"In post","2021","AA/AO","South and West Derbyshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South and West Derbyshire","No function","300","280","24970","23970"
"In post","2021","AA/AO","South and West Derbyshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South and West Derbyshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South and West Derbyshire","Unknown","40","30","[c]","[c]"
"In post","2021","AA/AO","South Ayrshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Ayrshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Ayrshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Ayrshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Ayrshire","Unknown","30","30","[c]","[c]"
"In post","2021","AA/AO","South Hampshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Hampshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Hampshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Hampshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Hampshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Hampshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Hampshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Hampshire","No function","1110","720","20030","19520"
"In post","2021","AA/AO","South Hampshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Hampshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Hampshire","Security","90","90","21990","19560"
"In post","2021","AA/AO","South Hampshire","Unknown","110","90","20960","21010"
"In post","2021","AA/AO","South Lanarkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Lanarkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Lanarkshire","Debt","250","230","20240","20140"
"In post","2021","AA/AO","South Lanarkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Lanarkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Lanarkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Lanarkshire","Legal","40","40","[c]","[c]"
"In post","2021","AA/AO","South Lanarkshire","No function","1020","850","20620","20140"
"In post","2021","AA/AO","South Lanarkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Lanarkshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Nottinghamshire","No function","260","240","25260","23970"
"In post","2021","AA/AO","South Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Nottinghamshire","Unknown","70","70","21030","21130"
"In post","2021","AA/AO","South Teesside","Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Teesside","Legal","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Teesside","No function","100","90","19170","19570"
"In post","2021","AA/AO","South Teesside","Unknown","300","280","20890","21010"
"In post","2021","AA/AO","South West Wales","No function","100","90","21160","21050"
"In post","2021","AA/AO","South West Wales","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South West Wales","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South West Wales","Security","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South West Wales","Unknown","350","310","21870","21010"
"In post","2021","AA/AO","Southampton","Communications","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Southampton","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Southampton","Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Southampton","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Southampton","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Southampton","No function","160","140","20900","21170"
"In post","2021","AA/AO","Southampton","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Southampton","Unknown","90","70","20740","21010"
"In post","2021","AA/AO","Southend-on-Sea","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Southend-on-Sea","Debt","40","30","[c]","[c]"
"In post","2021","AA/AO","Southend-on-Sea","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Southend-on-Sea","Finance","70","50","20700","20140"
"In post","2021","AA/AO","Southend-on-Sea","No function","100","80","20220","20140"
"In post","2021","AA/AO","Southend-on-Sea","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Southend-on-Sea","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Southend-on-Sea","Security","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Southend-on-Sea","Unknown","80","70","24010","24180"
"In post","2021","AA/AO","Staffordshire CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Staffordshire CC","Commercial","30","30","[c]","[c]"
"In post","2021","AA/AO","Staffordshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Staffordshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Staffordshire CC","Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Staffordshire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Staffordshire CC","No function","1450","1360","24350","23280"
"In post","2021","AA/AO","Staffordshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Staffordshire CC","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Staffordshire CC","Security","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Staffordshire CC","Unknown","190","170","20750","20920"
"In post","2021","AA/AO","Stoke-on-Trent","Legal","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Stoke-on-Trent","No function","380","340","18970","18880"
"In post","2021","AA/AO","Stoke-on-Trent","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Stoke-on-Trent","Unknown","180","140","20680","21010"
"In post","2021","AA/AO","Suffolk","Analysis","30","30","[c]","[c]"
"In post","2021","AA/AO","Suffolk","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Suffolk","Communications","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Suffolk","Counter Fraud","110","100","20690","20140"
"In post","2021","AA/AO","Suffolk","Debt","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Suffolk","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Suffolk","Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Suffolk","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Suffolk","Legal","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Suffolk","No function","860","800","25050","23240"
"In post","2021","AA/AO","Suffolk","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Suffolk","Property","30","30","[c]","[c]"
"In post","2021","AA/AO","Suffolk","Security","60","60","22460","19560"
"In post","2021","AA/AO","Suffolk","Unknown","540","500","20960","21010"
"In post","2021","AA/AO","Sunderland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Sunderland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Sunderland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Sunderland","No function","1670","1320","20710","20140"
"In post","2021","AA/AO","Sunderland","Project Delivery","[c]","[c]","[c]","[c]"
