"Status","Year","Sex","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Male","Other Cabinet Office Agencies","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other Cabinet Office Agencies","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scotland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scotland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scottish Government","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","Male","Scottish Government","Declared non-disabled","170","160","38970","34150"
"Leaver CS","2021","Male","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scottish Government","Unknown","290","270","35240","33650"
"Leaver CS","2021","Male","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","United Kingdom Statistics Authority","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Male","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","United Kingdom Statistics Authority","Unknown","100","90","27110","19520"
"Leaver CS","2021","Male","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Welsh Government","Declared non-disabled","60","50","47690","37410"
"Leaver CS","2021","Male","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Unknown","90","80","45260","40020"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Attorney General's Departments","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Female","Attorney General's Departments","Declared non-disabled","260","220","44300","50500"
"Leaver CS","2022","Female","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Attorney General's Departments","Unknown","110","100","38870","38000"
"Leaver CS","2022","Female","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Cabinet Office","Declared non-disabled","170","160","45940","40600"
"Leaver CS","2022","Female","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Cabinet Office","Unknown","170","160","49860","40600"
"Leaver CS","2022","Female","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Competition and Markets Authority","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","Female","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Business, Energy and Industrial Strategy","Declared non-disabled","210","190","36840","33640"
"Leaver CS","2022","Female","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Business, Energy and Industrial Strategy","Unknown","120","100","30840","26380"
"Leaver CS","2022","Female","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Digital, Culture, Media and Sport","Declared non-disabled","60","50","40110","34310"
"Leaver CS","2022","Female","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Education","Declared non-disabled","100","90","46450","40680"
"Leaver CS","2022","Female","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Education","Unknown","110","100","33950","28500"
"Leaver CS","2022","Female","Department for Environment, Food and Rural Affairs","Declared disabled","50","50","[c]","[c]"
"Leaver CS","2022","Female","Department for Environment, Food and Rural Affairs","Declared non-disabled","360","330","27390","24920"
"Leaver CS","2022","Female","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Environment, Food and Rural Affairs","Unknown","80","80","[c]","[c]"
"Leaver CS","2022","Female","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for International Trade","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Female","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for International Trade","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Female","Department for Levelling Up, Housing and Communities","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Levelling Up, Housing and Communities","Declared non-disabled","70","70","44130","39990"
"Leaver CS","2022","Female","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Transport","Declared disabled","50","40","29650","26780"
"Leaver CS","2022","Female","Department for Transport","Declared non-disabled","320","260","29350","21840"
"Leaver CS","2022","Female","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Transport","Unknown","140","130","27430","21840"
"Leaver CS","2022","Female","Department for Work and Pensions","Declared disabled","860","690","26840","27570"
"Leaver CS","2022","Female","Department for Work and Pensions","Declared non-disabled","3840","3220","26970","27570"
"Leaver CS","2022","Female","Department for Work and Pensions","Undeclared","170","150","26570","27570"
"Leaver CS","2022","Female","Department for Work and Pensions","Unknown","590","560","25890","27570"
"Leaver CS","2022","Female","Department of Health and Social Care","Declared disabled","120","100","37550","32940"
"Leaver CS","2022","Female","Department of Health and Social Care","Declared non-disabled","1250","1100","40550","36690"
"Leaver CS","2022","Female","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department of Health and Social Care","Unknown","800","460","46020","40070"
"Leaver CS","2022","Female","Estyn","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Estyn","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Foreign, Commonwealth and Development Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Foreign, Commonwealth and Development Office","Declared non-disabled","100","50","45880","40000"
"Leaver CS","2022","Female","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Foreign, Commonwealth and Development Office","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Land Registry","Declared non-disabled","130","100","33530","30600"
"Leaver CS","2022","Female","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Land Registry","Unknown","70","60","28390","25850"
"Leaver CS","2022","Female","HM Revenue and Customs","Declared disabled","250","200","[c]","[c]"
"Leaver CS","2022","Female","HM Revenue and Customs","Declared non-disabled","1500","1190","29220","22080"
"Leaver CS","2022","Female","HM Revenue and Customs","Undeclared","120","100","[c]","[c]"
"Leaver CS","2022","Female","HM Revenue and Customs","Unknown","890","730","25580","22030"
"Leaver CS","2022","Female","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Treasury","Declared non-disabled","80","80","[c]","[c]"
"Leaver CS","2022","Female","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Home Office","Declared disabled","120","100","29850","26160"
"Leaver CS","2022","Female","Home Office","Declared non-disabled","700","580","30710","25630"
"Leaver CS","2022","Female","Home Office","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Female","Home Office","Unknown","160","150","29290","25700"
"Leaver CS","2022","Female","Ministry of Defence","Declared disabled","200","170","30420","26670"
"Leaver CS","2022","Female","Ministry of Defence","Declared non-disabled","1180","1080","30310","26670"
"Leaver CS","2022","Female","Ministry of Defence","Undeclared","110","100","30650","26670"
"Leaver CS","2022","Female","Ministry of Defence","Unknown","310","290","30460","26670"
"Leaver CS","2022","Female","Ministry of Justice","Declared disabled","570","510","25750","21300"
"Leaver CS","2022","Female","Ministry of Justice","Declared non-disabled","2960","2640","26820","21190"
"Leaver CS","2022","Female","Ministry of Justice","Undeclared","340","280","28530","21410"
"Leaver CS","2022","Female","Ministry of Justice","Unknown","1370","1270","23940","20970"
"Leaver CS","2022","Female","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","National Crime Agency","Unknown","90","80","38860","34140"
"Leaver CS","2022","Female","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","110","100","52240","51360"
"Leaver CS","2022","Female","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of Gas and Electricity Markets","Declared non-disabled","100","90","41340","36080"
"Leaver CS","2022","Female","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
