"Status","Year","Sexual_orientation","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Property","690","650","38970","34770"
"In post","2022","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","No function","80","80","34750","31180"
"In post","2022","Undeclared","Science and Engineering","Analysis","40","40","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Digital, Data & Technology","190","170","39750","39650"
"In post","2022","Undeclared","Science and Engineering","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","No function","650","610","38880","34450"
"In post","2022","Undeclared","Science and Engineering","Project Delivery","430","410","41400","41230"
"In post","2022","Undeclared","Science and Engineering","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Unknown","230","230","38590","34200"
"In post","2022","Undeclared","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Security","880","850","35100","38180"
"In post","2022","Undeclared","Security","Unknown","40","40","[c]","[c]"
"In post","2022","Undeclared","Social Research","Analysis","60","50","41040","38340"
"In post","2022","Undeclared","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","Analysis","150","140","42130","38430"
"In post","2022","Undeclared","Statistics","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Tax","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Tax","Communications","100","90","29220","26820"
"In post","2022","Undeclared","Tax","Counter Fraud","200","180","45660","40520"
"In post","2022","Undeclared","Tax","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Tax","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Tax","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Tax","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Tax","No function","930","870","39720","35980"
"In post","2022","Undeclared","Tax","Project Delivery","60","50","34760","33430"
"In post","2022","Undeclared","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Commercial","30","30","[c]","[c]"
"In post","2022","Undeclared","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Counter Fraud","40","40","[c]","[c]"
"In post","2022","Undeclared","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Digital, Data & Technology","130","130","50500","54700"
"In post","2022","Undeclared","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Human Resources","60","60","41720","37300"
"In post","2022","Undeclared","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","No function","350","340","44080","37000"
"In post","2022","Undeclared","Unknown","Project Delivery","30","30","[c]","[c]"
"In post","2022","Undeclared","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Security","70","70","37500","33300"
"In post","2022","Undeclared","Unknown","Unknown","720","700","43010","39660"
"In post","2022","Undeclared","Veterinarian","No function","70","70","46290","47550"
"In post","2022","Undeclared","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Commercial","590","570","37400","34900"
"In post","2022","Unknown","Commercial","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Finance","110","100","37900","34800"
"In post","2022","Unknown","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","No function","40","40","[c]","[c]"
"In post","2022","Unknown","Commercial","Project Delivery","60","60","36500","34800"
"In post","2022","Unknown","Commercial","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Communications","600","590","42860","38930"
"In post","2022","Unknown","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","No function","50","50","38470","34260"
"In post","2022","Unknown","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Unknown","40","40","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","Finance","50","50","41720","38460"
"In post","2022","Unknown","Corporate Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Counter Fraud","1380","1210","29470","27570"
"In post","2022","Unknown","Counter Fraud","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Digital, Data & Technology","3330","3240","41150","37700"
"In post","2022","Unknown","Digital, Data and Technology","Finance","70","60","38040","36730"
"In post","2022","Unknown","Digital, Data and Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","No function","40","40","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Project Delivery","90","90","46760","47010"
"In post","2022","Unknown","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Unknown","400","400","47720","41960"
"In post","2022","Unknown","Economics","Analysis","220","210","44500","37610"
"In post","2022","Unknown","Economics","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","No function","30","30","[c]","[c]"
"In post","2022","Unknown","Economics","Project Delivery","40","40","[c]","[c]"
"In post","2022","Unknown","Economics","Unknown","60","60","39020","35050"
"In post","2022","Unknown","Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Finance","1280","1210","39130","36050"
"In post","2022","Unknown","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","No function","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","160","160","38400","33300"
"In post","2022","Unknown","Geography","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Geography","No function","110","110","30590","29130"
"In post","2022","Unknown","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Human Resources","940","890","36260","32720"
"In post","2022","Unknown","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","No function","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","80","80","42430","37450"
"In post","2022","Unknown","Inspector of Education and Training","No function","30","30","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Counter Fraud","60","60","36070","35490"
"In post","2022","Unknown","Intelligence Analysis","No function","40","40","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Security","120","110","37990","35580"
"In post","2022","Unknown","Intelligence Analysis","Unknown","90","90","28420","25260"
"In post","2022","Unknown","Internal Audit","Internal Audit","40","40","[c]","[c]"
"In post","2022","Unknown","Internal Audit","No function","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","International Trade","No function","470","470","45580","40100"
"In post","2022","Unknown","International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Digital, Data & Technology","80","80","33310","29200"
"In post","2022","Unknown","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","No function","160","150","36110","31990"
"In post","2022","Unknown","Knowledge and Information Management","Project Delivery","30","30","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Counter Fraud","970","930","32890","33080"
"In post","2022","Unknown","Legal","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Legal","1670","1520","58000","58020"
"In post","2022","Unknown","Legal","No function","240","230","40070","36050"
"In post","2022","Unknown","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicine","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicine","No function","110","100","94420","86520"
"In post","2022","Unknown","Medicine","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicine","Unknown","340","290","44780","39030"
"In post","2022","Unknown","Operational Delivery","Analysis","220","210","34900","30810"
"In post","2022","Unknown","Operational Delivery","Commercial","60","50","42970","34360"
"In post","2022","Unknown","Operational Delivery","Communications","550","540","28630","26820"
"In post","2022","Unknown","Operational Delivery","Counter Fraud","930","850","28730","26820"
"In post","2022","Unknown","Operational Delivery","Debt","1140","1020","24390","21680"
"In post","2022","Unknown","Operational Delivery","Digital, Data & Technology","120","110","35830","33370"
"In post","2022","Unknown","Operational Delivery","Finance","480","410","25930","22080"
"In post","2022","Unknown","Operational Delivery","Grants Management","1120","1040","24270","21300"
"In post","2022","Unknown","Operational Delivery","Human Resources","250","230","28150","26820"
"In post","2022","Unknown","Operational Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Delivery","Legal","690","610","26660","26400"
"In post","2022","Unknown","Operational Delivery","No function","44680","40040","27520","26400"
"In post","2022","Unknown","Operational Delivery","Project Delivery","480","450","35840","30950"
"In post","2022","Unknown","Operational Delivery","Property","390","370","25390","22010"
"In post","2022","Unknown","Operational Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Delivery","Unknown","2840","2710","26580","24880"
"In post","2022","Unknown","Operational Research","Analysis","260","250","43320","47010"
"In post","2022","Unknown","Operational Research","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Research","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Research","No function","160","160","45310","47010"
"In post","2022","Unknown","Operational Research","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","Analysis","50","50","44350","35680"
"In post","2022","Unknown","Other","Commercial","[c]","[c]","[c]","[c]"
